First,Last,Nickname,Ht,Wt,Reach,Stance,W,L,D,Belt,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Kazuhiro,Hamanaka,,"6' 0""",185 lbs.,--,Southpaw,5,7,1,,1.70,37%,0.91,60%,N/A,0.00,0%,50%,0.0
Seo Hee,Ham,,"5' 2""",115 lbs.,"62.0""",Southpaw,17,8,0,,4.20,39%,5.15,61%,N/A,0.00,0%,66%,0.2
Brandon,Halsey,Bull,"6' 0""",185 lbs.,--,,9,3,0,,1.74,47%,0.87,65%,N/A,4.98,53%,100%,1.2
John,Halverson,The Hurricane,"5' 9""",155 lbs.,--,Southpaw,16,8,0,,2.94,43%,5.29,47%,N/A,0.00,0%,66%,2.0
Piotr,Hallmann,Pletwal,"5' 9""",155 lbs.,"71.0""",Orthodox,18,6,0,,3.98,45%,3.17,58%,N/A,2.55,44%,70%,0.4
Dennis,Hallman,Superman,"5' 9""",155 lbs.,"72.0""",Orthodox,53,20,2,,1.12,44%,1.96,43%,N/A,1.79,30%,25%,2.1
Tony,Halme,,"6' 3""",300 lbs.,--,Orthodox,0,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Kevin,Engel,The Hitman,"6' 2""",170 lbs.,--,,5,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Ryan,Hall,The Wizard,"5' 10""",145 lbs.,"70.0""",Southpaw,9,2,0,,2.38,50%,1.33,65%,N/A,0.22,9%,0%,2.2
Jamall,Emmers,Pretty Boy,"5' 10""",145 lbs.,"74.0""",Orthodox,20,8,0,,5.30,48%,4.05,57%,N/A,1.83,40%,90%,0.2
Marius,Enache,,"5' 11""",155 lbs.,--,,3,3,0,,1.71,34%,0.66,84%,N/A,3.94,100%,0%,3.9
Rob,Emerson,The Saint,"5' 9""",155 lbs.,"70.0""",Orthodox,18,12,0,,2.50,30%,2.83,64%,N/A,2.02,52%,65%,0.4
Aleksander,Emelianenko,,"6' 6""",255 lbs.,--,Orthodox,23,7,0,,2.75,41%,1.70,65%,N/A,2.32,72%,66%,0.9
Josh,Emmett,CC0,"5' 6""",145 lbs.,"70.0""",Orthodox,19,4,0,,4.04,36%,4.61,61%,N/A,0.91,37%,46%,0.1
Ramazan,Emeev,Gorets,"5' 10""",170 lbs.,"76.0""",Southpaw,20,6,0,,2.53,45%,2.14,65%,N/A,2.37,29%,66%,0.7
Sovannahry,Em,The Sweet Savage,"5' 4""",135 lbs.,--,,3,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Fedor,Emelianenko,The Last Emperor,"6' 0""",230 lbs.,"74.0""",Orthodox,36,5,0,,3.18,51%,1.00,63%,N/A,2.00,63%,82%,1.9
Antonio,Carlos Junior,Cara de Sapato,"6' 2""",185 lbs.,"79.0""",Orthodox,11,5,0,,1.95,42%,2.14,52%,N/A,3.42,39%,53%,0.8
Rafael,Carino,,"6' 8""",245 lbs.,--,Orthodox,2,1,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Aaron,Ely,The Cyborg,"5' 8""",135 lbs.,--,,5,2,0,,0.82,15%,0.66,69%,N/A,2.47,100%,50%,4.9
Ronald,Carillo,,--,125 lbs.,--,,4,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Edgar,Cardenas,Kitty Katt,--,145 lbs.,--,,4,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Chris,Cariaso,Kamikaze,"5' 3""",125 lbs.,"64.0""",Southpaw,17,8,0,,3.35,43%,2.23,61%,N/A,1.11,39%,57%,0.8
Don,Carlo-Clauss,,--,170 lbs.,--,,10,7,0,,1.44,30%,7.68,43%,N/A,0.00,0%,66%,0.0
Remo,Cardarelli,,--,135 lbs.,--,,7,5,0,,2.27,47%,1.47,59%,N/A,0.00,0%,100%,0.0
Phil,Cardella,,"5' 11""",155 lbs.,--,,8,5,0,,2.47,50%,2.00,57%,N/A,0.00,0%,11%,2.5
Bryan,Caraway,Kid Lightning,"5' 8""",135 lbs.,"68.0""",Orthodox,21,9,0,,2.53,34%,3.61,54%,N/A,2.57,25%,80%,0.8
Israel,Delgado,,"5' 10""",155 lbs.,--,,0,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Jack,Della Maddalena,,"5' 11""",170 lbs.,"73.0""",Switch,17,2,0,,6.74,53%,4.27,66%,N/A,0.21,16%,70%,0.2
Ante,Delija,Walking Trouble,"6' 4""",245 lbs.,--,Orthodox,17,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Rolando,Delgado,Roli,"6' 3""",155 lbs.,"77.0""",Orthodox,11,6,1,,1.56,40%,1.83,62%,N/A,1.17,22%,0%,3.5
Wallen,Del Rosario,,"5' 4""",125 lbs.,"67.0""",Orthodox,8,2,0,,1.40,32%,4.73,40%,N/A,1.00,16%,100%,0.0
Shane,del Rosario,,"6' 4""",250 lbs.,--,Southpaw,11,2,0,,3.93,60%,2.97,54%,N/A,1.20,40%,16%,2.4
Humberto,DeLeon,,--,135 lbs.,--,,7,7,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Rafael,Del Real,,"5' 11""",225 lbs.,--,,6,20,0,,5.58,40%,0.00,0%,N/A,20.93,100%,100%,0.0
Tom,DeBlass,,"6' 0""",185 lbs.,--,Orthodox,9,2,0,,1.50,35%,4.43,37%,N/A,1.00,50%,28%,0.5
Issac,DeJesus,,--,145 lbs.,--,,12,7,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Mark,Hall,,"6' 0""",190 lbs.,--,Orthodox,5,6,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Stoney,Hale,The Skuller,"6' 0""",--,--,,5,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Kevin,Haley,The North Woods Nightmare,"6' 2""",205 lbs.,--,,6,4,0,,0.87,59%,0.87,64%,N/A,3.00,100%,0%,2.0
Yazan,Hajeh,Yazzle Dazzle,"5' 9""",145 lbs.,--,Orthodox,6,1,0,,1.54,25%,17.44,44%,N/A,0.00,0%,100%,0.0
Bassil,Hafez,The Habibi,"5' 11""",170 lbs.,"72.0""",Orthodox,9,3,1,,4.23,39%,5.53,40%,N/A,3.00,24%,50%,0.0
Tim,Hague,The Trashing Machine,"6' 4""",260 lbs.,"76.0""",Orthodox,21,13,0,,2.79,47%,4.14,46%,N/A,1.72,33%,85%,0.9
Damir,Hadzovic,The Bosnian Bomber,"5' 9""",155 lbs.,"70.0""",Orthodox,14,7,0,,3.36,48%,3.26,62%,N/A,0.78,55%,34%,0.2
Jake,Hadley,White Kong,"5' 7""",125 lbs.,"70.0""",Southpaw,10,3,0,,3.36,42%,3.56,60%,N/A,0.24,6%,35%,1.7
Steve,Hadsel,,"5' 8""",170 lbs.,--,,3,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Cameron,Else,Camchida,"5' 9""",135 lbs.,"71.0""",Switch,10,6,0,,1.99,40%,8.09,51%,N/A,0.00,0%,0%,0.0
Anna,Elmose,Panda,"5' 3""",115 lbs.,--,Orthodox,3,2,0,,3.68,49%,4.64,56%,N/A,0.00,0%,33%,0.0
Lisa,Ellis,,"5' 4""",115 lbs.,--,,15,11,0,,1.68,48%,2.32,57%,N/A,4.19,63%,50%,0.6
Cody,Haddon,,--,135 lbs.,--,,6,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Eddy,Ellis,Fast,"5' 9""",170 lbs.,--,Orthodox,21,16,1,,3.40,69%,1.53,68%,N/A,4.00,66%,50%,2.0
Oban,Elliott,The Welsh Gangster,"6' 0""",170 lbs.,"72.0""",Orthodox,10,2,0,,4.27,53%,2.17,61%,N/A,3.50,50%,0%,0.0
Tim,Elliott,,"5' 7""",125 lbs.,"66.0""",Southpaw,21,13,1,,3.39,44%,2.66,56%,N/A,3.73,47%,59%,1.0
Joe,Ellenberger,Excalibur,"5' 9""",155 lbs.,"72.0""",Orthodox,15,2,0,,1.62,47%,3.45,48%,N/A,3.17,40%,0%,1.1
Jake,Ellenberger,The Juggernaut,"5' 9""",170 lbs.,"71.0""",Orthodox,31,15,0,,2.47,39%,2.83,60%,N/A,2.04,47%,86%,0.4
Joao,Elias,Alicate,"5' 3""",125 lbs.,"64.0""",Southpaw,17,4,1,,0.40,50%,6.47,20%,N/A,0.00,0%,50%,0.0
Saul,Elizondo,,"5' 7""",135 lbs.,--,,6,8,0,,2.07,30%,4.93,48%,N/A,2.00,100%,66%,1.0
Darren,Elkins,The Damage,"5' 10""",145 lbs.,"71.0""",Orthodox,28,11,0,,3.44,38%,3.27,52%,N/A,2.85,35%,56%,1.1
Gina,Carano,Conviction,"5' 8""",145 lbs.,--,Orthodox,7,1,0,,4.50,47%,2.66,64%,N/A,1.24,66%,85%,1.6
Frank,Caracci,,--,--,--,,2,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Dos,Caras Jr.,,"6' 4""",225 lbs.,--,Orthodox,9,5,0,,0.77,23%,1.20,59%,N/A,0.00,0%,72%,0.0
Phil,Caracappa,The Hitman,"5' 8""",135 lbs.,"70.0""",Orthodox,6,1,0,,2.93,50%,4.07,29%,N/A,1.00,8%,100%,1.0
Paul,Capaldo,,"5' 7""",135 lbs.,--,,6,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Bo,Cantrell,Redrum,"6' 2""",235 lbs.,--,Orthodox,10,10,0,,3.16,16%,12.63,0%,N/A,0.00,0%,0%,0.0
Steve,Cantwell,The Robot,"6' 2""",185 lbs.,"75.0""",Orthodox,7,6,0,,3.63,34%,5.76,55%,N/A,0.65,30%,80%,0.7
Cody,Canterbury,,"5' 8""",155 lbs.,--,,1,10,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Carl,Deaton,The Anishinaabe Kid,"5' 7""",155 lbs.,"69.0""",Orthodox,17,7,0,,1.53,31%,1.85,61%,N/A,0.00,0%,50%,0.0
Jose,Canseco,,"6' 4""",240 lbs.,--,Orthodox,0,1,0,,0.78,10%,4.68,62%,N/A,0.00,0%,0%,0.0
Guido,Cannetti,Ninja,"5' 6""",135 lbs.,"68.0""",Southpaw,10,8,0,,3.44,55%,2.84,51%,N/A,2.27,55%,64%,0.4
Jared,Cannonier,The Killa Gorilla,"5' 11""",185 lbs.,"77.0""",Switch,17,7,0,,4.62,52%,4.19,58%,N/A,0.47,46%,61%,0.0
Gloria,de Paula,Glorinha,"5' 5""",115 lbs.,"67.0""",Orthodox,6,5,0,,4.89,53%,3.77,66%,N/A,0.74,37%,65%,0.5
Isabela,de Padua,Belinha,"5' 3""",125 lbs.,"64.0""",Orthodox,5,2,0,,1.00,35%,2.07,50%,N/A,2.00,66%,0%,1.0
Crezio,de Souza,,--,170 lbs.,--,Orthodox,1,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Germaine,de Randamie,The Iron Lady,"5' 9""",135 lbs.,"71.0""",Orthodox,10,5,0,,2.57,46%,2.00,65%,N/A,0.00,0%,65%,0.4
Jorge,de Oliveira,Blade,"5' 8""",155 lbs.,--,Orthodox,9,2,0,,1.26,31%,4.84,48%,N/A,0.00,0%,22%,0.0
Edilberto,de Oliveira,Crocota,"6' 0""",170 lbs.,--,Orthodox,29,15,2,,4.12,32%,6.79,61%,N/A,0.00,0%,0%,0.0
Johil,de Oliveira,,"5' 6""",170 lbs.,--,Orthodox,17,15,1,,0.51,34%,0.73,58%,N/A,1.10,50%,44%,0.6
Rodrigo,de Lima,Monstro,"5' 7""",155 lbs.,--,Orthodox,8,3,1,,1.29,33%,5.50,32%,N/A,2.66,36%,0%,1.3
Mark,De La Rosa,Bumblebee,"5' 6""",135 lbs.,"65.0""",Orthodox,11,5,0,,3.13,35%,5.00,48%,N/A,0.54,13%,40%,0.2
Chelsea,Hackett,Hammer,"5' 4""",125 lbs.,"66.0""",Switch,3,1,1,,2.58,51%,4.85,46%,N/A,0.00,0%,57%,0.0
Mike,de la Torre,El Cucuy,"5' 11""",145 lbs.,"71.0""",Orthodox,14,7,0,,3.21,39%,4.75,51%,N/A,0.36,16%,83%,0.0
John Paul,Elias,,"6' 4""",205 lbs.,--,,3,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Evan,Elder,The Phenom,"5' 10""",155 lbs.,"72.0""",Switch,9,2,0,,5.02,49%,4.79,57%,N/A,0.63,20%,33%,0.6
Per,Eklund,,"5' 10""",155 lbs.,"72.0""",Orthodox,14,5,1,,2.07,61%,2.38,67%,N/A,2.07,11%,50%,3.6
Keith,Hackney,The Giant Killer,"5' 11""",200 lbs.,--,Sideways,2,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Jon Olav,Einemo,The Viking,"6' 6""",253 lbs.,--,Orthodox,6,3,0,,2.15,52%,3.05,52%,N/A,1.73,55%,43%,0.0
John,Elam,,--,--,--,,2,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Justin,Eilers,The Hammer,"6' 1""",235 lbs.,--,Orthodox,19,7,1,,2.86,43%,5.66,49%,N/A,0.82,25%,50%,0.0
Tom,Egan,,"5' 11""",170 lbs.,--,Orthodox,7,5,0,,0.00,0%,3.91,50%,N/A,0.00,0%,28%,0.0
Stephanie,Egger,,"5' 6""",135 lbs.,"68.0""",Orthodox,8,5,0,,2.20,46%,2.48,52%,N/A,2.48,42%,50%,0.6
Adli,Edwards,,--,145 lbs.,--,,4,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Joselyne,Edwards,La Pantera,"5' 8""",135 lbs.,"70.0""",Orthodox,13,6,0,,4.35,51%,3.29,49%,N/A,0.88,33%,60%,0.4
Te,Edwards,,"5' 8""",155 lbs.,"72.0""",Orthodox,6,3,0,,1.50,41%,4.15,44%,N/A,0.72,100%,44%,0.0
Luiz,Cane,Banha,"6' 2""",185 lbs.,"77.0""",Southpaw,17,7,0,,4.79,41%,5.00,60%,N/A,0.56,28%,100%,0.3
Carlos,Candelario,The Cannon,"5' 8""",125 lbs.,"68.0""",Southpaw,8,3,0,,3.97,46%,5.17,44%,N/A,2.28,36%,53%,0.3
Ronaldo,Candido,Pacman,"5' 6""",125 lbs.,--,Southpaw,6,0,0,,1.67,42%,3.87,52%,N/A,8.00,53%,0%,5.0
Asbel,Cancio,,"5' 10""",225 lbs.,--,,0,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Chico,Camus,The King,"5' 6""",125 lbs.,"66.0""",Orthodox,17,7,0,,2.58,41%,2.46,64%,N/A,0.77,40%,72%,0.4
Wagner,Campos,Galeto,"5' 6""",145 lbs.,--,Southpaw,12,10,0,,1.54,41%,2.53,51%,N/A,2.71,100%,0%,0.0
Derek,Campos,The Stallion,"5' 9""",155 lbs.,--,,19,6,0,,2.41,23%,10.34,44%,N/A,0.00,0%,0%,0.0
Aleksa,Camur,,"6' 1""",205 lbs.,"74.0""",Orthodox,6,3,0,,4.73,57%,4.26,54%,N/A,0.46,22%,50%,0.0
Will,Campuzano,,"5' 9""",125 lbs.,"70.0""",Orthodox,14,6,0,,2.43,31%,3.82,57%,N/A,0.88,45%,48%,0.2
Montana,De La Rosa,,"5' 7""",125 lbs.,"68.0""",Orthodox,13,9,1,,2.90,37%,3.39,45%,N/A,1.85,33%,68%,0.8
John,Campetella,,"5' 9""",235 lbs.,--,Orthodox,0,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Chris,de la Rocha,,"6' 3""",250 lbs.,"80.0""",Orthodox,5,3,0,,4.08,45%,6.37,43%,N/A,2.02,30%,33%,1.0
Charlie,Campbell,The Cannibal,"6' 0""",155 lbs.,"72.0""",Orthodox,9,2,0,,5.55,54%,3.73,55%,N/A,2.95,40%,71%,0.0
Yorgan,De Castro,The Mad Titan,"6' 0""",250 lbs.,"74.0""",Orthodox,6,3,0,,2.46,43%,3.85,53%,N/A,0.00,0%,77%,0.0
Philip,De Fries,,"6' 5""",250 lbs.,"79.0""",Orthodox,12,6,0,,2.30,47%,3.00,37%,N/A,3.29,42%,100%,0.6
Angel,De Anda,The Dream,"5' 9""",225 lbs.,--,Orthodox,18,6,0,,5.68,46%,6.32,47%,N/A,0.00,0%,0%,0.0
Geraldo,de Freitas,Spartan,"5' 7""",135 lbs.,"72.0""",Orthodox,12,6,0,,3.67,52%,2.62,50%,N/A,3.00,45%,59%,0.0
Leon,Edwards,Rocky,"6' 2""",170 lbs.,"74.0""",Southpaw,22,3,0,,2.75,53%,2.34,54%,N/A,1.25,34%,70%,0.4
Grant,Dawson,KGD,"5' 10""",155 lbs.,"72.0""",Switch,21,2,1,,2.98,52%,2.11,45%,N/A,3.61,38%,57%,1.3
Hakeem,Dawodu,Mean,"5' 8""",145 lbs.,"73.0""",Orthodox,13,4,1,,5.45,50%,3.37,56%,N/A,0.00,0%,65%,0.0
Martin,Day,The Spartan,"5' 10""",145 lbs.,"73.0""",Orthodox,8,6,0,,3.97,45%,3.79,53%,N/A,0.72,60%,65%,0.5
Justin,Edwards,Fast Eddy,"5' 10""",155 lbs.,"70.0""",Orthodox,9,5,0,,2.68,42%,3.32,51%,N/A,2.14,26%,27%,1.0
Frankie,Edgar,The Answer,"5' 6""",135 lbs.,"68.0""",Orthodox,23,11,1,,3.77,40%,2.82,65%,N/A,2.29,31%,65%,0.3
Jason,Day,Dooms,"6' 0""",185 lbs.,"72.0""",Orthodox,19,12,0,,3.61,54%,3.46,47%,N/A,1.13,100%,0%,0.0
Abdul-Kerim,Edilov,,"6' 2""",205 lbs.,--,Orthodox,17,4,0,,10.22,61%,0.13,92%,N/A,3.98,100%,0%,2.0
Roybert,Echeverria,The Unbroken,"5' 5""",125 lbs.,"67.0""",Switch,7,1,0,,2.95,53%,2.52,57%,N/A,0.00,0%,71%,2.6
Yves,Edwards,,"5' 9""",155 lbs.,"73.0""",Southpaw,42,22,1,,2.91,42%,2.34,66%,N/A,0.76,53%,69%,0.7
Johnny,Eduardo,,"5' 7""",135 lbs.,"71.0""",Orthodox,28,13,0,,2.95,39%,3.22,63%,N/A,0.22,20%,58%,0.4
Ross,Ebanez,The Boss,"5' 9""",154 lbs.,--,Southpaw,20,10,0,,0.74,50%,0.74,62%,N/A,3.70,100%,0%,0.0
Mark,Eddiva,,"5' 8""",145 lbs.,"68.0""",Orthodox,6,3,0,,3.37,45%,2.98,54%,N/A,1.45,22%,63%,0.0
Brian,Ebersole,Bad Boy,"6' 0""",170 lbs.,"73.0""",Southpaw,51,18,1,,2.32,49%,2.14,56%,N/A,1.70,23%,61%,0.1
Thomas,Campbell,,--,--,--,,3,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Brian,Camozzi,Mantis,"6' 2""",170 lbs.,"78.0""",Orthodox,7,5,0,,3.15,26%,6.39,54%,N/A,0.00,0%,0%,0.7
Mike,Campbell,The Beast,"5' 9""",155 lbs.,--,Southpaw,13,4,0,,1.40,26%,1.40,63%,N/A,5.26,100%,0%,0.0
Shane,Campbell,Shaolin,"6' 0""",155 lbs.,"71.0""",Orthodox,14,6,0,,3.99,59%,3.19,55%,N/A,1.36,28%,82%,0.0
Chris,Camozzi,,"6' 2""",185 lbs.,"75.0""",Orthodox,24,13,0,,3.57,44%,2.96,56%,N/A,0.27,19%,57%,0.5
Lucas,Camacho,Lucao,--,265 lbs.,--,,6,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Ricky,Camp,2 Slick,"5' 7""",135 lbs.,--,,11,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Fabricio,Camoes,Morango,"5' 10""",155 lbs.,"71.0""",Orthodox,14,9,1,,1.29,33%,1.85,61%,N/A,2.34,32%,20%,1.5
Frank,Camacho,The Crank,"5' 10""",155 lbs.,"73.0""",Orthodox,22,10,0,,6.56,46%,7.44,51%,N/A,1.11,31%,73%,0.0
Joe,Camacho,,"5' 9""",155 lbs.,--,Orthodox,13,19,3,,0.31,17%,5.00,42%,N/A,0.00,0%,0%,0.0
Mike,Davis,Beast Boy,"6' 0""",155 lbs.,"72.0""",Orthodox,11,2,0,,5.35,52%,5.76,55%,N/A,2.77,53%,64%,0.4
Danny,Davis,,"6' 2""",170 lbs.,--,,13,11,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Justin,Davis,Dangerous,"5' 11""",205 lbs.,--,,13,16,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Brandon,Davis,Killer B,"5' 10""",135 lbs.,"72.0""",Orthodox,14,10,0,,4.68,35%,4.62,58%,N/A,0.74,42%,57%,0.1
Mike,Davis,,--,--,--,,2,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Alexis,Davis,,"5' 6""",135 lbs.,"68.0""",Orthodox,21,11,0,,4.63,49%,4.45,54%,N/A,0.95,44%,34%,0.7
Lemont,Davis,,"5' 8""",170 lbs.,--,Orthodox,2,6,0,,0.87,54%,1.27,55%,N/A,1.00,50%,0%,1.0
LC,Davis,,"5' 8""",135 lbs.,"69.0""",Southpaw,23,8,0,,2.04,30%,2.10,59%,N/A,2.27,46%,66%,0.2
Phil,Davis,Mr. Wonderful,"6' 2""",205 lbs.,"79.0""",Orthodox,17,4,0,,2.85,34%,1.33,72%,N/A,2.99,38%,72%,0.6
Marcus,Davis,The Irish Hand Grenade,"5' 10""",170 lbs.,"70.0""",Southpaw,22,11,0,,2.72,39%,2.79,65%,N/A,1.60,48%,47%,1.4
Maurice,Eazel,,"5' 7""",135 lbs.,--,,7,15,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Vincent,Eazelle,The Real Deal,"5' 11""",155 lbs.,--,,9,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Mike,Easton,The Hulk,"5' 6""",135 lbs.,"70.0""",Southpaw,13,6,0,,3.51,37%,4.28,61%,N/A,0.75,22%,66%,0.0
Marvin,Eastman,The Beastman,"5' 9""",185 lbs.,"73.0""",Orthodox,18,15,1,,2.21,35%,3.92,42%,N/A,1.38,33%,81%,0.0
Cody,East,The Freight Train,"6' 3""",245 lbs.,--,Orthodox,12,3,0,,4.15,43%,7.32,40%,N/A,3.97,100%,16%,0.0
Ben,Earwood,,"5' 8""",170 lbs.,--,Orthodox,12,3,0,,0.50,55%,0.20,33%,N/A,3.00,100%,0%,0.0
Taylor,Callens,,"5' 10""",155 lbs.,--,,6,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Darrion,Caldwell,The Wolf,"5' 10""",135 lbs.,--,,10,1,0,,0.85,34%,0.57,60%,N/A,3.41,66%,100%,0.8
Nicolle,Caliari,,--,125 lbs.,--,,7,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Cynthia,Calvillo,,"5' 4""",115 lbs.,"64.0""",Orthodox,9,6,1,,4.41,38%,4.12,64%,N/A,1.80,44%,77%,0.8
Travis,Calanoc,The Dark Knight,"5' 8""",145 lbs.,--,Orthodox,5,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Ricky,Calatayud,,"5' 9""",125 lbs.,--,,16,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Priscila,Cachoeira,Zombie Girl,"5' 7""",125 lbs.,"65.0""",Orthodox,12,6,0,,3.76,44%,7.03,43%,N/A,0.15,33%,65%,0.0
Vince,Cachero,The Anomaly,"5' 6""",145 lbs.,"68.0""",Orthodox,7,4,0,,3.29,45%,6.51,43%,N/A,0.00,0%,18%,0.5
Alvin,Cacdac,,"5' 6""",125 lbs.,--,Orthodox,18,13,0,,1.21,66%,0.61,0%,N/A,0.00,0%,0%,0.0
Rick,Davis,The Flying Squirrel,"5' 9""",155 lbs.,--,Orthodox,3,1,1,,3.09,50%,6.19,64%,N/A,0.00,0%,0%,0.0
Brian,Davidson,,"5' 6""",145 lbs.,--,,13,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Alex,Caceres,Bruce Leeroy,"5' 10""",145 lbs.,"73.0""",Southpaw,21,15,0,,4.21,49%,3.09,62%,N/A,0.54,68%,64%,0.7
Chris,Daukaus,,"6' 3""",205 lbs.,"76.0""",Orthodox,12,7,0,,6.05,50%,4.64,55%,N/A,0.00,0%,100%,0.0
Kyle,Daukaus,,"6' 3""",185 lbs.,"76.0""",Southpaw,11,4,0,,3.22,52%,2.94,42%,N/A,2.12,25%,82%,1.9
Sean,Daugherty,,"6' 0""",175 lbs.,--,,0,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Karen,Darabedyan,,"5' 7""",155 lbs.,"68.0""",Orthodox,13,6,0,,3.43,51%,2.62,67%,N/A,2.14,75%,0%,0.0
Beneil,Dariush,,"5' 10""",155 lbs.,"72.0""",Southpaw,22,6,1,,3.78,48%,2.65,57%,N/A,1.90,34%,80%,0.9
Mac,Danzig,,"5' 8""",155 lbs.,"70.0""",Orthodox,21,12,1,,3.39,48%,3.44,57%,N/A,1.20,37%,46%,0.6
Eduardo,Dantas,Dudu,"5' 10""",135 lbs.,--,,20,4,0,,3.33,60%,3.00,60%,N/A,4.00,23%,100%,0.0
Anvarbek,Daniyalbekov,,--,185 lbs.,--,,8,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Yan,Cabral,,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0,,2.02,47%,1.98,62%,N/A,2.89,35%,37%,1.2
Marques,Daniels,,--,155 lbs.,--,,5,5,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Alexandre,Dantas,Cafe,"6' 2""",238 lbs.,--,Orthodox,0,3,0,,0.21,25%,1.87,60%,N/A,0.00,0%,0%,3.1
Jarjis,Danho,Man Mountain,"6' 3""",265 lbs.,"74.0""",Orthodox,7,1,1,,3.38,50%,5.25,49%,N/A,0.51,16%,100%,0.0
Raymond,Daniels,,"6' 2""",185 lbs.,--,Southpaw,0,1,0,,0.00,0%,2.61,38%,N/A,0.00,0%,33%,3.0
Peter,Danesoe,The Asian Viking,"5' 9""",125 lbs.,"68.0""",Orthodox,6,3,0,,4.98,54%,7.02,37%,N/A,0.00,0%,62%,0.0
Cindy,Dandois,Battlecat,"5' 7""",135 lbs.,--,Orthodox,8,3,0,,3.13,32%,3.40,58%,N/A,5.00,55%,0%,0.0
Batgerel,Danaa,Storm,"5' 7""",135 lbs.,"70.0""",Orthodox,12,5,0,,5.38,36%,4.21,47%,N/A,0.52,50%,62%,0.0
Carina,Damm,Beauty But the Beast,"5' 4""",135 lbs.,--,,2,13,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Aisling,Daly,Ais the Bash,"5' 2""",115 lbs.,"64.0""",Orthodox,16,6,0,,2.92,52%,1.40,55%,N/A,2.15,41%,33%,0.9
Leonardo,Damiani,Puppy,"5' 10""",170 lbs.,"69.0""",Orthodox,10,3,1,,1.67,23%,4.17,37%,N/A,0.00,0%,50%,0.0
Dave,Dalgliesh,,"6' 2""",205 lbs.,--,Orthodox,30,19,2,,0.00,0%,1.85,50%,N/A,0.00,0%,0%,0.0
Rodrigo,Damm,,"5' 7""",155 lbs.,"71.0""",Orthodox,13,9,0,,3.50,36%,5.61,57%,N/A,0.44,16%,80%,0.3
Richard,Dalton,,"6' 1""",205 lbs.,--,Orthodox,4,3,1,,1.20,69%,3.27,25%,N/A,1.00,11%,0%,0.0
Paul,Daley,Semtex,"5' 9""",170 lbs.,"76.0""",Orthodox,39,15,2,,3.14,47%,2.37,60%,N/A,0.91,40%,64%,0.0
