Event,Date,Location,W/L,Fighter 1,Fighter 2,Kd,Str,Td,Sub,Weight class,Method,Round,Time
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Gabriella Fernandes,Carli Judice,0,119,2,0,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Westin Wilson,Jeka Saragih,0,0,1,3,Featherweight,SUB,1,1:49
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Melquizael Costa,Shayilan Nuerdanbieke,0,16,2,2,Featherweight,SUB,3,1:50
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Josefine Knutsson,Julia Polastri,0,124,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Grant Dawson,Joe Solecki,0,46,3,0,Lightweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Jake Matthews,Phil Rowe,0,66,1,0,Welterweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Bassil Hafez,Mickey Gall,0,95,3,0,Welterweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Ailin Perez,Joselyne Edwards,1,42,6,0,Women's Bantamweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Andre Lima,Mitch Raposo,0,51,0,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",,Punahele Soriano,Miguel Baeza,0,144,5,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",,Ludovit Klein,Thiago Moises,2,56,1,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",,Carlos Prates,Charles Radtke,1,15,0,0,Welterweight,KO/TKO,1,4:47
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",,Brad Katona,Jesse Butler,0,68,3,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",,Montana De La Rosa,Andrea Lee,0,70,3,1,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",,Daniel Marcos,John Castaneda,1,98,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",,Denise Gomes,Eduarda Moura,0,50,0,1,Women's Strawweight,S-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",,Andre Fili,Cub Swanson,0,67,2,0,Featherweight,S-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",,Jean Silva,Charles Jourdain,2,34,0,0,Featherweight,KO/TKO,2,1:22
UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",,Payton Talbott,Yanis Ghemmouri,1,13,0,0,Bantamweight,KO/TKO,1,0:19
UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",,Gillian Robertson,Michelle Waterson-Gomez,0,77,2,2,Women's Strawweight,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",,Martin Buday,Andrei Arlovski,0,54,0,0,Heavyweight,S-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",,Rei Tsuruya,Carlos Hernandez,0,17,3,0,Flyweight,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,"June 29, 2024","Las Vegas, Nevada, USA",,Vinicius Oliveira,Ricky Simon,0,96,1,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",,Taylor Lapilus,Cody Stamann,0,100,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",,Puja Tomar,Rayanne dos Santos,0,95,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",,Rose Namajunas,Tracy Cortez,1,96,5,0,Women's Flyweight,U-DEC,5,5:00
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",,Muslim Salikhov,Santiago Ponzinibbio,0,46,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",,Jean Silva,Drew Dober,0,53,0,0,Lightweight,KO/TKO,3,1:28
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",,Gabriel Bonfim,Ange Loosa,0,101,1,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",,Julian Erosa,Christian Rodriguez,0,35,1,1,Featherweight,SUB,1,4:49
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",,Abdul Razak Alhassan,Cody Brundage,0,23,0,0,Middleweight,CNC,1,0:37
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",,Charles Johnson,Joshua Van,1,88,0,0,Flyweight,KO/TKO,3,0:20
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",,Jasmine Jasudavicius,Fatima Kline,0,40,4,1,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",,Montel Jackson,Da'Mon Blackshear,1,4,0,0,Bantamweight,KO/TKO,1,0:18
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",,Luana Santos,Mariya Agapova,0,2,1,3,Women's Flyweight,SUB,1,3:27
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",,Andre Petroski,Josh Fremd,0,12,3,1,Middleweight,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",,Evan Elder,Darrius Flowers,0,45,0,1,Welterweight,SUB,2,1:46
UFC 260: Miocic vs. Ngannou,"March 27, 2021","Las Vegas, Nevada, USA",,Francis Ngannou,Stipe Miocic,2,36,1,0,Heavyweight,KO/TKO,2,0:52
UFC 260: Miocic vs. Ngannou,"March 27, 2021","Las Vegas, Nevada, USA",,Vicente Luque,Tyron Woodley,0,25,0,1,Welterweight,SUB,1,3:56
UFC 260: Miocic vs. Ngannou,"March 27, 2021","Las Vegas, Nevada, USA",,Sean O'Malley,Thomas Almeida,2,86,0,0,Bantamweight,KO/TKO,3,3:52
UFC 260: Miocic vs. Ngannou,"March 27, 2021","Las Vegas, Nevada, USA",,Miranda Maverick,Gillian Robertson,0,71,3,0,Women's Flyweight,U-DEC,3,5:00
UFC 260: Miocic vs. Ngannou,"March 27, 2021","Las Vegas, Nevada, USA",,Jamie Mullarkey,Khama Worthy,1,6,0,0,Lightweight,KO/TKO,1,0:46
UFC 260: Miocic vs. Ngannou,"March 27, 2021","Las Vegas, Nevada, USA",,Alonzo Menifield,Fabio Cherant,0,3,1,1,Light Heavyweight,SUB,1,1:11
UFC 260: Miocic vs. Ngannou,"March 27, 2021","Las Vegas, Nevada, USA",,Abubakar Nurmagomedov,Jared Gooden,0,60,1,0,Welterweight,U-DEC,3,5:00
UFC 260: Miocic vs. Ngannou,"March 27, 2021","Las Vegas, Nevada, USA",,Michal Oleksiejczuk,Modestas Bukauskas,0,56,0,0,Light Heavyweight,S-DEC,3,5:00
UFC 260: Miocic vs. Ngannou,"March 27, 2021","Las Vegas, Nevada, USA",,Omar Morales,Shane Young,0,69,2,0,Featherweight,U-DEC,3,5:00
UFC 260: Miocic vs. Ngannou,"March 27, 2021","Las Vegas, Nevada, USA",,Marc-Andre Barriault,Abu Azaitar,1,141,0,0,Middleweight,KO/TKO,3,4:56
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",,Max Holloway,Anthony Pettis,1,94,2,0,Featherweight,KO/TKO,3,4:50
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",,Donald Cerrone,Matt Brown,2,63,0,0,Welterweight,KO/TKO,3,0:34
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",,Cub Swanson,Dooho Choi,0,111,2,0,Featherweight,U-DEC,3,5:00
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",,Kelvin Gastelum,Tim Kennedy,1,62,0,0,Middleweight,KO/TKO,3,2:45
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",,Emil Meek,Jordan Mein,0,50,1,1,Welterweight,U-DEC,3,5:00
UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",,Max Holloway,Jose Aldo,1,104,0,0,Featherweight,KO/TKO,3,4:13
UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",,Claudia Gadelha,Karolina Kowalkiewicz,0,8,1,1,Women's Strawweight,SUB,1,3:03
UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",,Vitor Belfort,Nate Marquardt,0,37,0,0,Middleweight,U-DEC,3,5:00
UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",,Paulo Costa,Oluwale Bamgbose,0,43,0,0,Middleweight,KO/TKO,2,1:06
UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",,Yancy Medeiros,Erick Silva,1,33,0,0,Welterweight,KO/TKO,2,2:01
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",,Misha Cirkunov,Nikita Krylov,0,8,2,1,Light Heavyweight,SUB,1,4:38
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",,Olivier Aubin-Mercier,Drew Dober,0,27,0,1,Lightweight,SUB,2,2:57
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",,Viviane Pereira,Valerie Letourneau,0,25,1,0,Women's Strawweight,S-DEC,3,5:00
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",,Matthew Lopez,Mitch Gagnon,0,30,5,1,Bantamweight,U-DEC,3,5:00
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",,Lando Vannata,John Makdessi,1,10,0,0,Lightweight,KO/TKO,1,1:40
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",,Rustam Khabilov,Jason Saggo,0,42,4,0,Lightweight,U-DEC,3,5:00
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",,Dustin Ortiz,Zach Makovsky,0,34,4,0,Flyweight,S-DEC,3,5:00
UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",,Raphael Assuncao,Marlon Moraes,0,43,0,0,Bantamweight,S-DEC,3,5:00
UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",,Antonio Carlos Junior,Eric Spicely,0,12,1,2,Middleweight,SUB,2,3:49
UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",,Matthew Lopez,Johnny Eduardo,0,43,1,0,Bantamweight,KO/TKO,1,2:57
UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",,Brian Kelleher,Iuri Alcantara,0,4,0,1,Bantamweight,SUB,1,1:48
UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",,Viviane Pereira,Jamie Moyle,0,80,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",,Luan Chagas,Jim Wallhead,1,95,0,1,Welterweight,SUB,2,4:48
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",,Michelle Waterson-Gomez,Paige VanZant,0,12,1,2,Women's Strawweight,SUB,1,3:21
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",,Mickey Gall,Sage Northcutt,1,9,2,3,Welterweight,SUB,2,1:40
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",,Urijah Faber,Brad Pickett,1,70,5,1,Bantamweight,U-DEC,3,5:00
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",,Alan Jouban,Mike Perry,1,69,2,0,Welterweight,U-DEC,3,5:00
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",,Paul Craig,Henrique da Silva,0,31,1,3,Light Heavyweight,SUB,2,1:59
UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",,Deiveson Figueiredo,Marco Beltran,1,17,2,4,Flyweight,KO/TKO,2,5:00
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",,Mizuto Hirota,Cole Miller,0,57,6,0,Featherweight,U-DEC,3,5:00
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",,Colby Covington,Bryan Barberena,0,76,12,0,Welterweight,U-DEC,3,5:00
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",,Alex Morono,James Moontasri,0,111,0,0,Welterweight,U-DEC,3,5:00
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",,Josh Emmett,Scott Holtzman,0,87,8,1,Lightweight,U-DEC,3,5:00
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",,Leslie Smith,Irene Aldana,1,169,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",,Eddie Wineland,Takeya Mizugaki,2,9,0,0,Bantamweight,KO/TKO,1,3:04
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",,Hector Sandoval,Fredy Serrano,0,33,2,2,Flyweight,U-DEC,3,5:00
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",,Sultan Aliev,Bojan Velickovic,0,15,2,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand",,Mark Hunt,Derrick Lewis,0,59,0,0,Heavyweight,KO/TKO,4,3:51
UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand",,Derek Brunson,Daniel Kelly,1,8,0,0,Middleweight,KO/TKO,1,1:16
UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand",,Dan Hooker,Ross Pearson,1,69,0,0,Lightweight,KO/TKO,2,3:02
UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand",,Ion Cutelaba,Henrique da Silva,1,15,0,0,Light Heavyweight,KO/TKO,1,0:22
UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand",,Ben Nguyen,Tim Elliott,0,3,1,1,Flyweight,SUB,1,0:49
UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand",,Alexander Volkanovski,Mizuto Hirota,1,87,4,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand",,Vinc Pichel,Damien Brown,1,19,0,0,Lightweight,KO/TKO,1,3:37
UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand",,Luke Jumeau,Dominique Steele,0,40,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand",,John Moraga,Ashkan Mokhtarian,0,56,2,4,Flyweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand",,Zak Ottow,Kiichi Kunimoto,0,37,2,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand",,JJ Aldrich,Chan-Mi Jeon,0,98,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",,Conor McGregor,Nate Diaz,3,164,0,0,Welterweight,M-DEC,5,5:00
UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",,Anthony Johnson,Glover Teixeira,1,4,0,0,Light Heavyweight,KO/TKO,1,0:13
UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",,Donald Cerrone,Rick Story,1,45,1,1,Welterweight,KO/TKO,2,2:02
UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",,Mike Perry,Hyun Gyu Lim,3,31,0,0,Welterweight,KO/TKO,1,3:38
UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",,Tim Means,Sabah Homasi,0,71,0,0,Welterweight,KO/TKO,2,2:56
UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",,Cody Garbrandt,Takeya Mizugaki,1,12,0,0,Bantamweight,KO/TKO,1,0:48
UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",,Raquel Pennington,Elizabeth Phillips,0,33,3,1,Women's Bantamweight,U-DEC,3,5:00
UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",,Artem Lobov,Chris Avila,0,53,0,0,Featherweight,U-DEC,3,5:00
UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",,Cortney Casey,Randa Markos,0,21,0,1,Women's Strawweight,SUB,1,4:34
UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",,Lorenz Larkin,Neil Magny,1,32,0,0,Welterweight,KO/TKO,1,4:08
UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",,Colby Covington,Max Griffin,0,26,6,0,Welterweight,KO/TKO,3,2:18
UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",,Marvin Vettori,Alberto Uda,0,10,1,1,Middleweight,SUB,1,4:30
UFC on FOX: Teixeira vs Evans,"April 16, 2016","Tampa, Florida, USA",,Glover Teixeira,Rashad Evans,1,6,0,0,Light Heavyweight,KO/TKO,1,1:48
UFC on FOX: Teixeira vs Evans,"April 16, 2016","Tampa, Florida, USA",,Rose Namajunas,Tecia Pennington,0,46,2,0,Women's Strawweight,U-DEC,3,5:00
UFC on FOX: Teixeira vs Evans,"April 16, 2016","Tampa, Florida, USA",,Khabib Nurmagomedov,Darrell Horcher,0,75,2,0,Catch Weight,KO/TKO,2,3:38
UFC on FOX: Teixeira vs Evans,"April 16, 2016","Tampa, Florida, USA",,Cub Swanson,Hacran Dias,2,83,0,0,Featherweight,U-DEC,3,5:00
UFC on FOX: Teixeira vs Evans,"April 16, 2016","Tampa, Florida, USA",,Michael Chiesa,Beneil Dariush,0,11,1,2,Lightweight,SUB,2,1:20
UFC on FOX: Teixeira vs Evans,"April 16, 2016","Tampa, Florida, USA",,Raquel Pennington,Bethe Correia,0,75,0,0,Women's Bantamweight,S-DEC,3,5:00
UFC on FOX: Teixeira vs Evans,"April 16, 2016","Tampa, Florida, USA",,Santiago Ponzinibbio,Court McGee,1,38,0,0,Welterweight,KO/TKO,1,4:15
UFC on FOX: Teixeira vs Evans,"April 16, 2016","Tampa, Florida, USA",,Michael Graves,Randy Brown,0,11,2,1,Welterweight,SUB,2,2:31
UFC on FOX: Teixeira vs Evans,"April 16, 2016","Tampa, Florida, USA",,John Dodson,Manvel Gamburyan,1,16,0,0,Bantamweight,KO/TKO,1,0:37
UFC on FOX: Teixeira vs Evans,"April 16, 2016","Tampa, Florida, USA",,Cezar Ferreira,Oluwale Bamgbose,0,26,3,0,Middleweight,U-DEC,3,5:00
UFC on FOX: Teixeira vs Evans,"April 16, 2016","Tampa, Florida, USA",,Elizeu Zaleski dos Santos,Omari Akhmedov,0,72,0,1,Welterweight,KO/TKO,3,3:03
UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",,Demian Maia,Carlos Condit,0,1,1,1,Welterweight,SUB,1,1:52
UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",,Anthony Pettis,Charles Oliveira,0,53,0,1,Featherweight,SUB,3,1:49
UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",,Paige VanZant,Bec Rawlings,1,25,0,0,Women's Strawweight,KO/TKO,2,0:17
UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",,Jim Miller,Joe Lauzon,0,80,0,0,Lightweight,S-DEC,3,5:00
UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",,Sam Alvey,Kevin Casey,2,59,0,0,Middleweight,KO/TKO,2,4:56
UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",,Kyle Bochniak,Enrique Barzola,0,41,1,0,Featherweight,S-DEC,3,5:00
UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",,Alessio Di Chirico,Garreth McLellan,1,61,2,0,Middleweight,S-DEC,3,5:00
UFC on FOX: Henderson vs Thomson,"January 25, 2014","Chicago, Illinois, USA",,Benson Henderson,Josh Thomson,0,46,4,1,Lightweight,S-DEC,5,5:00
UFC on FOX: Henderson vs Thomson,"January 25, 2014","Chicago, Illinois, USA",,Stipe Miocic,Gabriel Gonzaga,0,63,1,0,Heavyweight,U-DEC,3,5:00
UFC on FOX: Henderson vs Thomson,"January 25, 2014","Chicago, Illinois, USA",,Donald Cerrone,Adriano Martins,1,16,1,0,Lightweight,KO/TKO,1,4:40
UFC on FOX: Henderson vs Thomson,"January 25, 2014","Chicago, Illinois, USA",,Jeremy Stephens,Darren Elkins,0,40,1,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",,Benson Henderson,Rustam Khabilov,1,26,1,2,Lightweight,SUB,4,1:16
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",,Diego Sanchez,Ross Pearson,0,33,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",,John Dodson,John Moraga,1,27,1,0,Flyweight,KO/TKO,2,5:00
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",,Rafael Dos Anjos,Jason High,1,36,2,3,Lightweight,KO/TKO,2,3:36
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",,Piotr Hallmann,Yves Edwards,0,56,4,1,Lightweight,SUB,3,2:31
UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",,Felipe Silva,Shane Campbell,1,11,0,0,Lightweight,KO/TKO,1,1:13
UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",,Chad Laprise,Thibault Gouti,2,17,0,0,Lightweight,KO/TKO,1,1:36
UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",,Jeremy Kennedy,Alex Ricci,0,27,5,0,Lightweight,U-DEC,3,5:00
UFC on FOX: Henderson vs Thomson,"January 25, 2014","Chicago, Illinois, USA",,Alex Caceres,Sergio Pettis,1,53,1,1,Bantamweight,SUB,3,4:39
UFC on FOX: Henderson vs Thomson,"January 25, 2014","Chicago, Illinois, USA",,Eddie Wineland,Yves Jabouin,1,54,0,0,Bantamweight,KO/TKO,2,4:16
UFC on FOX: Henderson vs Thomson,"January 25, 2014","Chicago, Illinois, USA",,Chico Camus,Yaotzin Meza,0,12,2,1,Bantamweight,Overturned,3,5:00
UFC on FOX: Henderson vs Thomson,"January 25, 2014","Chicago, Illinois, USA",,Hugo Viana,Ramiro Hernandez,1,79,0,0,Bantamweight,U-DEC,3,5:00
UFC on FOX: Henderson vs Thomson,"January 25, 2014","Chicago, Illinois, USA",,Daron Cruickshank,Mike Rio,2,46,1,1,Lightweight,KO/TKO,2,4:56
UFC on FOX: Henderson vs Thomson,"January 25, 2014","Chicago, Illinois, USA",,George Sullivan,Mike Rhodes,0,61,2,0,Welterweight,U-DEC,3,5:00
UFC on FOX: Henderson vs Thomson,"January 25, 2014","Chicago, Illinois, USA",,Nikita Krylov,Walt Harris,1,11,0,0,Heavyweight,KO/TKO,1,0:25
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",,Bryan Caraway,Erik Perez,0,7,2,2,Bantamweight,SUB,2,1:52
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",,Sergio Pettis,Yaotzin Meza,0,54,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",,Lance Benoist,Bobby Voelker,0,56,2,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",,Scott Jorgensen,Danny Martinez,0,40,10,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",,Jon Tuck,Jake Lindsey,0,46,3,0,Lightweight,KO/TKO,3,2:47
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",,Patrick Cummins,Roger Narvaez,0,32,3,1,Light Heavyweight,KO/TKO,2,2:28
UFC Fight Night: Rothwell vs Dos Santos,"April 10, 2016","Zagreb, Croatia",,Junior Dos Santos,Ben Rothwell,0,157,0,0,Heavyweight,U-DEC,5,5:00
UFC Fight Night: Rothwell vs Dos Santos,"April 10, 2016","Zagreb, Croatia",,Derrick Lewis,Gabriel Gonzaga,1,17,0,0,Heavyweight,KO/TKO,1,4:48
UFC Fight Night: Rothwell vs Dos Santos,"April 10, 2016","Zagreb, Croatia",,Francis Ngannou,Curtis Blaydes,0,36,0,0,Heavyweight,KO/TKO,2,5:00
UFC Fight Night: Rothwell vs Dos Santos,"April 10, 2016","Zagreb, Croatia",,Timothy Johnson,Marcin Tybura,0,45,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Rothwell vs Dos Santos,"April 10, 2016","Zagreb, Croatia",,Jan Blachowicz,Igor Pokrajac,0,98,4,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Rothwell vs Dos Santos,"April 10, 2016","Zagreb, Croatia",,Maryna Moroz,Cristina Stanciu,0,35,1,1,Women's Strawweight,U-DEC,3,5:00
