Event,Date,Location,W/L 1,W/L 2,Fighter 1,Fighter 2,Kd 1,Kd 2,Str 1,Str 2,Td 1,Td 2,Sub 1,Sub 2,Weight class,Method,Round,Time
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",win,,Michael Graves,Vicente Luque,0,0,27,28,7 of 10,0 of 0,0,1,Welterweight,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015","Chicago, Illinois, USA",win,,Tom Lawlor,Gian Villante,1,0,22,31,1 of 1,0 of 1,0,0,Light Heavyweight,KO/TKO,2,0:27
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015","Chicago, Illinois, USA",win,,Edson Barboza,Paul Felder,0,0,64,47,0 of 1,0 of 1,0,0,Lightweight,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015","Chicago, Illinois, USA",win,,Miesha Tate,Jessica Eye,1,0,58,56,1 of 4,0 of 0,2,0,Women's Bantamweight,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015","Chicago, Illinois, USA",win,,TJ Dillashaw,Renan Barao,0,0,117,62,0 of 5,0 of 5,0,0,Bantamweight,KO/TKO,4,0:35
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",win,,Rani Yahya,Masanori Kanehara,0,0,24,24,4 of 11,0 of 0,2,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",win,,Sean Strickland,Igor Araujo,1,0,71,39,0 of 3,3 of 3,2,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",win,,Lyman Good,Andrew Craig,1,0,55,20,0 of 0,0 of 0,0,0,Welterweight,KO/TKO,2,3:37
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",win,,Kevin Casey,Ildemar Alcantara,0,0,41,20,1 of 3,0 of 0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",win,,Alan Jouban,Matt Dwyer,1,1,51,29,1 of 1,0 of 1,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",win,,Kevin Lee,James Moontasri,0,0,9,6,1 of 2,0 of 0,1,0,Lightweight,SUB,1,2:56
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",win,,Sam Sicilia,Yaotzin Meza,0,0,12,18,2 of 2,1 of 9,4,1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",win,,Holly Holm,Marion Reneau,0,0,65,26,1 of 1,0 of 0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",win,,Frank Mir,Todd Duffee,1,0,16,9,0 of 0,0 of 0,0,0,Heavyweight,KO/TKO,1,1:13
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",win,,Jessica Andrade,Sarah Moras,0,0,50,18,3 of 4,0 of 8,0,1,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",win,,Manvel Gamburyan,Scott Jorgensen,1,0,42,36,1 of 2,5 of 13,2,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015","Glasgow, Scotland, United Kingdom",win,,Robert Whiteford,Paul Redmond,1,0,20,11,0 of 1,0 of 0,0,0,Featherweight,KO/TKO,1,3:04
UFC Fight Night: Bisping vs Leites,"July 18, 2015","Glasgow, Scotland, United Kingdom",win,,Jimmie Rivera,Marcus Brimage,1,0,15,9,0 of 0,0 of 0,0,0,Bantamweight,KO/TKO,1,1:29
UFC Fight Night: Bisping vs Leites,"July 18, 2015","Glasgow, Scotland, United Kingdom",win,,Mickael Lebout,Teemu Packalen,0,0,43,35,0 of 1,3 of 11,0,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",win,,Tony Ferguson,Josh Thomson,1,0,83,33,1 of 6,0 of 1,2,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015","Glasgow, Scotland, United Kingdom",win,,Paddy Holohan,Vaughan Lee,0,0,28,27,1 of 3,0 of 0,2,1,Flyweight,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015","Glasgow, Scotland, United Kingdom",win,,Ilir Latifi,Hans Stringer,1,0,7,2,0 of 0,0 of 0,0,0,Light Heavyweight,KO/TKO,1,0:56
UFC Fight Night: Bisping vs Leites,"July 18, 2015","Glasgow, Scotland, United Kingdom",win,,Daniel Omielanczuk,Chris de la Rocha,1,0,15,1,0 of 0,0 of 0,0,0,Heavyweight,KO/TKO,1,0:48
UFC Fight Night: Bisping vs Leites,"July 18, 2015","Glasgow, Scotland, United Kingdom",win,,Stevie Ray,Leonardo Mafra,1,0,19,23,0 of 0,0 of 0,0,0,Lightweight,KO/TKO,1,2:30
UFC Fight Night: Bisping vs Leites,"July 18, 2015","Glasgow, Scotland, United Kingdom",win,,Leon Edwards,Pawel Pawlak,1,0,36,24,0 of 4,0 of 4,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015","Glasgow, Scotland, United Kingdom",win,,Joe Duffy,Ivan Jorge,0,0,8,7,0 of 0,0 of 2,1,0,Lightweight,SUB,1,3:05
UFC Fight Night: Bisping vs Leites,"July 18, 2015","Glasgow, Scotland, United Kingdom",win,,Michael Bisping,Thales Leites,0,0,115,79,0 of 0,1 of 4,0,0,Middleweight,S-DEC,5,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA",win,,Thomas Almeida,Brad Pickett,1,1,24,20,0 of 1,0 of 0,0,0,Bantamweight,KO/TKO,2,0:29
UFC Fight Night: Bisping vs Leites,"July 18, 2015","Glasgow, Scotland, United Kingdom",win,,Evan Dunham,Ross Pearson,0,0,26,16,0 of 0,5 of 13,1,0,Lightweight,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA",win,,John Howard,Cathal Pendred,0,0,48,45,0 of 2,0 of 1,0,1,Welterweight,S-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,"July 18, 2015","Glasgow, Scotland, United Kingdom",win,,Joanne Wood,Cortney Casey,1,0,90,57,3 of 4,0 of 0,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA",win,,Gunnar Nelson,Brandon Thatch,1,0,6,8,0 of 0,0 of 0,1,0,Welterweight,SUB,1,2:54
UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA",win,,Conor McGregor,Chad Mendes,1,0,46,31,4 of 7,0 of 0,0,0,Featherweight,KO/TKO,2,4:57
UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA",win,,Alex Garcia,Mike Swick,0,0,24,19,0 of 0,5 of 5,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",win,,Taylor Lapilus,Yuta Sasaki,1,0,31,16,0 of 1,1 of 6,0,0,Bantamweight,KO/TKO,2,1:26
UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA",win,,Jeremy Stephens,Dennis Bermudez,2,0,38,35,1 of 6,0 of 2,0,0,Featherweight,KO/TKO,3,0:32
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",win,,Noad Lahat,Niklas Backstrom,0,0,62,11,4 of 5,1 of 3,1,1,Featherweight,M-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA",win,,Robbie Lawler,Rory MacDonald,1,0,70,86,0 of 0,0 of 4,0,0,Welterweight,KO/TKO,5,1:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",win,,Scott Askham,Antonio Dos Santos,2,0,11,11,0 of 1,0 of 1,0,0,Middleweight,KO/TKO,1,2:52
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",win,,Makwan Amirkhani,Masio Fullen,0,0,0,1,1 of 1,0 of 0,2,0,Featherweight,SUB,1,1:41
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",win,,Arnold Allen,Alan Omer,0,0,23,35,2 of 4,1 of 4,1,0,Featherweight,SUB,3,1:41
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",win,,Joanna Jedrzejczyk,Jessica Penne,0,0,126,25,0 of 0,0 of 11,0,0,Women's Strawweight,KO/TKO,3,4:22
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",win,,Magomed Mustafaev,Piotr Hallmann,0,0,18,29,2 of 3,0 of 3,0,0,Lightweight,KO/TKO,2,3:24
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",win,,Nick Hein,Lukasz Sajewski,0,0,54,26,1 of 3,0 of 1,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",win,,Peter Sobotta,Steve Kennedy,0,0,6,3,2 of 2,0 of 1,1,0,Welterweight,SUB,1,2:57
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",win,,Tatsuya Kawajiri,Dennis Siver,0,0,22,22,0 of 0,4 of 14,0,1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",win,,Sirwan Kakai,Danny Martinez,1,0,52,59,0 of 0,5 of 10,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",win,,Leandro Silva,Lewis Gonzalez,0,0,28,21,3 of 8,2 of 6,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",win,,Tony Sims,Steve Montgomery,1,0,10,9,0 of 0,0 of 1,0,0,Welterweight,KO/TKO,1,2:43
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",win,,Antonio Carlos Junior,Eddie Gordon,0,0,40,12,4 of 8,0 of 1,1,0,Middleweight,SUB,3,4:37
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",win,,Hacran Dias,Levan Makashvili,0,0,17,37,3 of 10,2 of 8,1,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",win,,Yoel Romero,Lyoto Machida,0,0,42,31,0 of 0,1 of 2,0,0,Middleweight,KO/TKO,3,1:38
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",win,,Alex Oliveira,Joe Merritt,0,0,11,23,5 of 16,0 of 2,2,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",win,,Chris Wade,Christos Giagos,0,0,32,28,4 of 7,0 of 4,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",win,,Thiago Santos,Steve Bosse,1,0,3,0,0 of 0,0 of 0,0,0,Middleweight,KO/TKO,1,0:29
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",win,,Shawn Jordan,Derrick Lewis,1,0,23,6,3 of 4,0 of 0,0,0,Heavyweight,KO/TKO,2,0:48
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",win,,Francisco Rivera,Alex Caceres,1,0,5,0,0 of 0,0 of 0,0,0,Bantamweight,KO/TKO,1,0:21
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",win,,Omari Akhmedov,Brian Ebersole,0,0,15,2,0 of 1,0 of 0,0,0,Welterweight,KO/TKO,1,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",win,,Anthony Birchak,Joe Soto,2,0,16,1,0 of 0,0 of 0,0,0,Bantamweight,KO/TKO,1,1:37
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",win,,Brian Ortega,Thiago Tavares,1,0,41,39,6 of 11,0 of 0,1,0,Featherweight,KO/TKO,3,4:10
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",win,,Lorenz Larkin,Santiago Ponzinibbio,1,0,64,33,0 of 3,0 of 0,0,0,Welterweight,KO/TKO,2,3:07
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",win,,Dustin Poirier,Yancy Medeiros,2,0,27,6,1 of 2,0 of 0,1,0,Lightweight,KO/TKO,1,2:38
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",win,,Ben Rothwell,Matt Mitrione,0,0,5,8,0 of 0,0 of 1,1,0,Heavyweight,SUB,1,1:54
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",win,,Dan Henderson,Tim Boetsch,1,0,12,3,0 of 0,0 of 0,0,0,Middleweight,KO/TKO,1,0:28
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",win,,Cathal Pendred,Augusto Montano,0,0,17,21,0 of 0,4 of 17,0,0,Welterweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",win,,Gabriel Benitez,Clay Collard,0,0,60,34,0 of 0,6 of 11,1,0,Featherweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",win,,Efrain Escudero,Drew Dober,0,0,1,0,0 of 0,0 of 0,1,0,Lightweight,SUB,1,0:54
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",win,,Patrick Williams,Alejandro Perez,1,0,2,0,0 of 1,0 of 0,1,0,Bantamweight,SUB,1,0:23
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",win,,Henry Cejudo,Chico Camus,0,0,62,48,1 of 15,0 of 1,0,0,Flyweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",win,,Johnny Case,Francisco Trevino,0,0,40,34,0 of 2,4 of 7,0,0,Lightweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",win,,Tecia Pennington,Angela Hill,0,0,32,27,2 of 12,0 of 0,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",win,,Kelvin Gastelum,Nate Marquardt,0,0,59,18,1 of 2,0 of 2,0,0,Middleweight,KO/TKO,2,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",win,,Eddie Alvarez,Gilbert Melendez,0,0,31,37,0 of 1,3 of 11,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",win,,Vitor Belfort,Dan Henderson,1,0,6,3,0 of 0,0 of 0,0,0,Middleweight,KO/TKO,1,2:07
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",win,,Marco Beltran,Guangyou Ning,0,0,30,23,0 of 2,1 of 1,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",win,,Matheus Nicolau,Bruno Korea,2,1,46,27,0 of 0,3 of 4,3,0,Bantamweight,SUB,3,3:27
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",win,,Jimmie Rivera,Pedro Munhoz,0,0,96,66,0 of 7,0 of 3,0,0,Bantamweight,S-DEC,3,5:00
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",win,,Jared Rosholt,Stefan Struve,0,0,16,33,1 of 1,4 of 7,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",win,,Dominique Steele,Dong Hyun Ma,1,0,36,19,4 of 4,0 of 3,0,0,Welterweight,KO/TKO,3,0:27
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",win,,Vicente Luque,Hayder Hassan,0,0,12,15,0 of 1,0 of 0,1,0,Welterweight,SUB,1,2:13
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",win,,James Moontasri,Anton Zafir,1,0,11,17,0 of 0,1 of 3,0,0,Welterweight,KO/TKO,1,4:36
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015","Las Vegas, Nevada, USA",win,,Frankie Edgar,Chad Mendes,1,0,13,5,0 of 1,0 of 0,0,0,Featherweight,KO/TKO,1,2:28
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",win,,Nik Lentz,Danny Castillo,0,0,59,57,3 of 6,2 of 6,2,0,Lightweight,S-DEC,3,5:00
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",win,,Kamaru Usman,Leon Edwards,0,0,48,26,6 of 13,0 of 0,0,0,Welterweight,U-DEC,3,5:00
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",win,,Francis Ngannou,Luis Henrique,1,0,25,5,0 of 0,1 of 6,0,0,Heavyweight,KO/TKO,2,2:53
UFC Fight Night: Hendricks vs Thompson,"February 06, 2016","Las Vegas, Nevada, USA",win,,Diego Rivas,Noad Lahat,1,0,5,7,1 of 1,1 of 1,0,3,Featherweight,KO/TKO,2,0:23
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",nc,nc,Cole Miller,Jim Alers,0,0,28,25,0 of 0,0 of 0,0,0,Featherweight,CNC,2,1:34
UFC Fight Night: Hendricks vs Thompson,"February 06, 2016","Las Vegas, Nevada, USA",win,,Alex White,Artem Lobov,0,0,78,23,0 of 0,3 of 7,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Hendricks vs Thompson,"February 06, 2016","Las Vegas, Nevada, USA",win,,Justin Scoggins,Ray Borg,0,0,57,20,1 of 8,4 of 6,0,0,Flyweight,U-DEC,3,5:00
UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",win,,Jason Saggo,Justin Salas,0,0,20,1,0 of 0,1 of 1,0,0,Lightweight,KO/TKO,1,4:31
UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",win,,Teruto Ishihara,Julian Erosa,1,0,27,16,1 of 1,0 of 0,0,0,Featherweight,KO/TKO,2,0:34
UFC Fight Night: Hendricks vs Thompson,"February 06, 2016","Las Vegas, Nevada, USA",win,,Mickey Gall,Mike Jackson,1,0,2,3,0 of 0,0 of 0,1,0,Welterweight,SUB,1,0:45
UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom",win,,Teemu Packalen,Thibault Gouti,1,0,6,0,0 of 0,0 of 0,1,0,Lightweight,SUB,1,0:24
UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",win,,Vitor Miranda,Marcelo Guimaraes,0,0,46,23,0 of 0,1 of 5,0,0,Middleweight,KO/TKO,2,1:09
UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",win,,Siyar Bahadurzada,Brandon Thatch,0,0,84,30,1 of 2,3 of 3,1,0,Welterweight,SUB,3,4:11
UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",win,,Diego Sanchez,Jim Miller,0,0,48,56,2 of 9,0 of 1,0,0,Lightweight,U-DEC,3,5:00
UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",win,,Darren Elkins,Chas Skelly,0,0,104,27,7 of 11,0 of 1,0,2,Featherweight,U-DEC,3,5:00
UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",win,,Corey Anderson,Tom Lawlor,0,0,55,31,1 of 4,1 of 1,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",win,,Nordine Taleb,Erick Silva,1,0,26,11,0 of 1,1 of 1,0,0,Welterweight,KO/TKO,2,1:34
UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",win,,Miesha Tate,Holly Holm,0,0,40,59,0 of 0,2 of 9,2,0,Women's Bantamweight,SUB,5,3:30
UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",win,,Ilir Latifi,Gian Villante,0,0,30,23,0 of 1,3 of 12,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",win,,Amanda Nunes,Valentina Shevchenko,0,0,39,28,2 of 6,1 of 1,2,0,Women's Bantamweight,U-DEC,3,5:00
UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",win,,Nate Diaz,Conor McGregor,0,0,77,61,0 of 1,1 of 1,2,0,Welterweight,SUB,2,4:12
UFC Fight Night: Hunt vs Mir,"March 19, 2016","Brisbane, Queensland, Australia",win,,Leslie Smith,Rin Nakai,0,0,62,31,0 of 0,3 of 13,0,1,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Hunt vs Mir,"March 19, 2016","Brisbane, Queensland, Australia",win,,Alan Patrick,Damien Brown,0,0,25,15,5 of 7,1 of 3,1,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Hunt vs Mir,"March 19, 2016","Brisbane, Queensland, Australia",win,,Bec Rawlings,Seo Hee Ham,0,0,77,92,1 of 3,0 of 2,0,1,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Hunt vs Mir,"March 19, 2016","Brisbane, Queensland, Australia",win,,Alan Jouban,Brendan O'Reilly,1,0,32,8,1 of 1,0 of 0,0,0,Welterweight,KO/TKO,1,2:15
UFC Fight Night: Hunt vs Mir,"March 19, 2016","Brisbane, Queensland, Australia",win,,Ross Pearson,Chad Laprise,0,0,52,78,0 of 1,0 of 0,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Hunt vs Mir,"March 19, 2016","Brisbane, Queensland, Australia",win,,Viscardi Andrade,Richard Walsh,0,1,38,46,1 of 3,5 of 8,1,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Hunt vs Mir,"March 19, 2016","Brisbane, Queensland, Australia",win,,Daniel Kelly,Antonio Carlos Junior,0,0,37,33,0 of 1,2 of 9,0,0,Middleweight,KO/TKO,3,1:36
UFC Fight Night: Hunt vs Mir,"March 19, 2016","Brisbane, Queensland, Australia",win,,Dan Hooker,Mark Eddiva,0,0,5,4,0 of 0,0 of 2,1,0,Featherweight,SUB,1,1:24
UFC Fight Night: Hunt vs Mir,"March 19, 2016","Brisbane, Queensland, Australia",win,,Jake Matthews,Johnny Case,0,0,36,35,0 of 4,1 of 6,2,0,Lightweight,SUB,3,4:45
UFC Fight Night: Hunt vs Mir,"March 19, 2016","Brisbane, Queensland, Australia",win,,Steve Bosse,James Te Huna,1,0,5,1,0 of 0,0 of 0,0,0,Light Heavyweight,KO/TKO,1,0:52
UFC Fight Night: Hunt vs Mir,"March 19, 2016","Brisbane, Queensland, Australia",win,,Mark Hunt,Frank Mir,1,0,8,1,0 of 0,0 of 3,0,0,Heavyweight,KO/TKO,1,3:01
UFC Fight Night: Hunt vs Mir,"March 19, 2016","Brisbane, Queensland, Australia",win,,Neil Magny,Hector Lombard,0,2,148,60,1 of 3,1 of 2,2,0,Welterweight,KO/TKO,3,0:46
UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom",win,,Daniel Omielanczuk,Jarjis Danho,0,0,77,38,0 of 2,0 of 0,0,0,Heavyweight,M-DEC,3,1:31
UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom",win,,Rustam Khabilov,Norman Parke,0,0,33,17,1 of 3,6 of 9,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom",win,,Arnold Allen,Yaotzin Meza,1,0,31,25,4 of 4,0 of 8,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom",win,,David Teymur,Martin Svensson,1,0,38,13,1 of 1,0 of 4,0,0,Lightweight,KO/TKO,2,1:26
UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom",win,,Makwan Amirkhani,Mike Wilkinson,0,0,32,13,0 of 0,4 of 7,0,2,Featherweight,U-DEC,3,5:00
UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom",win,,Scott Askham,Chris Dempsey,1,0,7,6,1 of 2,1 of 4,0,0,Middleweight,KO/TKO,1,4:45
UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom",win,,Krzysztof Jotko,Brad Scott,0,0,59,45,0 of 1,2 of 4,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom",win,,Davey Grant,Marlon Vera,0,0,72,23,1 of 5,1 of 6,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom",win,,Tom Breese,Keita Nakamura,0,0,32,6,0 of 0,3 of 6,1,1,Welterweight,U-DEC,3,5:00
UFC Fight Night: Hendricks vs Thompson,"February 06, 2016","Las Vegas, Nevada, USA",win,,Derrick Lewis,Damian Grabowski,0,0,14,1,1 of 1,0 of 1,0,0,Heavyweight,KO/TKO,1,2:17
UFC Fight Night: Hendricks vs Thompson,"February 06, 2016","Las Vegas, Nevada, USA",win,,Joshua Burkman,KJ Noons,0,0,57,33,3 of 10,0 of 0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom",win,,Gegard Mousasi,Thales Leites,0,0,81,17,0 of 0,0 of 10,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom",win,,Brad Pickett,Francisco Rivera,0,0,39,69,2 of 2,3 of 5,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom",win,,Michael Bisping,Anderson Silva,1,1,108,75,0 of 0,0 of 1,0,0,Middleweight,U-DEC,5,5:00
UFC Fight Night: Hendricks vs Thompson,"February 06, 2016","Las Vegas, Nevada, USA",win,,Ovince Saint Preux,Rafael Cavalcante,0,0,51,10,1 of 2,0 of 1,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Hendricks vs Thompson,"February 06, 2016","Las Vegas, Nevada, USA",win,,Joseph Benavidez,Zach Makovsky,0,0,66,40,0 of 0,4 of 19,0,0,Flyweight,U-DEC,3,5:00
