Event,W/L,Fighter 1,Fighter 2,Kd,Str,Td,Sub,Weight class,Method,Round,Time
UFC 2: No Way Out,,,,,,,,,,,
UFC 2: No Way Out,,Royce Gracie,Patrick Smith,0,4,1,0,Open Weight,KO/TKO,1,1:17
UFC 2: No Way Out,,Royce Gracie,Remco Pardoel,0,0,1,1,Open Weight,SUB,1,1:31
UFC 2: No Way Out,,Patrick Smith,Johnny Rhodes,0,5,0,1,Open Weight,SUB,1,1:07
UFC 2: No Way Out,,Royce Gracie,Jason DeLucia,0,0,0,1,Open Weight,SUB,1,1:07
UFC 2: No Way Out,,Remco Pardoel,Orlando Wiet,0,7,1,0,Open Weight,KO/TKO,1,1:29
UFC 2: No Way Out,,Johnny Rhodes,Fred Ettish,1,13,0,1,Open Weight,SUB,1,3:07
UFC 2: No Way Out,,Patrick Smith,Scott Morris,0,13,0,0,Open Weight,KO/TKO,1,0:30
UFC 2: No Way Out,,Royce Gracie,Minoki Ichihara,0,2,1,2,Open Weight,SUB,1,5:08
UFC 2: No Way Out,,Jason DeLucia,Scott Baker,0,3,0,5,Open Weight,SUB,1,6:41
UFC 2: No Way Out,,Remco Pardoel,Alberta Cerra Leon,0,4,1,1,Open Weight,SUB,1,9:51
UFC 2: No Way Out,,Orlando Wiet,Robert Lucarelli,0,8,0,0,Open Weight,KO/TKO,1,2:50
UFC 2: No Way Out,,Frank Hamaker,Thaddeus Luster,0,2,1,3,Open Weight,SUB,1,4:52
UFC 2: No Way Out,,Johnny Rhodes,David Levicki,0,11,1,0,Open Weight,KO/TKO,1,12:13
UFC 2: No Way Out,,Patrick Smith,Ray Wizard,0,1,0,1,Open Weight,SUB,1,0:58
UFC 2: No Way Out,,Scott Morris,Sean Daugherty,0,1,1,1,Open Weight,SUB,1,0:20
UFC 4: Revenge of the Warriors,,,,,,,,,,,
UFC 4: Revenge of the Warriors,,Royce Gracie,Dan Severn,0,0,0,3,Open Weight,SUB,1,15:49
UFC 4: Revenge of the Warriors,,Dan Severn,Marcus Bossett,0,0,1,1,Open Weight,SUB,1,0:52
UFC 4: Revenge of the Warriors,,Royce Gracie,Keith Hackney,0,11,0,3,Open Weight,SUB,1,5:32
UFC 4: Revenge of the Warriors,,Dan Severn,Anthony Macias,0,0,2,1,Open Weight,SUB,1,1:45
UFC 4: Revenge of the Warriors,,Steve Jennum,Melton Bowen,0,13,2,1,Open Weight,SUB,1,4:47
UFC 4: Revenge of the Warriors,,Keith Hackney,Joe Son,0,8,0,1,Open Weight,SUB,1,2:44
UFC 4: Revenge of the Warriors,,Royce Gracie,Ron van Clief,0,7,1,1,Open Weight,SUB,1,3:49
UFC 4: Revenge of the Warriors,,Guy Mezger,Jason Fairn,0,19,1,0,Open Weight,KO/TKO,1,2:13
UFC 4: Revenge of the Warriors,,Marcus Bossett,Eldo Xavier Dias,--,--,--,--,Open Weight,KO/TKO,1,4:55
UFC 4: Revenge of the Warriors,,Joe Charles,Kevin Rosier,--,--,--,--,Open Weight,SUB,1,0:14
UFC 6: Clash of the Titans,,,,,,,,,,,
UFC 6: Clash of the Titans,,Oleg Taktarov,David Abbott,0,4,0,4,Open Weight,SUB,1,17:45
UFC 6: Clash of the Titans,,Ken Shamrock,Dan Severn,0,2,0,2,Open Weight,SUB,1,2:14
UFC 6: Clash of the Titans,,Oleg Taktarov,Anthony Macias,0,0,0,1,Open Weight,SUB,1,0:09
UFC 6: Clash of the Titans,,David Abbott,Paul Varelans,0,14,1,0,Open Weight,KO/TKO,1,1:53
UFC 6: Clash of the Titans,,Oleg Taktarov,Dave Beneteau,0,0,0,1,Open Weight,SUB,1,0:57
UFC 6: Clash of the Titans,,Patrick Smith,Rudyard Moncayo,1,6,2,1,Open Weight,SUB,1,1:08
UFC 6: Clash of the Titans,,Paul Varelans,Cal Worsham,1,8,0,0,Open Weight,KO/TKO,1,1:02
UFC 6: Clash of the Titans,,David Abbott,John Matua,2,7,0,0,Open Weight,KO/TKO,1,0:20
UFC 6: Clash of the Titans,,Anthony Macias,He-Man Gipson,--,--,--,--,Open Weight,KO/TKO,1,3:06
UFC 6: Clash of the Titans,,Joel Sutton,Jack McGlaughlin,--,--,--,--,Open Weight,KO/TKO,1,2:01
UFC 5: The Return of the Beast,,,,,,,,,,,
UFC 5: The Return of the Beast,,Dan Severn,Dave Beneteau,0,2,1,1,Open Weight,SUB,1,3:01
UFC 5: The Return of the Beast,,Ken Shamrock,Royce Gracie,0,10,1,0,Open Weight,Other,2,5:00
UFC 5: The Return of the Beast,,Dan Severn,Oleg Taktarov,0,9,1,0,Open Weight,KO/TKO,1,4:21
UFC 5: The Return of the Beast,,Dave Beneteau,Todd Medina,0,8,1,0,Open Weight,KO/TKO,1,2:12
UFC 5: The Return of the Beast,,Dan Severn,Joe Charles,0,2,1,1,Open Weight,SUB,1,1:38
UFC 5: The Return of the Beast,,Oleg Taktarov,Ernie Verdicia,0,0,0,1,Open Weight,SUB,1,2:23
UFC 5: The Return of the Beast,,Todd Medina,Larry Cureton,0,4,1,1,Open Weight,SUB,1,2:55
UFC 5: The Return of the Beast,,Jon Hess,Andy Anderson,0,17,0,0,Open Weight,KO/TKO,1,1:23
UFC 5: The Return of the Beast,,Guy Mezger,John Dowdy,1,12,0,0,Open Weight,KO/TKO,1,2:02
UFC 5: The Return of the Beast,,Dave Beneteau,Asbel Cancio,0,12,1,0,Open Weight,KO/TKO,1,0:21
UFC 9: Motor City Madness,,,,,,,,,,,
UFC 9: Motor City Madness,,Dan Severn,Ken Shamrock,0,16,0,0,Open Weight,S-DEC,3,3:00
UFC 9: Motor City Madness,,Don Frye,Amaury Bitetti,0,46,1,0,Open Weight,KO/TKO,1,9:30
UFC 9: Motor City Madness,,Mark Hall,Koji Kitao,0,3,0,0,Open Weight,KO/TKO,1,0:47
UFC 9: Motor City Madness,,Mark Schultz,Gary Goodridge,0,8,3,0,Open Weight,KO/TKO,1,12:00
UFC 9: Motor City Madness,,Rafael Carino,Matt Andersen,0,8,1,0,Open Weight,KO/TKO,1,5:32
UFC 9: Motor City Madness,,Cal Worsham,Zane Frazier,0,9,1,0,Open Weight,KO/TKO,1,3:14
UFC 9: Motor City Madness,,Steve Nelmark,Tai Bowden,0,13,2,1,Open Weight,KO/TKO,1,7:25
UFC 7: The Brawl in Buffalo,,,,,,,,,,,
UFC 7: The Brawl in Buffalo,,Marco Ruas,Paul Varelans,1,33,0,0,Open Weight,KO/TKO,1,13:17
UFC 7: The Brawl in Buffalo,,Ken Shamrock,Oleg Taktarov,0,29,1,1,Open Weight,Other,2,3:00
UFC 7: The Brawl in Buffalo,,Marco Ruas,Remco Pardoel,0,4,0,2,Open Weight,SUB,1,12:27
UFC 7: The Brawl in Buffalo,,Paul Varelans,Mark Hall,0,2,1,2,Open Weight,SUB,1,1:01
UFC 7: The Brawl in Buffalo,,Marco Ruas,Larry Cureton,0,1,1,3,Open Weight,SUB,1,3:23
UFC 7: The Brawl in Buffalo,,Remco Pardoel,Ryan Parker,0,0,1,1,Open Weight,SUB,1,3:05
UFC 7: The Brawl in Buffalo,,Mark Hall,Harold Howard,0,1,0,0,Open Weight,KO/TKO,1,1:41
UFC 7: The Brawl in Buffalo,,Paul Varelans,Gerry Harris,0,4,1,0,Open Weight,KO/TKO,1,1:05
UFC 7: The Brawl in Buffalo,,Scott Bessac,David Hood,0,1,0,2,Open Weight,SUB,1,0:31
UFC 7: The Brawl in Buffalo,,Onassis Parungao,Francesco Maturi,--,--,--,--,Open Weight,KO/TKO,1,5:26
UFC 7: The Brawl in Buffalo,,Joel Sutton,Geza Kalman,--,--,--,--,Open Weight,KO/TKO,1,0:48
UFC - Ultimate Ultimate '95,,,,,,,,,,,
UFC - Ultimate Ultimate '95,,Dan Severn,Oleg Taktarov,0,24,0,0,Open Weight,U-DEC,2,3:00
UFC - Ultimate Ultimate '95,,Oleg Taktarov,Marco Ruas,0,6,0,1,Open Weight,U-DEC,1,18:00
UFC - Ultimate Ultimate '95,,Dan Severn,David Abbott,0,57,1,0,Open Weight,U-DEC,1,18:00
UFC - Ultimate Ultimate '95,,Oleg Taktarov,Dave Beneteau,0,0,0,2,Open Weight,SUB,1,1:15
UFC - Ultimate Ultimate '95,,Marco Ruas,Keith Hackney,0,7,1,1,Open Weight,SUB,1,2:39
UFC - Ultimate Ultimate '95,,Dan Severn,Paul Varelans,0,0,1,2,Open Weight,SUB,1,1:01
UFC - Ultimate Ultimate '95,,David Abbott,Steve Jennum,0,1,1,1,Open Weight,SUB,1,1:14
UFC - Ultimate Ultimate '95,,Mark Hall,Trent Jenkins,--,--,--,--,Open Weight,SUB,1,5:29
UFC - Ultimate Ultimate '95,,Joe Charles,Scott Bessac,--,--,--,--,Open Weight,SUB,1,4:38
UFC 11: The Proving Ground,,,,,,,,,,,
UFC 11: The Proving Ground,,Scott Ferrozzo,David Abbott,0,60,0,0,Open Weight,U-DEC,2,3:00
UFC 11: The Proving Ground,,Mark Coleman,Brian Johnston,0,9,1,0,Open Weight,KO/TKO,1,2:20
UFC 11: The Proving Ground,,Jerry Bohlander,Fabio Gurgel,0,18,1,0,Open Weight,U-DEC,1,15:00
UFC 11: The Proving Ground,,David Abbott,Sam Adkins,0,8,1,1,Open Weight,SUB,1,2:06
UFC 11: The Proving Ground,,Brian Johnston,Reza Nasri,0,6,1,0,Open Weight,KO/TKO,1,0:28
UFC 11: The Proving Ground,,Mark Coleman,Julian Sanchez,0,7,1,2,Open Weight,SUB,1,0:45
UFC 11: The Proving Ground,,Roberto Traven,Dave Berry,--,--,--,--,Open Weight,KO/TKO,1,1:33
UFC 11: The Proving Ground,,Scott Ferrozzo,Sam Fulton,--,--,--,--,Open Weight,SUB,1,1:45
UFC 8: David vs Goliath,,,,,,,,,,,
UFC 8: David vs Goliath,,Don Frye,Gary Goodridge,0,12,0,0,Open Weight,KO/TKO,1,2:14
UFC 8: David vs Goliath,,Ken Shamrock,Kimo Leopoldo,0,0,1,2,Open Weight,SUB,1,4:24
UFC 8: David vs Goliath,,Gary Goodridge,Jerry Bohlander,0,3,1,1,Open Weight,KO/TKO,1,5:31
UFC 8: David vs Goliath,,Don Frye,Sam Adkins,0,5,1,0,Open Weight,KO/TKO,1,0:48
UFC 8: David vs Goliath,,Gary Goodridge,Paul Herrera,0,8,1,0,Open Weight,KO/TKO,1,0:13
UFC 8: David vs Goliath,,Jerry Bohlander,Scott Ferrozzo,0,7,0,1,Open Weight,SUB,1,9:03
UFC 8: David vs Goliath,,Paul Varelans,Joe Moreira,0,9,0,0,Open Weight,U-DEC,1,10:00
UFC 8: David vs Goliath,,Don Frye,Thomas Ramirez,1,3,0,0,Open Weight,KO/TKO,1,0:08
UFC 8: David vs Goliath,,Sam Adkins,Keith Mielke,--,--,--,--,Open Weight,KO/TKO,1,0:50
UFC 10: The Tournament,,,,,,,,,,,
UFC 10: The Tournament,,Mark Coleman,Don Frye,0,34,3,2,Open Weight,KO/TKO,1,11:34
UFC 10: The Tournament,,Mark Coleman,Gary Goodridge,0,33,2,0,Open Weight,SUB,1,7:00
UFC 10: The Tournament,,Don Frye,Brian Johnston,0,11,1,0,Open Weight,KO/TKO,1,4:37
UFC 10: The Tournament,,Gary Goodridge,John Campetella,0,5,0,0,Open Weight,KO/TKO,1,1:28
UFC 10: The Tournament,,Mark Coleman,Moti Horenstein,0,25,1,0,Open Weight,KO/TKO,1,2:43
UFC 10: The Tournament,,Brian Johnston,Scott Fiedler,0,2,1,1,Open Weight,KO/TKO,1,2:25
UFC 10: The Tournament,,Don Frye,Mark Hall,0,27,1,0,Open Weight,KO/TKO,1,10:21
UFC 10: The Tournament,,Sam Adkins,Felix Lee Mitchell,--,--,--,--,Open Weight,U-DEC,2,3:00
UFC 10: The Tournament,,Geza Kalman,Dieusel Berto,0,21,0,1,Open Weight,KO/TKO,1,5:57
UFC 12: Judgement Day,,,,,,,,,,,
UFC 12: Judgement Day,,Mark Coleman,Dan Severn,0,4,0,2,Heavyweight,SUB,1,2:57
UFC 12: Judgement Day,,Vitor Belfort,Scott Ferrozzo,1,9,0,0,Heavyweight,KO/TKO,1,0:43
UFC 12: Judgement Day,,Jerry Bohlander,Nick Sanzo,0,2,1,1,Lightweight,SUB,1,0:39
UFC 12: Judgement Day,,Vitor Belfort,Tra Telligman,1,17,0,0,Heavyweight,KO/TKO,1,1:17
UFC 12: Judgement Day,,Scott Ferrozzo,Jim Mullen,0,30,2,1,Heavyweight,KO/TKO,1,8:02
UFC 12: Judgement Day,,Yoshiki Takahashi,Wallid Ismail,0,20,1,0,Lightweight,U-DEC,2,3:00
UFC 12: Judgement Day,,Jerry Bohlander,Rainy Martinez,0,0,1,1,Lightweight,SUB,1,1:24
UFC 12: Judgement Day,,Justin Martin,Eric Martin,--,--,--,--,Heavyweight,SUB,1,0:14
UFC 12: Judgement Day,,Nick Sanzo,Jackie Lee,--,--,--,--,Lightweight,KO/TKO,1,0:48
UFC 14: Showdown,,,,,,,,,,,
UFC 14: Showdown,,Maurice Smith,Mark Coleman,0,55,0,0,Heavyweight,U-DEC,3,3:00
UFC 14: Showdown,,Mark Kerr,Dan Bobish,0,3,1,0,Heavyweight,SUB,1,1:38
UFC 14: Showdown,,Kevin Jackson,Tony Fryklund,0,2,1,1,Lightweight,SUB,1,0:44
UFC 14: Showdown,,Dan Bobish,Brian Johnston,0,9,1,1,Heavyweight,SUB,1,2:10
UFC 14: Showdown,,Mark Kerr,Moti Horenstein,0,14,1,0,Heavyweight,KO/TKO,1,2:22
UFC 14: Showdown,,Kevin Jackson,Todd Butler,0,3,1,0,Lightweight,KO/TKO,1,1:27
UFC 14: Showdown,,Joe Moreira,Yuri Vaulin,0,7,3,0,Lightweight,U-DEC,2,3:00
UFC 14: Showdown,,Alex Hunter,Sam Fulton,0,7,1,0,Heavyweight,SUB,1,2:30
UFC 14: Showdown,,Tony Fryklund,Donnie Chappell,0,5,1,1,Lightweight,SUB,1,1:31
UFC - Ultimate Ultimate '96,,,,,,,,,,,
UFC - Ultimate Ultimate '96,,Don Frye,David Abbott,0,6,0,2,Open Weight,SUB,1,1:22
UFC - Ultimate Ultimate '96,,David Abbott,Steve Nelmark,1,9,1,0,Open Weight,KO/TKO,1,1:03
UFC - Ultimate Ultimate '96,,Don Frye,Mark Hall,0,0,0,1,Open Weight,SUB,1,0:20
UFC - Ultimate Ultimate '96,,Ken Shamrock,Brian Johnston,0,22,1,1,Open Weight,SUB,1,5:48
UFC - Ultimate Ultimate '96,,Kimo Leopoldo,Paul Varelans,0,9,0,0,Open Weight,KO/TKO,1,9:08
UFC - Ultimate Ultimate '96,,David Abbott,Cal Worsham,0,4,0,1,Open Weight,KO/TKO,1,2:51
UFC - Ultimate Ultimate '96,,Don Frye,Gary Goodridge,0,16,0,0,Open Weight,SUB,1,11:19
UFC - Ultimate Ultimate '96,,Tai Bowden,Jack Nilson,--,--,--,--,Open Weight,KO/TKO,1,4:46
UFC - Ultimate Ultimate '96,,Steve Nelmark,Marcus Bossett,--,--,--,--,Open Weight,SUB,1,1:37
UFC - Ultimate Ultimate '96,,Mark Hall,Felix Lee Mitchell,--,--,--,--,Open Weight,KO/TKO,1,1:45
UFC - Ultimate Japan,,,,,,,,,,,
UFC - Ultimate Japan,,Randy Couture,Maurice Smith,0,19,3,1,Heavyweight,M-DEC,3,3:00
UFC - Ultimate Japan,,Kazushi Sakuraba,Marcus Silveira,0,1,1,2,Heavyweight,SUB,1,3:44
UFC - Ultimate Japan,,Vitor Belfort,Joe Charles,0,0,2,3,Heavyweight,SUB,1,4:03
UFC - Ultimate Japan,,Frank Shamrock,Kevin Jackson,0,1,0,1,Lightweight,SUB,1,0:16
UFC - Ultimate Japan,,Kazushi Sakuraba,Marcus Silveira,0,0,0,0,Heavyweight,Overturned,1,1:51
UFC - Ultimate Japan,,David Abbott,Yoji Anjo,0,13,3,0,Heavyweight,U-DEC,2,3:00
UFC - Ultimate Japan,,Tra Telligman,Brad Kohler,0,6,0,1,Heavyweight,SUB,1,10:05
UFC - Ultimate Brazil,,,,,,,,,,,
UFC - Ultimate Brazil,,Frank Shamrock,John Lober,2,23,0,4,Middleweight,SUB,1,7:40
UFC - Ultimate Brazil,,Vitor Belfort,Wanderlei Silva,1,7,0,0,Middleweight,KO/TKO,1,0:44
UFC - Ultimate Brazil,,Pedro Rizzo,David Abbott,2,24,0,0,Heavyweight,KO/TKO,1,8:07
UFC - Ultimate Brazil,,Pat Miletich,Mikey Burnett,0,19,1,0,Lightweight,S-DEC,3,3:00
UFC - Ultimate Brazil,,Tsuyoshi Kohsaka,Pete Williams,0,14,3,5,Heavyweight,U-DEC,2,3:00
UFC - Ultimate Brazil,,Ebenezer Fontes Braga,Jeremy Horn,0,9,1,1,Middleweight,SUB,1,3:27
UFC - Ultimate Brazil,,Tulio Palhares,Adriano Santos,0,31,4,0,Middleweight,KO/TKO,1,9:00
UFC - Ultimate Brazil,,Cesar Marscucci,Paulo Santos,--,--,--,--,Lightweight,KO/TKO,1,10:27
UFC 13: The Ultimate Force,,,,,,,,,,,
UFC 13: The Ultimate Force,,Vitor Belfort,David Abbott,0,15,1,0,Heavyweight,KO/TKO,1,0:52
UFC 13: The Ultimate Force,,Randy Couture,Steven Graham,0,16,1,0,Heavyweight,KO/TKO,1,3:13
UFC 13: The Ultimate Force,,Guy Mezger,Tito Ortiz,0,0,0,1,Lightweight,SUB,1,2:00
UFC 13: The Ultimate Force,,Randy Couture,Tony Halme,0,1,1,1,Heavyweight,SUB,1,0:56
UFC 13: The Ultimate Force,,Steven Graham,Dmitri Stepanov,0,0,1,1,Heavyweight,SUB,1,1:30
UFC 13: The Ultimate Force,,Enson Inoue,Royce Alger,0,0,0,1,Lightweight,SUB,1,1:36
UFC 13: The Ultimate Force,,Guy Mezger,Christophe Leninger,0,35,0,0,Lightweight,U-DEC,2,3:00
UFC 13: The Ultimate Force,,Jack Nilson,Saeed Hosseini,0,11,0,0,Lightweight,KO/TKO,1,1:23
UFC 13: The Ultimate Force,,Tito Ortiz,Wes Albritton,0,21,1,0,Lightweight,KO/TKO,1,0:31
UFC 15: Collision Course,,,,,,,,,,,
UFC 15: Collision Course,,Maurice Smith,David Abbott,0,12,0,1,Heavyweight,SUB,1,8:08
UFC 15: Collision Course,,Mark Kerr,Dwayne Cason,0,5,1,1,Heavyweight,SUB,1,0:53
UFC 15: Collision Course,,Randy Couture,Vitor Belfort,0,34,1,1,Heavyweight,KO/TKO,1,8:16
UFC 15: Collision Course,,Dave Beneteau,Carlos Barreto,0,13,3,0,Heavyweight,U-DEC,2,3:00
UFC 15: Collision Course,,Mark Kerr,Greg Stott,1,1,0,0,Heavyweight,KO/TKO,1,0:17
UFC 15: Collision Course,,Dwayne Cason,Houston Dorr,0,11,1,0,Heavyweight,KO/TKO,1,3:43
UFC 15: Collision Course,,Alex Hunter,Harry Moskowitz,0,11,1,0,Heavyweight,S-DEC,1,12:00
UFC 17: Redemption,,,,,,,,,,,
UFC 17: Redemption,,Frank Shamrock,Jeremy Horn,0,20,0,3,Middleweight,SUB,2,1:28
UFC 17: Redemption,,Pete Williams,Mark Coleman,1,22,0,1,Heavyweight,KO/TKO,2,0:38
UFC 17: Redemption,,Dan Henderson,Carlos Newton,0,28,3,0,Middleweight,S-DEC,2,3:00
UFC 17: Redemption,,David Abbott,Hugo Duarte,0,11,0,0,Heavyweight,KO/TKO,1,0:43
UFC 17: Redemption,,Mike van Arsdale,Joe Pardo,0,27,1,1,Heavyweight,SUB,1,11:01
UFC 17: Redemption,,Carlos Newton,Bob Gilstrap,0,1,1,3,Middleweight,SUB,1,0:52
UFC 17: Redemption,,Dan Henderson,Allan Goes,1,31,1,1,Middleweight,U-DEC,2,3:00
UFC 17: Redemption,,Andre Roberts,Harry Moskowitz,--,--,--,--,Heavyweight,U-DEC,2,3:00
UFC 17: Redemption,,Chuck Liddell,Noe Hernandez,0,46,2,0,Middleweight,U-DEC,1,12:00
UFC 16: Battle in the Bayou,,,,,,,,,,,
UFC 16: Battle in the Bayou,,Frank Shamrock,Igor Zinoviev,0,2,1,0,Middleweight,KO/TKO,1,0:22
UFC 16: Battle in the Bayou,,Tsuyoshi Kohsaka,Kimo Leopoldo,0,45,0,0,Heavyweight,U-DEC,2,3:00
UFC 16: Battle in the Bayou,,Pat Miletich,Chris Brennan,0,6,0,1,Lightweight,SUB,1,9:02
UFC 16: Battle in the Bayou,,Jerry Bohlander,Kevin Jackson,0,5,0,2,Middleweight,SUB,1,10:23
UFC 16: Battle in the Bayou,,Pat Miletich,Townsend Saunders,0,18,0,1,Lightweight,S-DEC,2,3:00
UFC 16: Battle in the Bayou,,Mikey Burnett,Eugenio Tadeu,0,42,1,1,Lightweight,KO/TKO,1,9:45
UFC 16: Battle in the Bayou,,Chris Brennan,Courtney Turner,--,--,--,--,Lightweight,SUB,1,1:20
UFC 16: Battle in the Bayou,,Laverne Clark,Josh Stuart,--,--,--,--,Lightweight,KO/TKO,1,1:15
UFC 18: The Road to the Heavyweight Title,,,,,,,,,,,
UFC 18: The Road to the Heavyweight Title,,Bas Rutten,Tsuyoshi Kohsaka,1,31,0,0,Heavyweight,KO/TKO,2,2:15
UFC 18: The Road to the Heavyweight Title,,Pat Miletich,Jorge Patino,0,27,3,0,Lightweight,U-DEC,3,3:00
UFC 18: The Road to the Heavyweight Title,,Pedro Rizzo,Mark Coleman,0,16,0,0,Heavyweight,S-DEC,2,3:00
UFC 18: The Road to the Heavyweight Title,,Tito Ortiz,Jerry Bohlander,0,37,6,0,Middleweight,KO/TKO,2,2:31
UFC 18: The Road to the Heavyweight Title,,Mikey Burnett,Townsend Saunders,1,42,0,1,Lightweight,U-DEC,2,3:00
UFC 18: The Road to the Heavyweight Title,,Evan Tanner,Darrel Gholar,0,24,1,4,Middleweight,SUB,1,7:57
UFC 18: The Road to the Heavyweight Title,,Laverne Clark,Frank Caracci,0,15,2,0,Lightweight,KO/TKO,1,6:52
UFC 19: Ultimate Young Guns,,,,,,,,,,,
UFC 19: Ultimate Young Guns,,Tito Ortiz,Guy Mezger,0,26,2,0,Middleweight,KO/TKO,1,9:56
UFC 19: Ultimate Young Guns,,Gary Goodridge,Andre Roberts,0,8,0,0,Heavyweight,KO/TKO,1,0:43
UFC 19: Ultimate Young Guns,,Jeremy Horn,Chuck Liddell,0,8,3,3,Middleweight,SUB,1,12:00
UFC 19: Ultimate Young Guns,,Kevin Randleman,Maurice Smith,0,17,4,0,Heavyweight,U-DEC,2,3:00
UFC 19: Ultimate Young Guns,,Evan Tanner,Valeri Ignatov,0,23,1,1,Middleweight,KO/TKO,1,2:58
UFC 19: Ultimate Young Guns,,Pete Williams,Jason Godsey,0,3,1,1,Heavyweight,SUB,1,1:56
UFC 19: Ultimate Young Guns,,Sione Latu,Joey Roberts,0,9,1,0,Heavyweight,KO/TKO,1,10:01
UFC 20: Battle for the Gold,,,,,,,,,,,
UFC 20: Battle for the Gold,,Bas Rutten,Kevin Randleman,0,18,0,1,Heavyweight,S-DEC,3,3:00
UFC 20: Battle for the Gold,,Pedro Rizzo,Tra Telligman,1,9,0,0,Heavyweight,KO/TKO,1,4:30
UFC 20: Battle for the Gold,,Pete Williams,Travis Fulton,0,15,0,2,Heavyweight,SUB,1,6:28
UFC 20: Battle for the Gold,,Wanderlei Silva,Tony Petarra,1,25,0,0,Middleweight,KO/TKO,1,2:53
UFC 20: Battle for the Gold,,Marcelo Mello,David Roberts,0,7,1,0,Lightweight,KO/TKO,1,1:23
UFC 20: Battle for the Gold,,Laverne Clark,Fabiano Iha,1,6,0,0,Lightweight,KO/TKO,1,1:21
UFC 20: Battle for the Gold,,Ron Waterman,Chris Condo,0,6,1,0,Heavyweight,KO/TKO,1,0:28
UFC 22: Only One Can be Champion,,,,,,,,,,,
UFC 22: Only One Can be Champion,,Frank Shamrock,Tito Ortiz,0,31,0,1,Middleweight,KO/TKO,4,4:42
UFC 22: Only One Can be Champion,,Tim Lajcik,Ron Waterman,0,12,0,0,Heavyweight,U-DEC,3,5:00
UFC 22: Only One Can be Champion,,Jeremy Horn,Jason Godsey,0,3,0,1,Heavyweight,SUB,1,2:08
UFC 22: Only One Can be Champion,,Brad Kohler,Steve Judson,1,3,1,0,Heavyweight,KO/TKO,1,0:30
UFC 22: Only One Can be Champion,,Chuck Liddell,Paul Jones,0,13,0,0,Middleweight,KO/TKO,1,3:53
UFC 22: Only One Can be Champion,,Matt Hughes,Valeri Ignatov,0,77,5,0,Lightweight,U-DEC,3,5:00
UFC 22: Only One Can be Champion,,John Lewis,Lowell Anderson,0,20,1,0,Middleweight,KO/TKO,3,0:13
UFC 22: Only One Can be Champion,,Jens Pulver,Alfonso Alcarez,0,48,0,1,Lightweight,M-DEC,2,5:00
UFC 21: Return of the Champions,,,,,,,,,,,
UFC 21: Return of the Champions,,Maurice Smith,Marco Ruas,0,4,0,0,Heavyweight,KO/TKO,1,5:00
UFC 21: Return of the Champions,,Pat Miletich,Andre Pederneiras,0,13,0,0,Lightweight,KO/TKO,2,1:34
UFC 21: Return of the Champions,,Jeremy Horn,Daiju Takase,0,35,0,0,Middleweight,KO/TKO,1,4:41
UFC 21: Return of the Champions,,Paul Jones,Flavio Luiz Moura,0,21,0,2,Middleweight,SUB,1,4:20
UFC 21: Return of the Champions,,Tsuyoshi Kohsaka,Tim Lajcik,0,11,0,3,Heavyweight,KO/TKO,2,5:00
UFC 21: Return of the Champions,,Eugene Jackson,Royce Alger,1,21,0,1,Middleweight,KO/TKO,2,1:19
UFC 21: Return of the Champions,,Andre Roberts,Ron Waterman,1,10,0,0,Heavyweight,KO/TKO,1,2:51
UFC 21: Return of the Champions,,Travis Fulton,David Dodd,1,25,1,0,Heavyweight,U-DEC,2,5:00
UFC 23: Ultimate Japan 2,,,,,,,,,,,
UFC 23: Ultimate Japan 2,,Kevin Randleman,Pete Williams,0,10,6,2,Heavyweight,U-DEC,5,5:00
UFC 23: Ultimate Japan 2,,Pedro Rizzo,Tsuyoshi Kohsaka,1,14,0,0,Heavyweight,KO/TKO,3,1:17
UFC 23: Ultimate Japan 2,,Kenichi Yamamoto,Katsuhisa Fujii,0,1,0,1,Open Weight,SUB,2,4:15
UFC 23: Ultimate Japan 2,,Joe Slick,Jason DeLucia,0,2,1,0,Middleweight,KO/TKO,1,1:28
UFC 23: Ultimate Japan 2,,Eugene Jackson,Keiichiro Yamamiya,1,22,0,0,Middleweight,KO/TKO,3,3:12
UFC 23: Ultimate Japan 2,,Kenichi Yamamoto,Daiju Takase,0,20,0,0,Open Weight,U-DEC,3,5:00
UFC 23: Ultimate Japan 2,,Katsuhisa Fujii,Masutatsu Yano,1,18,0,0,Open Weight,KO/TKO,2,3:12
UFC 24: First Defense,,,,,,,,,,,
UFC 24: First Defense,,Tedd Williams,Steve Judson,1,9,0,0,Heavyweight,KO/TKO,1,3:23
UFC 24: First Defense,,Lance Gibson,Jermaine Andre,1,33,2,1,Middleweight,KO/TKO,3,3:35
UFC 24: First Defense,,Dave Menne,Fabiano Iha,0,37,0,1,Lightweight,U-DEC,3,5:00
UFC 24: First Defense,,Bob Cook,Tiki Ghosn,0,22,1,2,Lightweight,SUB,2,1:29
UFC 24: First Defense,,Jens Pulver,David Velasquez,0,54,3,2,Lightweight,KO/TKO,2,2:41
UFC 24: First Defense,,Scott Adams,Ian Freeman,0,0,1,4,Heavyweight,SUB,1,3:09
UFC 24: First Defense,,Shonie Carter,Brad Gumm,0,22,5,0,Lightweight,U-DEC,2,5:00
UFC 26: Ultimate Field Of Dreams,,,,,,,,,,,
UFC 26: Ultimate Field Of Dreams,,Kevin Randleman,Pedro Rizzo,0,17,2,2,Heavyweight,U-DEC,5,5:00
