SLpM:,Str. Acc.:,SApM:,Str. Def:,,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:
3.90,39%,4.36,50%,N/A,2.34,100%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.07,37%,4.03,50%,N/A,3.18,50%,0%,0.8
5.71,43%,5.55,58%,N/A,0.34,23%,73%,0.2
1.47,22%,4.87,44%,N/A,1.00,25%,0%,0.0
1.02,31%,2.89,50%,N/A,0.83,16%,46%,0.8
0.67,38%,4.92,15%,N/A,0.00,0%,25%,0.0
3.94,40%,4.38,44%,N/A,6.57,100%,100%,6.6
0.77,37%,3.73,40%,N/A,5.28,55%,0%,1.1
2.84,39%,1.92,63%,N/A,4.80,53%,0%,0.0
4.33,54%,4.06,58%,N/A,1.20,53%,87%,0.0
1.80,46%,1.53,54%,N/A,7.00,43%,0%,0.0
1.79,36%,2.27,63%,N/A,2.46,48%,64%,0.4
1.69,37%,2.69,59%,N/A,1.69,50%,33%,1.1
0.51,40%,4.07,43%,N/A,1.91,12%,50%,0.0
1.41,60%,4.93,23%,N/A,3.52,100%,0%,0.0
2.12,34%,3.96,42%,N/A,0.00,0%,25%,0.0
0.53,20%,1.97,46%,N/A,0.99,33%,25%,2.0
5.32,66%,6.21,27%,N/A,0.00,0%,0%,8.9
1.83,29%,3.04,55%,N/A,5.15,42%,47%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.29,64%,0.84,47%,N/A,1.15,25%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.04,44%,3.84,38%,N/A,1.06,22%,53%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.66,49%,3.06,52%,N/A,0.58,60%,42%,0.0
0.72,34%,2.99,41%,N/A,0.00,0%,50%,0.0
2.19,32%,3.29,58%,N/A,2.82,33%,75%,0.5
2.61,39%,2.92,58%,N/A,0.00,0%,0%,0.0
0.33,66%,4.31,40%,N/A,0.00,0%,0%,0.0
2.89,28%,5.42,42%,N/A,0.00,0%,100%,0.0
4.69,48%,4.15,54%,N/A,4.12,75%,33%,1.0
1.14,42%,2.57,51%,N/A,0.76,41%,37%,0.5
1.12,45%,4.49,42%,N/A,10.11,60%,0%,0.0
3.33,56%,1.28,54%,N/A,2.30,56%,52%,0.2
0.21,20%,0.85,50%,N/A,0.00,0%,0%,0.0
5.40,44%,7.22,58%,N/A,0.00,0%,83%,0.3
1.88,38%,4.41,54%,N/A,1.32,20%,33%,0.4
0.81,33%,4.31,46%,N/A,0.00,0%,0%,4.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.33,21%,4.11,59%,N/A,1.67,11%,0%,0.0
2.33,42%,2.82,47%,N/A,1.02,42%,81%,1.0
1.01,33%,1.66,45%,N/A,2.17,100%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.62,56%,3.30,35%,N/A,1.78,40%,48%,0.4
4.87,51%,2.07,57%,N/A,2.00,72%,57%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.20,42%,1.40,53%,N/A,2.00,50%,75%,0.0
3.73,44%,2.93,54%,N/A,0.75,46%,55%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.71,38%,2.96,63%,N/A,0.28,16%,53%,0.0
4.48,42%,5.66,57%,N/A,0.71,40%,68%,0.4
2.08,40%,2.58,53%,N/A,1.49,100%,0%,0.0
2.29,33%,3.32,51%,N/A,1.94,60%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.01,16%,6.75,60%,N/A,0.00,0%,0%,0.0
4.00,25%,8.00,55%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.64,37%,3.44,56%,N/A,1.95,40%,83%,0.6
1.26,54%,1.12,57%,N/A,2.00,56%,30%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.40,35%,5.60,42%,N/A,1.50,20%,100%,0.0
3.21,37%,3.74,57%,N/A,3.02,60%,72%,0.7
0.00,0%,15.56,22%,N/A,0.00,0%,100%,0.0
4.37,55%,3.46,51%,N/A,1.58,26%,69%,0.0
2.95,33%,3.02,51%,N/A,1.31,31%,47%,1.7
0.82,50%,3.84,58%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.60,48%,2.67,55%,N/A,1.00,100%,33%,0.0
2.55,33%,2.42,40%,N/A,0.98,25%,90%,0.0
4.47,59%,3.23,66%,N/A,2.72,85%,74%,0.0
3.93,55%,3.45,53%,N/A,1.66,50%,90%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.68,33%,2.15,45%,N/A,0.62,10%,27%,2.1
4.88,87%,0.00,0%,N/A,0.00,0%,50%,0.0
4.51,48%,4.59,57%,N/A,0.87,33%,50%,0.1
3.22,50%,5.87,40%,N/A,1.50,26%,47%,1.2
4.65,50%,5.12,51%,N/A,0.00,0%,50%,0.0
2.97,40%,3.81,51%,N/A,2.64,41%,52%,0.0
4.44,58%,1.29,72%,N/A,1.75,25%,40%,3.5
4.93,51%,2.07,69%,N/A,1.00,33%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.03,50%,0.67,75%,N/A,2.53,16%,100%,0.0
2.37,42%,3.34,36%,N/A,0.91,100%,0%,0.0
2.27,41%,4.60,56%,N/A,2.30,55%,66%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.50,44%,3.55,64%,N/A,0.75,20%,0%,0.8
4.26,50%,2.80,50%,N/A,0.76,25%,85%,0.1
4.12,61%,2.41,51%,N/A,1.49,29%,100%,1.8
0.60,33%,3.60,50%,N/A,0.00,0%,0%,9.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.55,48%,2.62,46%,N/A,0.95,18%,55%,0.0
0.67,25%,0.00,100%,N/A,0.00,0%,50%,0.0
2.93,42%,4.73,45%,N/A,6.73,57%,55%,0.0
3.22,52%,3.05,55%,N/A,0.61,12%,100%,0.0
0.00,0%,7.46,37%,N/A,4.86,100%,0%,0.0
1.35,23%,2.38,66%,N/A,0.00,0%,80%,0.0
1.33,21%,3.82,51%,N/A,0.93,37%,50%,2.2
2.81,46%,3.84,49%,N/A,1.41,20%,50%,0.0
1.86,48%,4.79,38%,N/A,2.08,46%,25%,2.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.71,60%,1.33,52%,N/A,0.00,0%,55%,0.0
3.18,57%,3.73,58%,N/A,0.69,25%,72%,0.0
5.57,51%,7.94,48%,N/A,1.65,18%,66%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.53,53%,0.87,69%,N/A,0.00,0%,33%,0.0
5.79,42%,5.68,52%,N/A,0.00,0%,50%,1.7
6.77,46%,6.32,63%,N/A,3.87,40%,100%,0.0
0.87,100%,3.48,20%,N/A,0.00,0%,0%,0.0
5.37,36%,5.41,56%,N/A,0.00,0%,50%,0.1
0.84,15%,3.28,63%,N/A,2.81,100%,0%,0.0
1.33,21%,3.00,60%,N/A,0.00,0%,0%,0.0
1.75,32%,2.51,36%,N/A,3.43,42%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.06,25%,8.43,50%,N/A,0.00,0%,66%,0.0
2.12,49%,1.89,58%,N/A,2.93,43%,71%,0.6
2.56,33%,6.78,35%,N/A,0.51,5%,20%,0.5
2.64,40%,2.47,61%,N/A,1.88,75%,76%,0.8
0.70,45%,0.90,52%,N/A,1.60,63%,25%,1.8
6.73,50%,4.21,55%,N/A,0.73,20%,50%,0.0
3.67,56%,0.40,14%,N/A,2.00,40%,100%,0.0
2.62,49%,2.31,51%,N/A,1.06,41%,71%,0.4
6.01,64%,4.38,61%,N/A,5.64,60%,100%,3.8
6.14,42%,6.38,40%,N/A,3.54,25%,0%,0.0
4.74,49%,3.67,53%,N/A,0.46,33%,66%,0.1
3.90,44%,3.03,54%,N/A,1.16,53%,70%,1.0
3.41,41%,2.37,60%,N/A,0.76,28%,61%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.98,34%,2.16,65%,N/A,3.95,41%,61%,0.1
0.00,0%,2.05,60%,N/A,0.00,0%,100%,7.7
1.47,52%,1.67,37%,N/A,1.00,33%,84%,0.0
1.91,42%,6.22,33%,N/A,0.00,0%,0%,14.3
0.28,41%,0.89,28%,N/A,2.92,77%,0%,0.4
1.26,16%,8.21,31%,N/A,0.00,0%,0%,0.0
2.28,35%,5.52,45%,N/A,2.51,33%,0%,0.0
4.85,42%,4.67,58%,N/A,1.09,35%,61%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.78,47%,1.84,62%,N/A,2.58,35%,70%,0.7
2.22,46%,2.58,47%,N/A,5.73,52%,66%,0.0
3.62,38%,4.64,61%,N/A,1.86,34%,78%,0.3
3.39,41%,4.64,54%,N/A,1.74,41%,60%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.22,37%,2.61,59%,N/A,1.34,60%,30%,1.5
5.55,47%,4.85,45%,N/A,0.00,0%,52%,1.4
1.94,22%,2.90,62%,N/A,0.00,0%,0%,0.0
2.40,43%,2.64,48%,N/A,1.04,18%,53%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.22,54%,3.94,45%,N/A,1.51,13%,66%,0.0
2.90,36%,3.18,46%,N/A,1.14,23%,78%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.86,50%,1.82,50%,N/A,0.00,0%,62%,0.0
0.60,16%,3.93,39%,N/A,0.00,0%,6%,0.0
2.33,44%,3.33,41%,N/A,13.00,54%,100%,0.0
2.47,25%,7.06,41%,N/A,0.00,0%,0%,0.0
1.47,63%,6.95,10%,N/A,0.00,0%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.76,45%,3.03,58%,N/A,0.70,55%,55%,2.4
3.74,46%,3.25,44%,N/A,1.99,44%,69%,0.2
2.83,51%,4.59,36%,N/A,0.00,0%,100%,0.0
2.87,47%,3.93,50%,N/A,0.00,0%,72%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.04,44%,2.01,50%,N/A,3.63,48%,63%,1.1
4.76,39%,6.75,54%,N/A,0.39,29%,72%,0.1
6.65,46%,4.00,62%,N/A,0.38,57%,81%,0.0
2.80,48%,1.72,68%,N/A,1.62,100%,0%,0.0
4.69,51%,4.55,49%,N/A,1.71,33%,52%,0.0
3.13,41%,4.48,48%,N/A,0.46,33%,40%,2.8
1.20,29%,2.10,70%,N/A,2.00,57%,80%,0.5
2.17,44%,4.34,48%,N/A,1.36,33%,0%,0.0
0.21,50%,7.37,25%,N/A,3.16,100%,0%,6.3
7.90,42%,6.90,43%,N/A,1.00,66%,86%,0.0
2.57,42%,2.39,54%,N/A,2.70,45%,86%,0.9
4.49,39%,5.00,54%,N/A,1.41,50%,33%,1.9
2.88,46%,4.32,67%,N/A,4.88,43%,0%,0.7
4.96,48%,3.66,58%,N/A,1.75,58%,66%,0.2
0.41,32%,2.42,42%,N/A,1.95,24%,30%,0.7
4.57,39%,3.24,65%,N/A,0.63,33%,88%,0.0
3.61,66%,7.22,40%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.07,52%,5.21,52%,N/A,1.00,53%,62%,0.6
2.48,36%,4.84,40%,N/A,1.18,11%,0%,0.6
3.07,45%,3.93,52%,N/A,2.14,45%,77%,0.0
0.65,50%,6.20,17%,N/A,0.00,0%,0%,0.0
4.62,44%,3.05,57%,N/A,0.43,25%,59%,0.1
3.95,46%,3.11,66%,N/A,2.23,53%,80%,0.3
5.80,57%,2.33,61%,N/A,1.00,100%,83%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.27,48%,3.93,40%,N/A,1.00,10%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.76,43%,5.51,55%,N/A,2.62,50%,100%,2.6
3.97,34%,4.25,63%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.88,55%,2.40,53%,N/A,4.47,55%,83%,0.3
5.12,54%,4.51,59%,N/A,0.65,37%,77%,0.4
3.13,47%,3.32,54%,N/A,1.97,50%,68%,0.8
2.27,35%,1.65,67%,N/A,2.51,65%,38%,1.2
0.00,0%,0.94,42%,N/A,0.00,0%,0%,3.5
1.88,49%,1.63,62%,N/A,1.44,50%,63%,0.9
0.70,10%,1.88,72%,N/A,0.00,0%,0%,0.0
3.83,54%,4.90,47%,N/A,1.50,15%,0%,0.5
9.47,60%,12.63,0%,N/A,0.00,0%,100%,0.0
3.22,42%,3.28,62%,N/A,1.86,41%,78%,2.0
4.96,57%,5.29,55%,N/A,1.93,58%,52%,0.3
0.76,22%,4.39,40%,N/A,0.00,0%,40%,0.4
3.63,41%,2.90,53%,N/A,2.00,18%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.05,51%,0.88,58%,N/A,6.63,48%,83%,1.9
4.32,49%,3.74,54%,N/A,0.78,33%,92%,0.0
0.85,37%,4.93,36%,N/A,0.00,0%,40%,0.0
2.60,36%,5.29,38%,N/A,1.86,14%,50%,0.0
3.57,41%,4.63,62%,N/A,4.00,42%,83%,0.0
2.71,40%,2.36,64%,N/A,1.00,37%,69%,0.3
0.00,0%,9.43,35%,N/A,0.00,0%,0%,0.0
6.27,47%,5.73,56%,N/A,2.50,33%,0%,0.0
1.81,40%,4.11,59%,N/A,0.00,0%,0%,2.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
6.23,63%,6.70,53%,N/A,1.50,30%,92%,0.0
4.39,45%,5.18,56%,N/A,0.00,0%,73%,0.3
3.13,50%,3.73,55%,N/A,3.32,60%,71%,1.3
2.47,59%,2.57,50%,N/A,3.50,41%,81%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.90,26%,2.24,65%,N/A,0.00,0%,30%,0.0
1.78,23%,5.35,30%,N/A,0.00,0%,0%,0.0
2.48,40%,3.87,57%,N/A,1.74,41%,31%,0.7
1.39,24%,2.69,62%,N/A,0.00,0%,37%,0.0
5.29,35%,8.46,53%,N/A,0.00,0%,0%,0.0
3.24,55%,4.08,39%,N/A,0.33,25%,46%,3.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.37,36%,3.33,53%,N/A,2.50,31%,100%,1.5
4.40,67%,0.53,50%,N/A,0.00,0%,50%,0.0
5.60,44%,6.68,53%,N/A,2.41,38%,83%,0.2
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.10,57%,2.48,53%,N/A,1.90,50%,72%,0.1
3.02,46%,3.35,53%,N/A,1.69,48%,77%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.47,62%,2.63,31%,N/A,2.50,21%,60%,0.0
5.27,49%,6.93,44%,N/A,0.00,0%,0%,2.0
1.59,44%,3.64,43%,N/A,0.43,42%,36%,0.1
3.52,41%,4.82,50%,N/A,0.39,25%,52%,0.0
1.31,53%,3.31,52%,N/A,2.31,40%,28%,1.2
3.87,42%,0.00,0%,N/A,0.00,0%,66%,0.0
6.27,49%,6.87,43%,N/A,2.00,20%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.05,50%,1.40,54%,N/A,2.05,40%,70%,0.5
1.26,35%,1.89,61%,N/A,1.58,15%,50%,1.1
4.76,52%,2.10,70%,N/A,0.00,0%,50%,0.0
0.99,22%,3.47,34%,N/A,1.86,50%,50%,1.9
3.44,52%,4.01,46%,N/A,0.65,33%,50%,0.0
3.86,37%,4.86,57%,N/A,0.43,66%,75%,0.0
1.17,28%,3.59,26%,N/A,0.00,0%,33%,0.0
3.80,49%,3.59,46%,N/A,1.65,33%,100%,0.0
5.36,40%,4.27,56%,N/A,0.56,58%,67%,0.6
6.51,50%,8.84,36%,N/A,0.00,0%,0%,0.0
3.29,52%,2.67,64%,N/A,1.33,50%,80%,1.3
3.12,39%,3.88,58%,N/A,1.26,34%,73%,0.6
3.75,56%,2.46,59%,N/A,0.79,50%,60%,0.8
2.62,50%,1.56,52%,N/A,3.01,48%,60%,1.3
1.92,36%,2.84,60%,N/A,0.60,100%,46%,0.0
3.07,63%,5.67,44%,N/A,0.00,0%,100%,0.0
1.94,44%,2.11,55%,N/A,1.72,31%,70%,0.0
2.25,41%,1.75,65%,N/A,2.50,28%,0%,1.2
4.45,41%,5.07,51%,N/A,0.23,100%,73%,0.2
0.29,33%,1.44,0%,N/A,0.00,0%,50%,0.0
2.91,21%,4.24,49%,N/A,0.00,0%,0%,0.0
0.97,50%,0.00,100%,N/A,0.00,0%,50%,0.0
0.82,60%,7.36,51%,N/A,0.00,0%,66%,0.0
0.81,33%,1.90,48%,N/A,1.36,100%,0%,0.0
2.46,51%,2.76,41%,N/A,3.28,53%,30%,1.6
1.99,42%,3.95,36%,N/A,3.60,58%,25%,0.5
2.97,35%,2.71,56%,N/A,0.44,75%,81%,0.0
0.53,29%,2.55,35%,N/A,0.00,0%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.46,42%,3.84,57%,N/A,1.25,41%,60%,0.0
3.73,43%,2.67,54%,N/A,0.00,0%,66%,0.0
4.16,45%,5.66,40%,N/A,3.98,40%,50%,0.0
2.17,29%,3.63,53%,N/A,1.00,15%,20%,0.0
3.70,52%,3.19,58%,N/A,5.03,58%,41%,0.5
0.00,0%,4.00,66%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.48,50%,2.48,40%,N/A,0.57,26%,52%,0.0
2.55,64%,3.70,37%,N/A,3.89,36%,83%,0.6
1.24,47%,3.15,37%,N/A,1.69,50%,33%,5.1
3.53,72%,2.11,50%,N/A,3.90,55%,60%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.18,36%,3.82,53%,N/A,0.00,0%,0%,0.0
3.06,41%,3.84,52%,N/A,0.51,50%,76%,0.0
4.51,37%,5.40,58%,N/A,0.77,45%,66%,0.3
0.00,0%,6.47,45%,N/A,0.00,0%,0%,0.0
0.76,83%,2.12,30%,N/A,4.55,100%,0%,2.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.27,39%,4.70,46%,N/A,1.60,27%,71%,0.0
3.44,47%,3.25,50%,N/A,3.30,32%,43%,1.2
1.13,34%,0.27,60%,N/A,0.00,0%,33%,0.0
2.69,32%,3.20,64%,N/A,1.22,66%,63%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.82,35%,6.03,45%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.94,53%,2.52,56%,N/A,1.72,18%,0%,0.0
3.43,54%,4.21,44%,N/A,0.98,63%,57%,0.7
2.40,43%,6.17,68%,N/A,0.00,0%,0%,0.0
1.27,47%,1.73,57%,N/A,1.00,25%,0%,1.0
1.87,28%,3.20,53%,N/A,2.00,33%,71%,0.0
1.07,41%,1.53,60%,N/A,5.00,41%,0%,0.0
4.90,70%,2.65,37%,N/A,3.24,30%,38%,0.0
2.86,51%,2.08,47%,N/A,5.19,80%,33%,0.0
2.13,40%,2.99,52%,N/A,2.10,27%,30%,1.1
4.27,39%,6.20,38%,N/A,0.00,0%,64%,0.0
2.81,53%,1.57,59%,N/A,0.96,66%,76%,0.5
2.47,51%,5.33,44%,N/A,1.00,10%,33%,0.0
0.00,0%,9.68,21%,N/A,0.00,0%,0%,0.0
3.88,42%,3.60,50%,N/A,3.18,43%,75%,0.8
3.47,47%,2.07,70%,N/A,0.81,33%,72%,1.0
0.00,0%,0.94,33%,N/A,0.00,0%,0%,0.0
4.71,46%,3.83,62%,N/A,1.70,55%,54%,0.6
1.37,31%,3.89,54%,N/A,5.15,100%,0%,0.0
0.00,0%,0.30,75%,N/A,4.57,33%,0%,0.0
0.00,0%,3.05,60%,N/A,0.00,0%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.20,38%,1.60,57%,N/A,5.00,45%,100%,0.0
3.35,39%,4.82,49%,N/A,0.23,50%,42%,0.2
1.40,42%,3.72,27%,N/A,13.95,50%,0%,7.0
1.49,50%,3.31,42%,N/A,0.00,0%,50%,0.0
2.60,34%,2.98,54%,N/A,0.00,0%,60%,0.0
2.55,61%,1.84,57%,N/A,2.19,25%,30%,1.1
0.92,35%,1.03,37%,N/A,0.00,0%,50%,0.0
1.97,40%,1.82,70%,N/A,0.00,0%,100%,0.0
7.49,55%,5.42,53%,N/A,1.80,57%,71%,0.0
2.87,42%,2.87,52%,N/A,1.14,41%,53%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.07,8%,1.60,44%,N/A,0.00,0%,0%,0.0
4.36,48%,2.98,66%,N/A,1.37,71%,88%,0.3
4.87,37%,4.09,61%,N/A,1.33,40%,96%,0.0
1.58,57%,1.97,44%,N/A,8.88,42%,0%,3.0
3.85,47%,4.67,59%,N/A,0.65,64%,65%,0.0
5.87,50%,9.80,24%,N/A,1.00,100%,50%,0.0
2.78,56%,1.75,52%,N/A,6.75,77%,45%,0.2
3.84,35%,2.83,67%,N/A,0.72,28%,73%,0.0
3.79,52%,1.61,66%,N/A,5.96,75%,87%,0.0
2.50,42%,2.41,60%,N/A,2.46,32%,57%,1.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.87,37%,2.67,34%,N/A,0.00,0%,33%,0.0
1.34,25%,4.09,61%,N/A,1.63,33%,80%,2.7
1.44,42%,3.53,53%,N/A,0.55,66%,51%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.05,45%,2.93,56%,N/A,2.11,35%,100%,0.3
3.10,63%,0.76,63%,N/A,11.47,70%,0%,0.0
2.84,39%,5.39,54%,N/A,2.39,45%,54%,2.0
1.39,46%,1.50,55%,N/A,2.67,34%,43%,2.0
4.87,48%,5.75,57%,N/A,2.49,33%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.17,15%,2.50,28%,N/A,0.00,0%,14%,0.0
0.53,34%,0.58,66%,N/A,0.00,0%,20%,0.0
1.49,50%,2.64,38%,N/A,1.44,33%,40%,0.0
3.53,46%,2.74,63%,N/A,0.27,42%,79%,0.1
4.33,48%,2.61,60%,N/A,0.31,40%,78%,0.3
4.78,42%,3.59,65%,N/A,1.05,54%,78%,0.0
2.69,55%,3.87,44%,N/A,0.52,27%,47%,0.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.43,46%,2.81,44%,N/A,1.03,20%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
6.25,46%,5.75,55%,N/A,1.00,41%,86%,1.0
1.13,50%,1.41,42%,N/A,4.22,60%,0%,4.2
0.99,40%,0.77,43%,N/A,2.20,80%,40%,2.2
3.13,47%,2.87,57%,N/A,1.84,33%,46%,0.9
5.34,39%,7.23,30%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.21,58%,1.84,50%,N/A,1.35,36%,28%,2.4
1.93,20%,4.67,57%,N/A,0.00,0%,16%,0.0
2.79,46%,1.47,63%,N/A,2.37,26%,16%,2.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.22,41%,3.38,58%,N/A,0.94,28%,72%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.52,44%,7.07,47%,N/A,1.26,25%,75%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.89,40%,1.86,63%,N/A,2.13,44%,58%,0.2
3.78,47%,4.65,47%,N/A,1.56,47%,62%,0.6
0.75,39%,1.10,46%,N/A,3.00,100%,0%,0.8
3.95,45%,8.28,34%,N/A,2.32,50%,0%,1.2
6.77,40%,7.70,55%,N/A,0.50,33%,100%,0.0
2.31,41%,1.67,48%,N/A,0.00,0%,0%,1.9
2.53,36%,5.33,44%,N/A,0.00,0%,71%,0.0
2.91,29%,5.98,48%,N/A,0.00,0%,36%,0.0
3.57,42%,6.38,53%,N/A,0.34,11%,71%,0.0
3.67,51%,4.10,41%,N/A,5.07,70%,100%,0.7
2.08,70%,5.94,16%,N/A,4.46,25%,0%,0.0
7.36,56%,5.57,43%,N/A,1.24,23%,61%,1.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.96,44%,2.80,66%,N/A,0.25,33%,60%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.51,46%,1.78,67%,N/A,0.67,18%,68%,0.0
3.43,55%,2.63,55%,N/A,2.50,50%,40%,1.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.20,51%,2.67,27%,N/A,3.00,60%,0%,4.0
1.88,39%,3.02,40%,N/A,1.55,25%,25%,2.3
4.16,42%,5.09,45%,N/A,0.80,30%,72%,0.3
4.69,45%,0.94,91%,N/A,0.00,0%,100%,14.1
2.02,34%,4.62,39%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.09,14%,6.69,36%,N/A,0.00,0%,50%,0.0
5.13,45%,4.90,50%,N/A,0.60,45%,80%,0.2
4.75,69%,0.56,76%,N/A,4.51,56%,100%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.55,47%,2.13,57%,N/A,1.01,16%,66%,1.4
2.78,53%,2.61,65%,N/A,1.25,22%,88%,0.0
1.82,40%,2.73,25%,N/A,13.64,50%,0%,0.0
2.61,59%,6.22,35%,N/A,0.00,0%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.33,32%,1.90,60%,N/A,2.46,33%,54%,1.2
2.77,38%,4.42,41%,N/A,2.40,33%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
6.35,64%,2.31,55%,N/A,17.31,66%,0%,0.0
0.63,55%,7.01,25%,N/A,2.82,50%,60%,0.0
3.29,48%,3.42,54%,N/A,2.24,38%,50%,0.5
4.83,47%,3.45,56%,N/A,0.00,0%,52%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.73,40%,4.60,41%,N/A,3.00,42%,66%,2.5
2.40,48%,5.73,32%,N/A,0.00,0%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.24,40%,3.09,61%,N/A,0.00,0%,100%,9.3
2.74,38%,4.30,52%,N/A,0.28,50%,47%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.28,41%,2.71,51%,N/A,3.45,47%,22%,0.4
