Event,Date,Location,W/L,Fighter 1,Fighter 2,Kd 1,Kd 2,Str 1,Str 2,Td 1,Td 2,Sub 1,Sub 2,Weight class,Method,Round,Time
UFC Fight Night: Gonzaga vs Cro Cop 2,"April 11, 2015","Krakow, Poland",,Bartosz Fabinski,Garreth McLellan,0,0,41,13,10,0,0,2,Middleweight,U-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,"April 11, 2015","Krakow, Poland",,Sergio Moraes,Mickael Lebout,0,0,51,47,2,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,"April 11, 2015","Krakow, Poland",,Yaotzin Meza,Damian Stasiak,0,0,17,14,2,1,3,1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,"April 11, 2015","Krakow, Poland",,Anthony Hamilton,Daniel Omielanczuk,0,0,83,36,3,1,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,"April 11, 2015","Krakow, Poland",,Aleksandra Albu,Izabela Badurek,0,0,42,32,0,1,1,0,Women's Strawweight,SUB,2,3:34
UFC Fight Night: Gonzaga vs Cro Cop 2,"April 11, 2015","Krakow, Poland",,Stevie Ray,Marcin Bandel,0,0,31,3,0,0,2,0,Lightweight,KO/TKO,2,1:35
UFC Fight Night: Gonzaga vs Cro Cop 2,"April 11, 2015","Krakow, Poland",,Taylor Lapilus,Rocky Lee,0,0,80,37,2,1,1,0,Featherweight,U-DEC,3,5:00
UFC 186: Johnson vs Horiguchi,"April 25, 2015","Montreal, Quebec, Canada",,Demetrious Johnson,Kyoji Horiguchi,0,0,66,31,14,1,1,0,Flyweight,SUB,5,4:59
UFC 186: Johnson vs Horiguchi,"April 25, 2015","Montreal, Quebec, Canada",,Quinton Jackson,Fabio Maldonado,0,0,99,67,0,1,0,0,Catch Weight,U-DEC,3,5:00
UFC 186: Johnson vs Horiguchi,"April 25, 2015","Montreal, Quebec, Canada",,Michael Bisping,CB Dollaway,0,1,75,47,0,2,0,0,Middleweight,U-DEC,3,5:00
UFC 186: Johnson vs Horiguchi,"April 25, 2015","Montreal, Quebec, Canada",,John Makdessi,Shane Campbell,2,0,47,25,0,0,0,0,Catch Weight,KO/TKO,1,4:53
UFC 186: Johnson vs Horiguchi,"April 25, 2015","Montreal, Quebec, Canada",,Thomas Almeida,Yves Jabouin,0,0,31,20,0,1,0,0,Bantamweight,KO/TKO,1,4:18
UFC 186: Johnson vs Horiguchi,"April 25, 2015","Montreal, Quebec, Canada",,Patrick Cote,Joe Riggs,0,0,21,21,3,2,1,0,Welterweight,U-DEC,3,5:00
UFC 186: Johnson vs Horiguchi,"April 25, 2015","Montreal, Quebec, Canada",,Alexis Davis,Sarah Kaufman,0,0,34,65,1,0,1,0,Women's Bantamweight,SUB,2,3:07
UFC 186: Johnson vs Horiguchi,"April 25, 2015","Montreal, Quebec, Canada",,Chad Laprise,Bryan Barberena,0,0,84,94,0,1,0,0,Lightweight,U-DEC,3,5:00
UFC 186: Johnson vs Horiguchi,"April 25, 2015","Montreal, Quebec, Canada",,Olivier Aubin-Mercier,David Michaud,1,0,49,17,3,0,1,0,Lightweight,SUB,3,1:35
UFC 186: Johnson vs Horiguchi,"April 25, 2015","Montreal, Quebec, Canada",,Nordine Taleb,Chris Clements,0,0,36,17,6,0,0,1,Welterweight,U-DEC,3,5:00
UFC 186: Johnson vs Horiguchi,"April 25, 2015","Montreal, Quebec, Canada",,Valerie Letourneau,Jessica Rakoczy,0,0,38,46,2,1,2,1,Women's Strawweight,U-DEC,3,5:00
UFC 186: Johnson vs Horiguchi,"April 25, 2015","Montreal, Quebec, Canada",,Randa Markos,Aisling Daly,0,0,18,27,2,2,1,1,Women's Strawweight,U-DEC,3,5:00
UFC on FOX: Machida vs Rockhold,"April 18, 2015","Newark, New Jersey, USA",,Luke Rockhold,Lyoto Machida,0,0,23,13,1,0,2,0,Middleweight,SUB,2,2:31
UFC on FOX: Machida vs Rockhold,"April 18, 2015","Newark, New Jersey, USA",,Jacare Souza,Chris Camozzi,0,0,6,7,1,0,1,0,Middleweight,SUB,1,2:33
UFC on FOX: Machida vs Rockhold,"April 18, 2015","Newark, New Jersey, USA",,Max Holloway,Cub Swanson,0,0,82,56,0,0,3,0,Featherweight,SUB,3,3:58
UFC on FOX: Machida vs Rockhold,"April 18, 2015","Newark, New Jersey, USA",,Paige VanZant,Felice Herrig,0,0,67,28,2,0,0,1,Women's Strawweight,U-DEC,3,5:00
UFC on FOX: Machida vs Rockhold,"April 18, 2015","Newark, New Jersey, USA",,Beneil Dariush,Jim Miller,0,0,27,11,2,0,1,3,Lightweight,U-DEC,3,5:00
UFC on FOX: Machida vs Rockhold,"April 18, 2015","Newark, New Jersey, USA",,Ovince Saint Preux,Patrick Cummins,1,0,18,14,0,1,0,0,Light Heavyweight,KO/TKO,1,4:54
UFC on FOX: Machida vs Rockhold,"April 18, 2015","Newark, New Jersey, USA",,Gian Villante,Corey Anderson,0,0,70,111,0,0,0,0,Light Heavyweight,KO/TKO,3,4:18
UFC on FOX: Machida vs Rockhold,"April 18, 2015","Newark, New Jersey, USA",,Aljamain Sterling,Takeya Mizugaki,0,0,32,13,3,0,1,0,Bantamweight,SUB,3,2:11
UFC on FOX: Machida vs Rockhold,"April 18, 2015","Newark, New Jersey, USA",,Tim Means,George Sullivan,1,0,48,39,2,0,1,0,Welterweight,SUB,3,3:41
UFC on FOX: Machida vs Rockhold,"April 18, 2015","Newark, New Jersey, USA",,Diego Brandao,Jimy Hettes,0,0,12,11,2,1,0,0,Featherweight,KO/TKO,1,5:00
UFC on FOX: Machida vs Rockhold,"April 18, 2015","Newark, New Jersey, USA",,Chris Dempsey,Eddie Gordon,0,0,44,37,3,3,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015","Manila, Philippines",,Frankie Edgar,Urijah Faber,0,0,83,48,5,0,0,0,Featherweight,U-DEC,5,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015","Manila, Philippines",,Gegard Mousasi,Constantinos Philippou,0,0,56,9,4,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015","Manila, Philippines",,Mark Munoz,Luke Barnatt,0,0,35,42,9,1,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015","Manila, Philippines",,Neil Magny,Hyun Gyu Lim,0,0,43,15,2,0,0,0,Welterweight,KO/TKO,2,1:24
UFC Fight Night: Edgar vs Faber,"May 16, 2015","Manila, Philippines",,Phillipe Nover,Yui Chul Nam,0,0,12,29,6,2,0,1,Featherweight,S-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015","Manila, Philippines",,Levan Makashvili,Mark Eddiva,0,0,27,32,7,0,0,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015","Manila, Philippines",,Jon Tuck,Tae Hyun Bang,1,0,13,12,0,1,1,0,Lightweight,SUB,1,3:56
UFC Fight Night: Edgar vs Faber,"May 16, 2015","Manila, Philippines",,Kajan Johnson,Zhang Lipeng,0,0,20,20,3,1,1,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Edgar vs Faber,"May 16, 2015","Manila, Philippines",,Li Jingliang,Dhiego Lima,1,0,13,6,0,0,0,0,Welterweight,KO/TKO,1,1:25
UFC Fight Night: Edgar vs Faber,"May 16, 2015","Manila, Philippines",,Guangyou Ning,Royston Wee,0,0,46,18,2,0,0,0,Bantamweight,KO/TKO,2,4:59
UFC Fight Night: Edgar vs Faber,"May 16, 2015","Manila, Philippines",,Jon Delos Reyes,Roldan Sangcha'an,1,0,23,27,1,2,3,0,Flyweight,SUB,2,3:13
UFC Fight Night: Edgar vs Faber,"May 16, 2015","Manila, Philippines",,Yao Zhikui,Nolan Ticman,0,0,9,52,1,0,0,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Miocic vs Hunt,"May 09, 2015","Adelaide, South Australia, Australia",,Stipe Miocic,Mark Hunt,0,0,113,33,6,0,0,0,Heavyweight,KO/TKO,5,2:47
UFC Fight Night: Miocic vs Hunt,"May 09, 2015","Adelaide, South Australia, Australia",,Robert Whittaker,Brad Tavares,1,0,10,2,0,0,0,0,Middleweight,KO/TKO,1,0:44
UFC Fight Night: Miocic vs Hunt,"May 09, 2015","Adelaide, South Australia, Australia",,Sean O'Connell,Anthony Perosh,0,0,20,3,0,0,0,0,Light Heavyweight,KO/TKO,1,0:56
UFC Fight Night: Miocic vs Hunt,"May 09, 2015","Adelaide, South Australia, Australia",,James Vick,Jake Matthews,0,0,10,4,0,1,1,0,Lightweight,SUB,1,4:53
UFC Fight Night: Miocic vs Hunt,"May 09, 2015","Adelaide, South Australia, Australia",,Dan Hooker,Hatsu Hioki,1,0,21,32,0,2,0,0,Featherweight,KO/TKO,2,4:13
UFC Fight Night: Miocic vs Hunt,"May 09, 2015","Adelaide, South Australia, Australia",,Kyle Noke,Jonavin Webb,0,1,31,23,0,2,0,2,Welterweight,S-DEC,3,5:00
UFC Fight Night: Miocic vs Hunt,"May 09, 2015","Adelaide, South Australia, Australia",,Sam Alvey,Daniel Kelly,1,0,8,2,0,0,0,0,Middleweight,KO/TKO,1,0:49
UFC Fight Night: Miocic vs Hunt,"May 09, 2015","Adelaide, South Australia, Australia",,Bec Rawlings,Lisa Ellis,0,0,21,7,0,1,1,0,Women's Strawweight,SUB,1,4:09
UFC Fight Night: Miocic vs Hunt,"May 09, 2015","Adelaide, South Australia, Australia",,Brad Scott,Dylan Andrews,0,2,42,25,1,1,1,1,Middleweight,SUB,2,4:54
UFC Fight Night: Miocic vs Hunt,"May 09, 2015","Adelaide, South Australia, Australia",,Alex Chambers,Kailin Curran,0,0,44,81,2,2,2,0,Women's Strawweight,SUB,3,3:15
UFC Fight Night: Miocic vs Hunt,"May 09, 2015","Adelaide, South Australia, Australia",,Brendan O'Reilly,Vik Grujic,0,0,42,59,6,1,1,1,Welterweight,U-DEC,3,5:00
UFC Fight Night: Miocic vs Hunt,"May 09, 2015","Adelaide, South Australia, Australia",,Ben Nguyen,Alptekin Ozkilic,2,0,27,15,0,1,0,0,Flyweight,KO/TKO,1,4:59
UFC 187: Johnson vs Cormier,"May 23, 2015","Las Vegas, Nevada, USA",,Daniel Cormier,Anthony Johnson,0,1,23,23,3,1,3,0,Light Heavyweight,SUB,3,2:39
UFC 187: Johnson vs Cormier,"May 23, 2015","Las Vegas, Nevada, USA",,Chris Weidman,Vitor Belfort,0,0,46,18,1,0,0,0,Middleweight,KO/TKO,1,2:53
UFC 187: Johnson vs Cormier,"May 23, 2015","Las Vegas, Nevada, USA",,Donald Cerrone,John Makdessi,0,0,71,72,0,0,0,0,Lightweight,KO/TKO,2,4:44
UFC 187: Johnson vs Cormier,"May 23, 2015","Las Vegas, Nevada, USA",,Andrei Arlovski,Travis Browne,1,1,51,15,0,0,0,0,Heavyweight,KO/TKO,1,4:41
UFC 187: Johnson vs Cormier,"May 23, 2015","Las Vegas, Nevada, USA",,Joseph Benavidez,John Moraga,0,0,63,42,4,0,0,0,Flyweight,U-DEC,3,5:00
UFC 187: Johnson vs Cormier,"May 23, 2015","Las Vegas, Nevada, USA",,John Dodson,Zach Makovsky,0,0,31,37,2,0,0,0,Flyweight,U-DEC,3,5:00
UFC 187: Johnson vs Cormier,"May 23, 2015","Las Vegas, Nevada, USA",,Dong Hyun Kim,Joshua Burkman,0,0,30,20,1,0,1,0,Welterweight,SUB,3,2:13
UFC 187: Johnson vs Cormier,"May 23, 2015","Las Vegas, Nevada, USA",,Rafael Natal,Uriah Hall,0,0,45,43,1,1,0,0,Middleweight,S-DEC,3,5:00
UFC 187: Johnson vs Cormier,"May 23, 2015","Las Vegas, Nevada, USA",,Colby Covington,Mike Pyle,0,0,26,16,2,0,0,2,Welterweight,U-DEC,3,5:00
UFC 187: Johnson vs Cormier,"May 23, 2015","Las Vegas, Nevada, USA",,Islam Makhachev,Leo Kuntz,0,0,32,7,3,0,1,0,Lightweight,SUB,2,2:38
UFC 187: Johnson vs Cormier,"May 23, 2015","Las Vegas, Nevada, USA",,Justin Scoggins,Josh Sampo,0,0,64,35,1,1,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",,Dan Henderson,Tim Boetsch,1,0,12,3,0,0,0,0,Middleweight,KO/TKO,1,0:28
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",,Ben Rothwell,Matt Mitrione,0,0,5,8,0,0,1,0,Heavyweight,SUB,1,1:54
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",,Dustin Poirier,Yancy Medeiros,2,0,27,6,1,0,1,0,Lightweight,KO/TKO,1,2:38
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",,Brian Ortega,Thiago Tavares,1,0,41,39,0,6,1,0,Featherweight,KO/TKO,3,4:10
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",,Anthony Birchak,Joe Soto,2,0,16,1,0,0,0,0,Bantamweight,KO/TKO,1,1:37
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",,Francisco Rivera,Alex Caceres,1,0,5,0,0,0,0,0,Bantamweight,KO/TKO,1,0:21
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",,Shawn Jordan,Derrick Lewis,1,0,23,6,3,0,0,0,Heavyweight,KO/TKO,2,0:48
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",,Omari Akhmedov,Brian Ebersole,0,0,15,2,0,0,0,0,Welterweight,KO/TKO,1,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",,Chris Wade,Christos Giagos,0,0,32,28,4,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",,Joe Proctor,Justin Edwards,0,0,67,63,0,2,3,0,Lightweight,SUB,3,4:58
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",,Jake Collier,Ricardo Abreu,0,0,67,47,0,3,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",,Jose Quinonez,Leonardo Morales,0,0,2,3,1,0,2,0,Bantamweight,SUB,1,2:34
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",,Joanna Jedrzejczyk,Jessica Penne,0,0,126,25,0,0,0,0,Women's Strawweight,KO/TKO,3,4:22
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",,Tatsuya Kawajiri,Dennis Siver,0,0,22,22,4,0,0,1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",,Peter Sobotta,Steve Kennedy,0,0,6,3,2,0,1,0,Welterweight,SUB,1,2:57
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",,Nick Hein,Lukasz Sajewski,0,0,54,26,1,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",,Makwan Amirkhani,Masio Fullen,0,0,0,1,1,0,2,0,Featherweight,SUB,1,1:41
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",,Mairbek Taisumov,Alan Patrick,1,0,23,17,0,0,0,0,Lightweight,KO/TKO,2,1:30
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",,Arnold Allen,Alan Omer,0,0,23,35,1,2,1,0,Featherweight,SUB,3,1:41
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",,Noad Lahat,Niklas Backstrom,0,0,62,11,1,4,1,1,Featherweight,M-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",,Scott Askham,Antonio Dos Santos,2,0,11,11,0,0,0,0,Middleweight,KO/TKO,1,2:52
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",,Magomed Mustafaev,Piotr Hallmann,0,0,18,29,0,2,0,0,Lightweight,KO/TKO,2,3:24
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",,Taylor Lapilus,Yuta Sasaki,1,0,31,16,0,1,0,0,Bantamweight,KO/TKO,2,1:26
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",,Fabricio Werdum,Cain Velasquez,0,0,96,88,1,4,1,0,Heavyweight,SUB,3,2:13
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",,Eddie Alvarez,Gilbert Melendez,0,0,31,37,3,0,0,0,Lightweight,S-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",,Kelvin Gastelum,Nate Marquardt,0,0,59,18,1,0,0,0,Middleweight,KO/TKO,2,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",,Yair Rodriguez,Charles Rosa,0,0,56,39,1,5,2,0,Featherweight,S-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",,Tecia Pennington,Angela Hill,0,0,32,27,2,0,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",,Henry Cejudo,Chico Camus,0,0,62,48,1,0,0,0,Flyweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",,Efrain Escudero,Drew Dober,0,0,1,0,0,0,1,0,Lightweight,SUB,1,0:54
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",,Patrick Williams,Alejandro Perez,1,0,2,0,0,0,1,0,Bantamweight,SUB,1,0:23
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",,Johnny Case,Francisco Trevino,0,0,40,34,4,0,0,0,Lightweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",,Cathal Pendred,Augusto Montano,0,0,17,21,4,0,0,0,Welterweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",,Gabriel Benitez,Clay Collard,0,0,60,34,0,6,1,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015","Goiania, Goias, Brazil",,Carlos Condit,Thiago Alves,1,0,75,34,2,0,0,1,Welterweight,KO/TKO,2,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015","Goiania, Goias, Brazil",,Charles Oliveira,Nik Lentz,1,0,64,37,1,2,2,1,Featherweight,SUB,3,1:10
UFC Fight Night: Condit vs Alves,"May 30, 2015","Goiania, Goias, Brazil",,Alex Oliveira,KJ Noons,0,0,3,7,3,0,1,0,Welterweight,SUB,1,2:51
UFC Fight Night: Condit vs Alves,"May 30, 2015","Goiania, Goias, Brazil",,Francimar Barroso,Ryan Jimmo,0,0,46,35,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015","Goiania, Goias, Brazil",,Francisco Trinaldo,Norman Parke,0,0,66,25,0,4,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015","Goiania, Goias, Brazil",,Darren Till,Wendell Oliveira Marques,0,0,25,22,0,0,0,0,Welterweight,KO/TKO,2,1:37
UFC Fight Night: Condit vs Alves,"May 30, 2015","Goiania, Goias, Brazil",,Rony Jason,Damon Jackson,0,0,5,5,0,3,1,0,Featherweight,Overturned,1,3:31
UFC Fight Night: Condit vs Alves,"May 30, 2015","Goiania, Goias, Brazil",,Jussier Formiga,Wilson Reis,1,0,21,28,4,0,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015","Goiania, Goias, Brazil",,Nicolas Dalby,Elizeu Zaleski dos Santos,0,0,41,57,6,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015","Goiania, Goias, Brazil",,Mirsad Bektic,Lucas Martins,1,0,39,7,3,0,0,0,Featherweight,KO/TKO,2,0:30
UFC Fight Night: Condit vs Alves,"May 30, 2015","Goiania, Goias, Brazil",,Juliana Lima,Ericka Almeida,0,0,41,13,3,0,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Condit vs Alves,"May 30, 2015","Goiania, Goias, Brazil",,Tom Breese,Luiz Dutra,1,0,26,21,0,0,0,0,Welterweight,KO/TKO,1,4:58
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",,Yoel Romero,Lyoto Machida,0,0,42,31,1,0,0,0,Middleweight,KO/TKO,3,1:38
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",,Lorenz Larkin,Santiago Ponzinibbio,1,0,64,33,0,0,0,0,Welterweight,KO/TKO,2,3:07
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",,Antonio Carlos Junior,Eddie Gordon,0,0,40,12,4,0,1,0,Middleweight,SUB,3,4:37
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",,Thiago Santos,Steve Bosse,1,0,3,0,0,0,0,0,Middleweight,KO/TKO,1,0:29
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",,Hacran Dias,Levan Makashvili,0,0,17,37,3,2,1,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",,Alex Oliveira,Joe Merritt,0,0,11,23,5,0,2,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",,Leandro Silva,Lewis Gonzalez,0,0,28,21,3,2,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",,Tony Sims,Steve Montgomery,1,0,10,9,0,0,0,0,Welterweight,KO/TKO,1,2:43
UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA",,Sirwan Kakai,Danny Martinez,1,0,52,59,5,0,0,0,Bantamweight,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",,Stephen Thompson,Jake Ellenberger,2,1,20,5,1,0,0,0,Welterweight,KO/TKO,1,4:29
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",,Kamaru Usman,Hayder Hassan,0,0,15,3,6,0,1,0,Welterweight,SUB,2,1:19
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",,Michael Graves,Vicente Luque,0,0,27,28,7,0,0,1,Welterweight,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",,Jorge Masvidal,Cezar Ferreira,1,0,12,7,0,1,0,0,Welterweight,KO/TKO,1,4:22
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",,Michelle Waterson-Gomez,Angela Magana,0,0,47,8,3,1,4,1,Women's Strawweight,SUB,3,2:38
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",,Maximo Blanco,Mike de la Torre,1,0,4,1,0,0,0,0,Featherweight,KO/TKO,1,0:16
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",,Josh Samman,Caio Magalhaes,0,0,12,3,0,0,1,0,Middleweight,SUB,1,2:52
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",,Jerrod Sanders,Russell Doane,0,1,15,13,3,1,3,3,Bantamweight,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",,Trevor Smith,Dan Miller,0,0,51,25,1,0,0,1,Middleweight,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",,George Sullivan,Dominic Waters,0,0,54,13,2,5,3,0,Welterweight,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",,Willie Gates,Darrell Montague,1,0,19,4,0,0,0,0,Flyweight,KO/TKO,1,1:36
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",,Frank Mir,Todd Duffee,1,0,16,9,0,0,0,0,Heavyweight,KO/TKO,1,1:13
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",,Tony Ferguson,Josh Thomson,1,0,83,33,0,1,2,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",,Holly Holm,Marion Reneau,0,0,65,26,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",,Manvel Gamburyan,Scott Jorgensen,1,0,42,36,5,1,2,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",,Kevin Lee,James Moontasri,0,0,9,6,1,0,1,0,Lightweight,SUB,1,2:56
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",,Alan Jouban,Matt Dwyer,1,1,51,29,1,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",,Sam Sicilia,Yaotzin Meza,0,0,12,18,2,1,4,1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",,Jessica Andrade,Sarah Moras,0,0,50,18,3,0,0,1,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",,Rani Yahya,Masanori Kanehara,0,0,24,24,4,0,2,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",,Sean Strickland,Igor Araujo,1,0,71,39,3,0,2,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",,Kevin Casey,Ildemar Alcantara,0,0,41,20,1,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA",,Lyman Good,Andrew Craig,1,0,55,20,0,0,0,0,Welterweight,KO/TKO,2,3:37
UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA",,Conor McGregor,Chad Mendes,1,0,46,31,0,4,0,0,Featherweight,KO/TKO,2,4:57
UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA",,Robbie Lawler,Rory MacDonald,1,0,70,86,0,0,0,0,Welterweight,KO/TKO,5,1:00
