,Event,Date,Location,W/L 1,Fighter 1,Fighter 2,Weight class,Stance 1,Career W 1,Career L 1,born_year 1,W 1,L 1,Num Fights 1,W Perc 1,Sig Strikes 1,Sig Str % 1,Sig Strikes Opp 1,Sig Str % Opp 1,Strikes 1,Str % 1,Strikes Opp 1,Str % Opp 1,TD 1,TD % 1,TD Opp 1,TD % Opp 1,KD Total 1,KD Total Opp 1,DEC 1,KO 1,SUB 1,DEC Opp 1,KO Opp 1,SUB Opp 1,CTRL Total 1,CTRL Total Opp 1,Time Total 1,Streak 1,Ht Diff 1,Reach Diff 1,Age 1,Career Fights 1,Career W Perc 1,W 2,L 2,Num Fights 2,W Perc 2,Sig Strikes 2,Sig Str % 2,Sig Strikes Opp 2,Sig Str % Opp 2,Strikes 2,Str % 2,Strikes Opp 2,Str % Opp 2,TD 2,TD % 2,TD Opp 2,TD % Opp 2,KD Total 2,KD Total Opp 2,DEC 2,KO 2,SUB 2,DEC Opp 2,KO Opp 2,SUB Opp 2,CTRL Total 2,CTRL Total Opp 2,Time Total 2,Streak 2,Career W 2,Career L 2,Career Fights 2,Career W Perc 2,Ht Diff 2,Reach Diff 2,Age 2,Stance 2,born_year 2
3221,UFC 78: Validation,2007-11-17 00:00:00,"Newark, New Jersey, USA",win,Marcus Aurelio,Luke Caudillo,Lightweight,Orthodox,20,7,1973,0,1,1,0,40,29.629629629629626,44,24.30939226519337,47,16.967509025270758,71,18.251928020565554,0,0.0,0,0.0,0,2,0,0,0,1,0,0,0,206,900,-1,3,0,34,27.0,74.07407407407408,0,1,1,0,28,21.875,70,37.83783783783784,28,10.9375,71,19.086021505376344,0,0.0,0,0.0,1,0,0,0,0,1,0,0,1,0,900,-1,17,16,33.0,51.515151515151516,-3,0,27,Orthodox,1980
3222,UFC Fight Night: Florian vs Lauzon,2008-04-02 00:00:00,"Broomfield, Colorado, USA",win,Marcus Aurelio,Ryan Roberts,Lightweight,Orthodox,21,7,1973,1,1,2,50,60,19.736842105263158,50,12.437810945273633,118,30.649350649350648,82,19.523809523809526,1,14.285714285714285,0,0.0,0,2,0,1,0,1,0,0,143,221,1169,1,4,0,35,28.0,75.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,32.0,65.625,-4,0,30,Orthodox,1978
3223,UFC 102: Couture vs Nogueira,2009-08-29 00:00:00,"Portland, Oregon, USA",,Marcus Aurelio,Evan Dunham,Lightweight,Orthodox,22,9,1973,2,3,5,40,126,18.181818181818183,202,21.353065539112052,220,27.060270602706026,291,27.12022367194781,2,10.0,3,60.0,1,2,0,1,1,3,0,0,288,602,2985,-2,0,4,36,31.0,70.96774193548387,1,0,1,100,13,48.148148148148145,9,69.23076923076923,14,25.454545454545453,14,45.16129032258064,0,0.0,1,100.0,1,0,0,1,0,0,0,0,31,32,133,1,8,-1,7.0,114.28571428571428,0,-4,28,Southpaw,1981
3224,UFC 89: Bisping vs Leben,2008-10-18 00:00:00,"Birmingham, England, United Kingdom",,Akihiro Gono,Dan Hardy,Welterweight,Switch,35,19,1974,1,0,1,100,27,61.36363636363637,31,50.0,39,39.0,32,25.6,1,100.0,0,0.0,1,0,0,0,1,0,0,0,156,67,499,1,-5,-6,34,54.0,64.81481481481481,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,25.0,76.0,5,6,26,Orthodox,1982
3225,UFC 77: Hostile Territory,2007-10-20 00:00:00,"Cincinnati, Ohio, USA",win,Demian Maia,Ryan Jensen,Middleweight,Southpaw,6,0,1977,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,30,6.0,100.0,0,1,1,0,11,42.30769230769231,10,55.55555555555556,14,25.454545454545453,12,31.57894736842105,0,0.0,3,75.0,0,0,0,0,0,0,0,1,40,73,227,-1,19,3,22.0,86.36363636363636,0,4,30,Orthodox,1977
3226,UFC 109: Relentless,2010-02-06 00:00:00,"Las Vegas, Nevada, USA",win,Demian Maia,Dan Miller,Middleweight,Southpaw,11,1,1977,5,1,6,83,56,15.686274509803921,33,14.285714285714285,175,48.74651810584958,113,48.706896551724135,7,35.0,1,33.33333333333333,0,1,0,0,5,0,1,0,823,638,1682,-1,0,-2,33,12.0,91.66666666666666,3,1,4,75,42,16.091954022988507,53,31.176470588235293,186,60.586319218241044,201,59.82142857142857,6,85.71428571428571,4,50.0,0,0,1,0,2,1,0,0,712,1088,1950,-1,11,2,13.0,84.61538461538461,0,2,29,Orthodox,1981
3227,UFC 118: Edgar vs Penn 2,2010-08-28 00:00:00,"Boston, Massachusetts, USA",win,Demian Maia,Mario Miranda,Middleweight,Southpaw,12,2,1977,6,2,8,75,96,15.737704918032788,114,21.189591078066915,253,38.159879336349924,200,30.76923076923077,11,27.500000000000004,1,33.33333333333333,0,2,1,0,5,1,1,0,1143,731,4082,-1,-2,-2,33,14.0,85.71428571428571,1,1,2,50,18,15.929203539823009,59,43.06569343065693,36,29.03225806451613,148,44.71299093655589,0,0.0,3,100.0,1,2,0,1,0,0,1,0,80,448,836,1,14,5,19.0,73.68421052631578,2,2,31,Orthodox,1979
3228,UFC 131: Dos Santos vs Carwin,2011-06-11 00:00:00,"Vancouver, British Columbia, Canada",,Demian Maia,Mark Munoz,Middleweight,Southpaw,14,2,1977,8,2,10,80,144,15.550755939524837,170,20.481927710843372,407,39.43798449612403,300,31.88097768331562,16,34.04255319148936,6,37.5,0,2,3,0,5,1,1,0,1735,1308,5882,2,1,1,34,16.0,87.5,5,2,7,71,159,16.476683937823836,191,21.484814398200225,320,32.98969072164948,258,28.794642857142854,10,33.33333333333333,6,17.142857142857142,2,3,2,3,0,1,1,0,947,722,3607,2,10,2,12.0,83.33333333333334,-1,-1,33,Orthodox,1978
3229,UFC on FOX: Evans vs Davis,2012-01-28 00:00:00,"Chicago, Illinois, USA",,Demian Maia,Chris Weidman,Middleweight,Southpaw,15,3,1977,9,3,12,75,200,15.822784810126583,232,19.44677284157586,542,38.08854532677442,404,31.987331749802056,20,30.76923076923077,9,37.5,0,2,4,0,5,2,1,0,2401,1659,7682,1,-1,-6,35,18.0,83.33333333333334,3,0,3,100,34,17.258883248730964,55,16.034985422740526,53,25.98039215686275,133,38.108882521489974,0,0.0,7,70.0,0,0,1,0,2,0,0,0,3,791,1321,3,7,0,7.0,100.0,1,6,28,Orthodox,1984
3230,UFC 153: Silva vs Bonnar,2012-10-13 00:00:00,"Rio de Janeiro, Brazil",win,Demian Maia,Rick Story,Welterweight,Southpaw,16,4,1977,10,4,14,71,266,14.985915492957746,284,17.628801986343888,618,34.66068424004487,467,28.934324659231724,24,33.80281690140845,10,29.411764705882355,0,2,4,1,5,3,1,0,2499,1700,8629,1,4,1,35,20.0,80.0,7,3,10,70,292,16.71436748712078,372,16.43835616438356,487,25.780836421386976,698,30.00859845227859,28,53.84615384615385,23,38.983050847457626,0,1,5,1,1,3,0,0,2131,2676,7944,1,14,5,19.0,73.68421052631578,-4,-1,28,Southpaw,1984
3231,UFC Fight Night: Maia vs Shields,2013-10-09 00:00:00,"Barueri, Sao Paulo, Brazil",,Demian Maia,Jake Shields,Welterweight,Southpaw,18,4,1977,12,4,16,75,277,15.228147333699834,299,18.143203883495147,663,35.37886872998933,540,31.3588850174216,27,35.526315789473685,17,33.33333333333333,0,2,5,1,6,3,1,0,2667,2471,9679,3,1,0,36,22.0,81.81818181818183,3,2,5,60,227,16.11071682044003,272,23.03132938187976,343,20.465393794749403,366,27.896341463414636,6,13.953488372093023,4,22.22222222222222,1,0,3,0,0,1,1,0,786,597,4253,2,30,8,38.0,78.94736842105263,-1,0,34,Orthodox,1979
3232,UFC 170: Rousey vs McMann,2014-02-22 00:00:00,"Las Vegas, Nevada, USA",,Demian Maia,Rory MacDonald,Welterweight,Southpaw,18,5,1977,12,5,17,70,312,15.709969788519636,323,17.974401780745687,760,34.95860165593376,638,32.60091977516607,28,31.818181818181817,20,34.48275862068966,0,2,5,1,6,4,1,0,3370,2790,11179,-1,1,-4,37,23.0,78.26086956521739,6,2,8,75,248,21.160409556313994,301,19.570871261378414,403,31.047765793528505,462,28.016979987871437,7,30.434782608695656,15,48.38709677419355,1,0,3,2,1,1,1,0,1204,1046,5434,-1,16,2,18.0,88.88888888888889,-1,4,25,Orthodox,1989
3233,UFC Fight Night: Miocic vs Maldonado,2014-05-31 00:00:00,"Sao Paulo, Brazil",win,Demian Maia,Alexander Yakovlev,Welterweight,Southpaw,18,6,1977,12,6,18,66,363,15.823888404533564,398,18.34101382488479,841,34.38266557645135,715,29.979035639413,30,27.27272727272727,20,34.48275862068966,0,2,5,1,6,5,1,0,3671,2797,12079,-2,-2,-2,37,24.0,75.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,25.0,84.0,2,2,30,Southpaw,1984
3234,UFC Fight Night: Maia vs LaFlare,2015-03-21 00:00:00,"Rio de Janeiro, Brazil",win,Demian Maia,Ryan LaFlare,Welterweight,Southpaw,19,6,1977,13,6,19,68,392,15.56173084557364,420,17.298187808896213,924,34.90744238760861,739,29.882733522038013,32,28.31858407079646,21,35.0,1,2,6,1,6,5,1,0,4159,2885,12979,1,0,-2,38,25.0,76.0,4,0,4,100,123,17.903930131004365,244,22.22222222222222,192,24.646983311938385,334,27.08840227088402,6,60.0,19,59.375,2,1,4,0,0,0,0,0,373,1582,3600,4,11,0,11.0,100.0,0,2,32,Southpaw,1983
3235,UFC 190: Rousey vs Correia,2015-08-01 00:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",win,Demian Maia,Neil Magny,Welterweight,Southpaw,20,6,1977,14,6,20,70,428,15.758468335787922,445,17.35569422776911,1000,35.24850193866761,793,29.534450651769088,37,29.133858267716533,21,35.0,1,2,7,1,6,5,1,0,4987,2981,14479,2,-2,-8,38,26.0,76.92307692307693,8,2,10,80,336,17.43642968344577,301,20.242098184263618,590,30.056036678553234,560,35.24229074889868,17,32.075471698113205,21,48.837209302325576,1,0,4,3,1,1,0,1,2009,1852,6971,7,15,5,20.0,75.0,2,8,28,Orthodox,1987
3236,UFC 194: Aldo vs McGregor,2015-12-12 00:00:00,"Las Vegas, Nevada, USA",win,Demian Maia,Gunnar Nelson,Welterweight,Southpaw,21,6,1977,15,6,21,71,441,15.451997196916608,445,16.54890293789513,1056,36.139630390143736,804,29.722735674676525,39,30.23255813953488,21,35.0,1,2,7,1,7,5,1,0,5434,2983,14951,3,2,0,38,27.0,77.77777777777779,5,1,6,83,246,25.439503619441574,137,19.543509272467904,327,32.996972754793134,159,22.237762237762237,5,71.42857142857143,2,33.33333333333333,2,0,1,0,4,1,0,0,687,259,3652,1,14,1,15.0,93.33333333333333,-2,0,27,Switch,1988
3237,UFC 198: Werdum vs Miocic,2016-05-14 00:00:00,"Curitiba, Parana, Brazil",win,Demian Maia,Matt Brown,Welterweight,Southpaw,22,6,1977,16,6,22,72,488,16.375838926174495,447,16.500553709856035,1249,38.921782486756,811,29.82714233173961,41,29.927007299270077,22,36.0655737704918,1,2,8,1,7,5,1,0,6092,3117,15851,4,1,-3,39,28.0,78.57142857142857,13,7,20,65,718,23.153821347952274,471,19.49503311258278,1079,34.374004460019115,755,30.641233766233768,24,44.44444444444444,36,41.37931034482759,6,3,2,9,2,3,0,4,2681,3841,11315,1,22,13,35.0,62.857142857142854,-1,3,35,Orthodox,1981
3238,UFC on FOX: Maia vs. Condit,2016-08-27 00:00:00,"Vancouver, British Columbia, Canada",win,Demian Maia,Carlos Condit,Welterweight,Southpaw,23,6,1977,17,6,23,73,505,15.639516878290493,457,16.666666666666664,1340,40.131775980832586,840,30.129124820659968,44,29.931972789115648,22,36.0655737704918,1,2,8,1,8,5,1,0,6815,3176,16722,5,-1,-3,39,29.0,79.3103448275862,7,5,12,58,687,18.729552889858233,548,21.09314857582756,1247,29.939975990396157,822,29.610951008645532,22,64.70588235294117,25,60.97560975609756,5,4,2,5,0,4,1,0,1755,2417,10512,-1,30,9,39.0,76.92307692307693,1,3,32,Orthodox,1984
3239,UFC 211: Miocic vs. Dos Santos,2017-05-13 00:00:00,"Dallas, Texas, USA",win,Demian Maia,Jorge Masvidal,Welterweight,Southpaw,24,6,1977,18,6,24,75,506,15.149700598802395,458,16.39226914817466,1345,40.20926756352765,841,30.03571428571429,45,30.405405405405407,22,36.0655737704918,1,2,8,1,9,5,1,0,6894,3176,16834,6,2,-2,40,30.0,80.0,9,4,13,69,537,18.895144264602393,692,21.975230231819626,804,27.657378740970074,959,29.49861581051984,13,29.545454545454547,17,33.33333333333333,5,3,5,3,1,4,0,0,1147,2380,10166,3,32,11,43.0,74.4186046511628,-2,2,33,Orthodox,1984
3240,UFC 214: Cormier vs. Jones 2,2017-07-29 00:00:00,"Anaheim, California, USA",,Demian Maia,Tyron Woodley,Welterweight,Southpaw,25,6,1977,19,6,25,76,529,15.637008572273132,497,17.359413202933986,1412,40.62140391254315,896,30.445124023105674,49,30.625000000000004,22,36.0655737704918,1,2,9,1,9,5,1,0,7427,3229,17734,7,4,-2,40,31.0,80.64516129032258,7,3,10,70,277,20.85843373493976,305,16.63031624863686,443,30.156569094622192,503,25.23833416959358,2,40.0,4,16.666666666666664,4,4,2,5,0,3,0,0,765,933,6627,1,17,3,20.0,85.0,-4,2,35,Orthodox,1982
3241,UFC Fight Night: Brunson vs. Machida,2017-10-28 00:00:00,"Sao Paulo, Sao Paulo, Brazil",,Demian Maia,Colby Covington,Welterweight,Southpaw,25,7,1977,19,7,26,73,557,15.624123422159888,554,17.89405684754522,1441,39.42544459644323,953,29.332102185287777,49,27.071823204419886,22,36.0655737704918,1,3,9,1,9,6,1,0,7479,3235,19234,-1,2,0,40,32.0,78.125,7,1,8,87,139,14.58551941238195,214,19.615032080659944,463,43.88625592417061,521,41.84738955823293,14,58.333333333333336,29,51.78571428571429,1,0,3,2,2,0,0,1,1334,2581,5274,4,12,1,13.0,92.3076923076923,-2,0,29,Orthodox,1988
3242,UFC Fight Night: Maia vs. Usman,2018-05-19 00:00:00,"Santiago, Chile",,Demian Maia,Kamaru Usman,Welterweight,Southpaw,25,8,1977,19,8,27,70,645,16.238670694864048,607,17.852941176470587,1562,36.1323155216285,1012,28.450941804891762,49,27.071823204419886,22,29.72972972972973,1,3,9,1,9,7,1,0,7583,3237,20134,-2,1,-4,41,33.0,75.75757575757575,7,0,7,100,285,22.727272727272727,178,20.204313280363223,583,42.06349206349206,312,30.8300395256917,27,47.368421052631575,1,50.0,2,0,5,1,1,0,0,0,3007,364,5047,7,12,1,13.0,92.3076923076923,-1,4,31,Switch,1987
3243,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02 00:00:00,"Fortaleza, Ceara, Brazil",win,Demian Maia,Lyman Good,Welterweight,Southpaw,25,9,1977,19,9,28,67,711,15.688437775816416,634,17.398463227222834,1659,34.73618090452261,1045,27.956126270733012,49,27.071823204419886,22,24.719101123595504,2,3,9,1,9,8,1,0,7842,3358,21634,-3,1,-2,42,34.0,73.52941176470588,2,1,3,66,117,17.754172989377846,142,24.027072758037225,125,18.27485380116959,165,26.87296416938111,1,14.285714285714285,1,100.0,1,1,0,2,0,1,0,0,106,63,1509,1,20,4,24.0,83.33333333333334,-1,2,34,Orthodox,1985
3244,UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29 00:00:00,"Minneapolis, Minnesota, USA",win,Demian Maia,Anthony Rocco Martin,Welterweight,Southpaw,26,9,1977,20,9,29,68,711,14.883818296001674,634,16.951871657754012,1667,34.83075637275386,1045,27.926242650988776,51,27.56756756756757,22,24.719101123595504,2,3,9,1,10,8,1,0,7973,3358,21792,1,1,-1,42,35.0,74.28571428571429,8,4,12,66,442,20.434581599630146,366,18.817480719794343,612,26.20985010706638,463,22.774225282833253,10,32.25806451612903,10,41.66666666666667,0,2,4,1,3,2,0,2,1891,1589,8744,4,16,4,20.0,80.0,-1,1,30,Orthodox,1989
3245,UFC Fight Night: Maia vs. Askren,2019-10-26 00:00:00,"Kallang, Singapore",win,Demian Maia,Ben Askren,Welterweight,Southpaw,27,9,1977,21,9,30,70,714,14.881200500208418,656,17.096690122491527,1741,35.647010647010646,1081,27.39483020780537,54,27.835051546391753,22,24.719101123595504,2,3,10,1,10,8,1,0,8336,3429,22692,2,2,-1,42,36.0,75.0,1,1,2,50,26,41.935483870967744,3,33.33333333333333,30,48.38709677419355,6,50.0,1,100.0,1,50.0,0,1,0,0,1,0,1,0,33,121,205,-1,19,1,20.0,95.0,-2,1,35,Orthodox,1984
3246,UFC Fight Night: Lee vs. Oliveira,2020-03-14 00:00:00,"Brasilia, Distrito Federal, Brazil",,Demian Maia,Gilbert Burns,Welterweight,Southpaw,28,9,1977,22,9,31,70,783,15.641230523371954,719,17.65283574760619,1825,35.48512541318296,1183,27.894364536665883,54,27.835051546391753,26,27.083333333333332,2,3,10,1,11,8,1,0,8426,3543,23526,3,3,1,43,37.0,75.67567567567568,10,3,13,76,455,21.301498127340825,415,19.799618320610687,607,27.831270059605686,573,26.104783599088837,20,48.78048780487805,11,32.35294117647059,3,4,4,2,4,2,1,0,2088,1224,8505,4,17,3,20.0,85.0,-3,-1,34,Orthodox,1986
3247,UFC 84: Ill Will,2008-05-24 00:00:00,"Las Vegas, Nevada, USA",win,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,Light Heavyweight,Orthodox,17,17,1984,0,1,1,0,6,25.0,21,43.75,19,30.64516129032258,40,34.48275862068966,2,50.0,0,0.0,0,1,0,0,0,0,0,1,22,334,560,-1,-1,8,24,34.0,50.0,0,1,1,0,15,48.38709677419355,70,78.65168539325843,27,36.0,134,55.371900826446286,2,20.0,2,66.66666666666666,0,0,0,0,0,1,0,0,107,548,900,-1,21,12,33.0,63.63636363636363,1,-8,29,Orthodox,1979
3248,UFC 89: Bisping vs Leben,2008-10-18 00:00:00,"Birmingham, England, United Kingdom",,Rameau Thierry Sokoudjou,Luiz Cane,Light Heavyweight,Orthodox,18,17,1984,1,1,2,50,32,29.629629629629626,27,19.424460431654676,48,30.573248407643312,46,28.39506172839506,2,50.0,0,0.0,1,1,0,1,0,0,0,1,25,334,860,1,-4,1,24,35.0,51.42857142857142,1,1,2,50,24,34.78260869565217,13,21.311475409836063,38,34.54545454545455,18,20.224719101123593,1,100.0,0,0.0,3,0,0,1,0,0,0,0,66,15,238,1,14,3,17.0,82.35294117647058,4,-1,27,Southpaw,1981
3249,UFC 107: Penn vs Sanchez,2009-12-12 00:00:00,"Memphis, Tennessee, USA",win,Rousimar Palhares,Lucio Linhares,Middleweight,Orthodox,13,5,1980,2,1,3,66,45,27.27272727272727,50,23.923444976076556,155,46.546546546546544,72,27.692307692307693,10,37.03703703703704,1,100.0,0,1,1,0,1,1,0,0,888,204,1956,1,-6,0,29,18.0,72.22222222222221,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,25.0,76.0,6,0,36,Orthodox,1973
3250,UFC 111: St-Pierre vs Hardy,2010-03-27 00:00:00,"Newark, New Jersey, USA",win,Rousimar Palhares,Tomasz Drwal,Middleweight,Orthodox,14,5,1980,3,1,4,75,51,14.697406340057636,58,20.209059233449477,176,46.437994722955146,103,30.473372781065088,11,37.93103448275862,3,100.0,0,1,1,0,2,1,0,0,1133,315,2457,2,-5,-5,30,19.0,73.68421052631578,3,1,4,75,115,22.243713733075435,71,23.905723905723907,142,23.785594639865998,77,22.448979591836736,9,60.0,0,0.0,1,1,0,2,1,0,1,0,420,25,1336,3,21,3,24.0,87.5,5,5,28,Orthodox,1982
3251,UFC Live: Sanchez vs Kampmann,2011-03-03 00:00:00,"Louisville, Kentucky, USA",win,Rousimar Palhares,David Branch,Middleweight,Orthodox,15,6,1980,4,2,6,66,52,13.436692506459949,71,18.83289124668435,177,45.038167938931295,121,29.016786570743403,11,36.666666666666664,3,100.0,0,1,1,0,3,1,1,0,1167,332,2710,-1,-5,-7,31,21.0,71.42857142857143,2,1,3,66,36,16.9811320754717,41,18.72146118721461,76,31.147540983606557,126,42.281879194630875,0,0.0,12,48.0,0,0,2,0,0,0,1,0,199,1486,2555,2,20,2,22.0,90.9090909090909,5,7,30,Orthodox,1981
3252,UFC 134: Silva vs Okami,2011-08-27 00:00:00,"Rio de Janeiro, Brazil",win,Rousimar Palhares,Dan Miller,Middleweight,Orthodox,16,6,1980,5,2,7,71,58,13.942307692307693,73,17.38095238095238,194,43.01552106430155,125,29.411764705882355,12,38.70967741935484,3,60.0,0,1,1,0,4,1,1,0,1366,358,3114,1,-5,-3,31,22.0,72.72727272727273,5,4,9,55,194,14.402375649591686,208,15.171407731582786,500,34.317089910775564,531,36.977715877437326,10,66.66666666666666,17,58.620689655172406,0,0,2,0,3,4,0,0,1291,2337,5963,-1,13,5,18.0,72.22222222222221,5,3,30,Orthodox,1981
3253,UFC 142: Aldo vs Mendes,2012-01-14 00:00:00,"Rio de Janeiro, Brazil",win,Rousimar Palhares,Mike Massenzio,Middleweight,Orthodox,17,6,1980,6,2,8,75,125,22.24199288256228,115,22.03065134099617,341,44.40104166666667,173,27.635782747603834,14,42.42424242424242,3,60.0,1,2,2,0,4,1,1,0,1689,396,4014,2,-6,-2,32,23.0,73.91304347826086,2,3,5,40,130,24.029574861367838,150,27.223230490018146,229,31.586206896551722,265,36.908077994428965,6,60.0,4,13.793103448275861,1,0,1,0,1,1,1,1,781,869,2859,1,13,7,20.0,65.0,6,2,30,Southpaw,1982
3254,UFC on FX: Sotiropoulos vs Pearson,2012-12-14 00:00:00,"Gold Coast, Queensland, Australia",,Rousimar Palhares,Hector Lombard,Middleweight,Orthodox,18,7,1980,7,3,10,70,149,18.148599269183922,115,17.996870109546165,374,43.13725490196079,174,27.14508580343214,14,41.17647058823529,4,66.66666666666666,1,2,2,0,5,1,2,0,1824,405,4335,-1,-1,0,32,25.0,72.0,0,1,1,0,54,55.10204081632652,26,33.76623376623377,57,28.643216080402013,47,26.704545454545453,0,0.0,2,50.0,0,0,0,0,0,1,0,0,7,143,900,-1,31,3,34.0,91.17647058823529,1,0,34,Southpaw,1978
3255,UFC 110: Nogueira vs Velasquez,2010-02-20 00:00:00,"Sydney, New South Wales, Australia",,Goran Reljic,CB Dollaway,Middleweight,Southpaw,15,5,1984,1,0,1,100,33,52.38095238095239,33,45.20547945205479,39,28.467153284671532,38,25.165562913907287,0,0.0,0,0.0,1,1,0,1,0,0,0,0,68,70,495,1,1,5,26,20.0,75.0,3,2,5,60,52,28.26086956521739,28,21.53846153846154,120,43.32129963898917,99,44.79638009049774,8,61.53846153846154,1,25.0,0,1,1,1,1,0,0,2,972,222,1556,1,9,2,11.0,81.81818181818183,-1,-5,27,Orthodox,1983
3256,UFC 122: Marquardt vs Okami,2010-11-13 00:00:00,"Oberhausen, North Rhine-Westphalia, Germany",,Goran Reljic,Krzysztof Soszynski,Light Heavyweight,Southpaw,15,7,1984,1,2,3,33,67,21.405750798722046,86,19.679633867276888,106,27.461139896373055,193,33.104631217838765,4,66.66666666666666,6,75.0,1,1,0,1,0,2,0,0,597,476,2295,-2,2,4,26,22.0,68.18181818181817,4,2,6,66,177,19.95490417136415,162,20.480404551201012,260,25.048169556840076,206,23.356009070294785,5,41.66666666666667,4,30.76923076923077,2,0,0,2,2,1,1,0,838,510,2989,-1,24,11,35.0,68.57142857142857,-2,-4,33,Open Stance,1977
3257,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,2007-12-08 00:00:00,"Las Vegas, Nevada, USA",win,Mac Danzig,Tommy Speer,Welterweight,Orthodox,16,4,1980,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,27,20.0,80.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,26.0,80.76923076923077,2,1,23,Orthodox,1984
3258,UFC 109: Relentless,2010-02-06 00:00:00,"Las Vegas, Nevada, USA",win,Mac Danzig,Justin Buchholz,Lightweight,Orthodox,18,7,1980,2,3,5,40,145,18.05728518057285,152,21.140472878998608,426,44.375,265,30.251141552511417,3,42.857142857142854,19,55.88235294117647,2,0,0,0,2,2,0,1,601,1598,3265,-3,-4,-3,30,25.0,72.0,1,3,4,25,59,14.86146095717884,95,25.065963060686013,97,21.651785714285715,129,29.930394431554525,0,0.0,3,100.0,1,2,0,0,1,0,1,2,127,442,1374,-2,15,9,24.0,62.5,4,3,27,Orthodox,1983
3259,UFC 145: Jones vs Evans,2012-04-21 00:00:00,"Atlanta, Georgia, USA",win,Mac Danzig,Efrain Escudero,Lightweight,Orthodox,20,9,1980,4,5,9,44,283,19.17344173441734,288,21.223286661753868,777,44.88734835355286,438,28.70249017038008,8,42.10526315789473,22,52.38095238095239,2,1,1,1,2,3,0,2,1208,2045,5284,-1,-1,-1,32,29.0,68.96551724137932,3,3,6,50,169,17.404737384140063,95,11.473429951690822,309,29.855072463768117,277,29.594017094017094,10,45.45454545454545,6,37.5,3,0,2,1,0,1,0,2,970,1179,4380,-2,26,8,34.0,76.47058823529412,1,1,26,Orthodox,1986
3260,UFC Macao: Franklin vs Le,2012-11-10 00:00:00,"Macau, China",,Mac Danzig,Takanori Gomi,Lightweight,Orthodox,21,9,1980,5,5,10,50,350,18.91891891891892,344,20.735382760699217,907,44.46078431372549,545,29.539295392953928,9,37.5,22,50.0,2,1,2,1,2,3,0,2,1542,2105,6184,1,1,0,32,30.0,70.0,2,3,5,40,89,15.424610051993067,136,17.525773195876287,138,18.826739427012278,171,20.236686390532544,0,0.0,5,33.33333333333333,0,3,0,2,0,0,0,3,103,328,2111,1,33,8,41.0,80.48780487804879,-1,0,34,Southpaw,1978
3261,UFC 83: Serra vs St-Pierre 2,2008-04-19 00:00:00,"Montreal, Quebec, Canada",win,Cain Velasquez,Brad Morris,Heavyweight,Orthodox,2,0,1982,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,26,2.0,100.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14.0,71.42857142857143,1,0,29,Orthodox,1979
3262,UFC Fight Night: Lauzon vs Stephens,2009-02-07 00:00:00,"Tampa, Florida, USA",win,Cain Velasquez,Denis Stojnic,Heavyweight,Orthodox,4,0,1982,2,0,2,100,60,36.58536585365854,2,22.22222222222222,141,57.08502024291497,2,20.0,1,100.0,0,0.0,3,0,0,2,0,0,0,0,221,0,252,2,1,0,27,4.0,100.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,14.0,92.85714285714286,-1,0,29,Orthodox,1980
3263,UFC 104: Machida vs Shogun,2009-10-24 00:00:00,"Los Angeles, California, USA",win,Cain Velasquez,Ben Rothwell,Heavyweight,Orthodox,6,0,1982,4,0,4,100,177,28.41091492776886,30,24.193548387096776,526,55.77942735949099,52,28.888888888888886,9,60.0,1,25.0,3,0,1,3,0,0,0,0,1209,55,1606,4,-3,-1,27,6.0,100.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,36.0,83.33333333333334,3,1,28,Orthodox,1981
