,Winner,Event,Date,Location,Fighter 1,Fighter 2,Weight class,Stance 1,Career W 1,Career L 1,W 1,L 1,Num Fights 1,W Perc 1,Sig Strikes Avg 1,Sig Str % 1,Sig Strikes Opp Avg 1,Sig Str % Opp 1,Strikes Avg 1,Str % 1,Strikes Opp Avg 1,Str % Opp 1,TD Avg 1,TD % 1,TD Opp Avg 1,TD % Opp 1,KD Avg 1,KD Opp Avg 1,DEC Avg 1,KO Avg 1,SUB Avg 1,DEC Opp Avg 1,KO Opp Avg 1,SUB Opp Avg 1,CTRL Avg 1,CTRL Opp Avg 1,Time Avg 1,Streak 1,Ht Diff 1,Reach Diff 1,Age 1,Career Fights 1,Career W Perc 1,W 2,L 2,Num Fights 2,W Perc 2,Sig Strikes Avg 2,Sig Str % 2,Sig Strikes Opp Avg 2,Sig Str % Opp 2,Strikes Avg 2,Str % 2,Strikes Opp Avg 2,Str % Opp 2,TD Avg 2,TD % 2,TD Opp Avg 2,TD % Opp 2,KD Avg 2,KD Opp Avg 2,DEC Avg 2,KO Avg 2,SUB Avg 2,DEC Opp Avg 2,KO Opp Avg 2,SUB Opp Avg 2,CTRL Avg 2,CTRL Opp Avg 2,Time Avg 2,Streak 2,Career W 2,Career L 2,Career Fights 2,Career W Perc 2,Ht Diff 2,Reach Diff 2,Age 2,Stance 2
31,0,UFC Fight Night: Edgar vs Faber,May 2015,"Manila, Philippines",Zhang Lipeng,Kajan Johnson,Lightweight,Southpaw,23,8,2.0,1.0,3.0,66.66666666666666,32.333333333333336,18.13084112149533,17.666666666666668,17.549668874172188,52.666666666666664,42.81842818428184,0.0,0.0,1.3333333333333333,20.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,485.0,210.33333333333337,900.0,-1.0,0.0,-4.0,25.0,31.0,74.19354838709677,0.0,1.0,1.0,0.0,34.0,31.775700934579437,29.0,31.868131868131865,29.0,15.934065934065933,0.0,0.0,4.0,44.44444444444444,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,105.0,721.0,-1.0,19,11,30.0,63.33333333333333,0.0,4.0,31.0,Orthodox
32,0,UFC 166: Velasquez vs Dos Santos 3,Oct 2013,"Houston, Texas, USA",Dustin Pague,Kyoji Horiguchi,Bantamweight,Orthodox,12,10,1.0,4.0,5.0,20.0,23.0,24.891774891774897,23.0,25.727069351230423,38.4,36.85220729366603,0.0,0.0,0.4,33.33333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.6,0.2,0.0,228.2,185.6,594.0,-3.0,4.0,8.0,26.0,22.0,54.54545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,13.0,92.3076923076923,-4.0,-8.0,23.0,Orthodox
33,0,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Apr 2013,"Las Vegas, Nevada, USA",Uriah Hall,Kelvin Gastelum,Middleweight,Orthodox,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,29.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6.0,100.0,-3.0,-8.0,22.0,Southpaw
34,0,UFC Fight Night: McGregor vs Siver,Jan 2015,"Boston, Massachusetts, USA",Ron Stallings,Uriah Hall,Middleweight,Southpaw,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,32.0,19.0,68.42105263157895,2.0,2.0,4.0,50.0,29.25,20.137693631669535,37.25,26.325088339222617,52.5,30.042918454935624,0.0,0.0,1.0,30.76923076923077,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.5,0.0,0.0,155.25,118.0,750.0,2.0,10,4,14.0,71.42857142857143,-2.0,4.0,31.0,Orthodox
35,1,UFC Fight Night: Teixeira vs Saint Preux,Aug 2015,"Nashville, Tennessee, USA",Uriah Hall,Oluwale Bamgbose,Middleweight,Orthodox,11,5,3.0,3.0,6.0,50.0,31.5,21.35593220338983,33.666666666666664,24.969097651421507,44.5,30.101465614430666,0.0,0.0,0.8333333333333334,31.25,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.5,0.0,0.0,138.0,87.33333333333333,686.1666666666666,-1.0,1.0,1.0,31.0,16.0,68.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5.0,100.0,-1.0,-1.0,28.0,Switch
36,0,UFC Fight Night: Barnett vs Nelson,Sep 2015,"Saitama, Japan",Gegard Mousasi,Uriah Hall,Middleweight,Orthodox,37,5,4.0,2.0,6.0,66.66666666666666,34.166666666666664,24.580335731414863,18.166666666666668,14.630872483221475,26.833333333333332,20.277078085642316,0.0,0.0,1.0,37.5,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,131.0,160.5,746.1666666666666,2.0,2.0,-3.0,30.0,42.0,88.09523809523809,4.0,3.0,7.0,57.14285714285714,28.571428571428573,19.45525291828794,29.857142857142858,23.24805339265851,41.42857142857143,31.25,0.0,0.0,0.7142857142857143,31.25,0.0,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.0,0.4285714285714285,0.0,0.0,132.0,74.85714285714286,609.8571428571429,1.0,12,5,17.0,70.58823529411765,-2.0,3.0,31.0,Orthodox
37,1,UFC 193: Rousey vs Holm,Nov 2015,"Melbourne, Victoria, Australia",Robert Whittaker,Uriah Hall,Middleweight,Orthodox,15,4,5.0,2.0,7.0,71.42857142857143,45.57142857142857,18.3438757906843,42.857142857142854,16.722408026755854,49.285714285714285,19.081858407079647,0.0,0.0,0.4285714285714285,15.789473684210526,0.0,0.0,0.7142857142857143,0.4285714285714285,0.2857142857142857,0.4285714285714285,0.0,0.1428571428571428,0.1428571428571428,0.0,44.57142857142857,55.714285714285715,581.5714285714286,3.0,0.0,-6.0,25.0,19.0,78.94736842105263,5.0,3.0,8.0,62.5,27.125,20.111214087117705,28.375,23.844537815126053,39.0,31.83673469387755,0.0,0.0,0.625,31.25,0.0,0.0,0.125,0.25,0.125,0.5,0.0,0.375,0.0,0.0,151.25,67.0,574.25,2.0,13,5,18.0,72.22222222222221,0.0,6.0,31.0,Orthodox
38,0,UFC 28: High Stakes,Nov 2000,"Atlantic City, New Jersey, USA",Gan McGee,Josh Barnett,Super Heavyweight,Orthodox,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,24.0,14.0,78.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,5,33.0,84.84848484848484,-7.0,0.0,23.0,Orthodox
39,1,UFC 30: Battle on the Boardwalk,Feb 2001,"Atlantic City, New Jersey, USA",Pedro Rizzo,Josh Barnett,Heavyweight,Orthodox,16,7,5.0,1.0,6.0,83.33333333333334,12.833333333333334,16.142557651991616,14.666666666666666,16.3265306122449,25.5,28.176795580110497,0.0,0.0,0.8333333333333334,29.411764705882355,0.0,0.0,0.8333333333333334,0.0,0.1666666666666666,0.6666666666666666,0.0,0.1666666666666666,0.0,0.0,3.1666666666666665,35.666666666666664,584.5,1.0,-2.0,0.0,27.0,23.0,69.56521739130434,1.0,0.0,1.0,100.0,17.0,70.83333333333334,10.0,47.61904761904761,24.0,42.857142857142854,0.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.0,442.0,574.0,1.0,29,5,34.0,85.29411764705883,2.0,0.0,24.0,Orthodox
40,0,UFC 32: Showdown in the Meadowlands,Jun 2001,"East Rutherford, New Jersey, USA",Semmy Schilt,Josh Barnett,Heavyweight,Orthodox,26,13,1.0,0.0,1.0,100.0,15.0,57.692307692307686,6.0,66.66666666666666,14.0,51.85185185185185,0.0,0.0,1.0,25.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,287.0,388.0,1.0,7.0,0.0,28.0,39.0,66.66666666666666,1.0,1.0,2.0,50.0,28.0,31.11111111111111,20.5,28.87323943661972,29.5,25.43103448275862,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,39.0,221.5,567.5,-1.0,29,6,35.0,82.85714285714286,-7.0,0.0,24.0,Orthodox
41,1,UFC 34: High Voltage,Nov 2001,"Las Vegas, Nevada, USA",Josh Barnett,Bobby Hoffman,Heavyweight,Orthodox,30,6,2.0,1.0,3.0,66.66666666666666,22.0,22.0,14.0,18.025751072961373,21.0,26.359832635983267,0.0,0.0,0.6666666666666666,40.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,97.66666666666669,158.33333333333334,465.3333333333333,1.0,1.0,0.0,24.0,36.0,83.33333333333334,0.0,1.0,1.0,0.0,10.0,22.727272727272727,43.0,78.18181818181819,86.0,56.209150326797385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,492.0,326.0,900.0,-1.0,36,9,45.0,80.0,-1.0,0.0,33.0,Orthodox
42,1,UFC 36: Worlds Collide,Mar 2002,"Las Vegas, Nevada, USA",Josh Barnett,Randy Couture,Heavyweight,Orthodox,31,6,3.0,1.0,4.0,75.0,20.75,23.850574712643677,12.0,18.972332015810274,21.0,29.577464788732392,0.0,0.0,0.75,42.857142857142854,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.25,0.0,155.25,169.25,490.25,2.0,2.0,3.0,25.0,37.0,83.78378378378379,7.0,0.0,7.0,100.0,29.714285714285715,27.01298701298701,12.142857142857142,18.93095768374165,25.0,35.64154786150713,0.0,0.0,0.4285714285714285,75.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.0,0.0,0.0,143.28571428571428,112.85714285714286,668.5714285714286,7.0,10,3,13.0,76.92307692307693,-2.0,-3.0,39.0,Orthodox
43,0,UFC Fight Night: Cerrone vs. Medeiros,Feb 2018,"Austin, Texas, USA",Joshua Burkman,Alex Morono,Welterweight,Orthodox,28,15,6.0,11.0,17.0,35.294117647058826,30.58823529411765,21.684737281067555,32.294117647058826,20.39375928677563,56.588235294117645,35.49815498154982,0.0,0.0,0.9411764705882352,29.629629629629623,0.0,0.0,0.1764705882352941,0.1176470588235294,0.2352941176470588,0.0588235294117647,0.0588235294117647,0.2941176470588235,0.1176470588235294,0.2352941176470588,171.8235294117647,122.70588235294116,651.5294117647059,-4.0,-1.0,0.0,38.0,43.0,65.11627906976744,2.0,1.0,3.0,66.66666666666666,47.666666666666664,23.67549668874172,60.333333333333336,24.133333333333333,74.0,26.49164677804296,0.0,0.0,0.6666666666666666,40.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,69.66666666666667,55.0,900.0,-1.0,13,4,17.0,76.47058823529412,1.0,0.0,28.0,Orthodox
44,1,UFC Fight Night: Blaydes vs. Ngannou 2,Nov 2018,"Beijing, China",Alex Morono,Song Kenan,Welterweight,Orthodox,14,5,3.0,2.0,5.0,60.0,33.4,20.34104750304507,40.4,22.100656455142232,51.2,26.47362978283351,0.0,0.0,1.0,55.55555555555556,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.4,0.0,0.0,64.2,141.8,746.4,-1.0,-1.0,1.0,28.0,19.0,73.68421052631578,2.0,0.0,2.0,100.0,23.0,46.0,20.0,41.66666666666667,21.0,22.340425531914892,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.5,300.0,2.0,17,4,21.0,80.95238095238095,1.0,-1.0,28.0,Orthodox
45,0,UFC 247: Jones vs. Reyes,Feb 2020,"Houston, Texas, USA",Alex Morono,Khaos Williams,Welterweight,Orthodox,17,5,6.0,2.0,8.0,75.0,41.0,21.72185430463576,48.875,22.86549707602339,56.625,22.98325722983257,0.0,0.0,0.75,46.15384615384615,0.0,0.0,0.0,0.25,0.5,0.125,0.125,0.25,0.0,0.0,63.75,98.375,718.25,3.0,-1.0,-5.0,30.0,22.0,77.27272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,10.0,90.0,1.0,5.0,26.0,Orthodox
46,1,UFC Fight Night: Yan vs. Dvalishvili,Mar 2023,"Las Vegas, Nevada, USA",Karl Williams,Lukasz Brzeski,Heavyweight,Orthodox,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,33.0,8.0,87.5,0.0,1.0,1.0,0.0,118.0,43.223443223443226,66.0,35.1063829787234,66.0,17.5531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,900.0,-1.0,8,2,10.0,80.0,1.0,-1.0,31.0,Orthodox
47,0,UFC Fight Night: Holloway vs. The Korean Zombie,Aug 2023,"Kallang, Singapore",Lukasz Brzeski,Waldo Cortes-Acosta,Heavyweight,Orthodox,8,3,0.0,2.0,2.0,0.0,72.0,24.040066777963272,52.0,23.963133640552993,93.0,30.89700996677741,0.0,0.0,4.0,61.53846153846154,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,14.5,309.5,900.0,-2.0,0.0,0.0,31.0,11.0,72.72727272727273,2.0,1.0,3.0,66.66666666666666,73.66666666666667,26.626506024096383,87.33333333333333,28.57142857142857,94.66666666666669,28.063241106719367,0.0,0.0,1.0,37.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,43.666666666666664,109.0,900.0,-1.0,9,1,10.0,90.0,0.0,0.0,32.0,Orthodox
48,1,UFC Fight Night: Makhachev vs. Green,Feb 2022,"Las Vegas, Nevada, USA",Ignacio Bahamondes,Rongzhu,Lightweight,Orthodox,12,4,1.0,1.0,2.0,50.0,83.5,20.927318295739347,114.5,31.93863319386332,134.5,27.53326509723644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,89.0,55.5,897.5,1.0,6.0,3.0,25.0,16.0,75.0,1.0,1.0,2.0,50.0,64.0,36.26062322946176,68.5,28.964059196617335,89.0,29.132569558101473,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,365.5,37.0,887.5,1.0,25,4,29.0,86.20689655172413,-6.0,-3.0,22.0,Orthodox
49,0,UFC Fight Night: Sandhagen vs. Font,Aug 2023,"Nashville, Tennessee, USA",Ignacio Bahamondes,Ludovit Klein,Lightweight,Orthodox,14,4,3.0,1.0,4.0,75.0,78.5,21.7753120665742,99.25,26.75202156334231,111.0,27.87193973634652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,49.5,48.0,848.75,3.0,8.0,3.0,26.0,18.0,77.77777777777779,3.0,2.0,5.0,60.0,39.6,26.018396846254927,47.0,29.55974842767295,62.4,34.39911797133407,0.0,0.0,1.0,41.66666666666667,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.2,0.0,0.2,36.6,247.4,703.6,2.0,18,4,22.0,81.81818181818183,-8.0,-3.0,28.0,Southpaw
50,1,UFC Fight Night: Emmett vs. Topuria,Jun 2023,"Jacksonville, Florida, USA",Chepe Mariscal,Trevor Peek,Lightweight,Orthodox,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,31.0,19.0,68.42105263157895,1.0,0.0,1.0,100.0,7.0,24.13793103448276,51.0,59.30232558139535,51.0,29.651162790697676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,16.0,299.0,1.0,8,0,8.0,100.0,2.0,1.0,28.0,Switch
51,0,UFC Fight Night: Andrade vs. Zhang,Aug 2019,"Shenzhen, Guangdong, China",Batgerel Danaa,Alatengheili,Bantamweight,Orthodox,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,30.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,7,19.0,63.1578947368421,-2.0,-4.0,28.0,Orthodox
52,0,UFC Fight Night: Edgar vs. The Korean Zombie,Dec 2019,"Busan, South Korea",Ryan Benoit,Alatengheili,Bantamweight,Orthodox,10,5,3.0,3.0,6.0,50.0,26.166666666666668,20.33678756476684,30.833333333333332,18.68686868686869,50.333333333333336,27.655677655677657,0.0,0.0,2.1666666666666665,39.39393939393939,0.0,0.0,0.5,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.0,0.3333333333333333,56.833333333333336,170.33333333333334,613.0,1.0,0.0,2.0,30.0,15.0,66.66666666666666,1.0,0.0,1.0,100.0,36.0,40.44943820224719,85.0,36.95652173913043,119.0,23.847695390781563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,171.0,6.0,900.0,1.0,13,7,20.0,65.0,0.0,-2.0,28.0,Orthodox
53,1,UFC Fight Night: Holm vs. Aldana,Oct 2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Casey Kenney,Alatengheili,Bantamweight,Southpaw,14,2,3.0,1.0,4.0,75.0,33.75,19.794721407624632,38.0,26.95035460992908,45.25,29.383116883116884,0.0,0.0,1.0,80.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.0,0.0,275.75,178.75,720.75,1.0,2.0,2.0,29.0,16.0,87.5,2.0,0.0,2.0,100.0,41.5,23.512747875354105,76.5,24.401913875598087,101.5,26.295336787564764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,185.5,3.0,900.0,2.0,14,7,21.0,66.66666666666666,-2.0,-2.0,29.0,Orthodox
54,1,UFC Fight Night: Luque vs. Muhammad,Apr 2022,"Las Vegas, Nevada, USA",Alatengheili,Kevin Croom,Bantamweight,Orthodox,14,8,2.0,1.0,3.0,66.66666666666666,43.0,18.859649122807017,87.33333333333333,25.31400966183575,104.0,24.03697996918336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,123.66666666666669,2.0,900.0,-1.0,-6.0,-7.0,31.0,22.0,63.63636363636363,0.0,2.0,2.0,0.0,38.0,26.027397260273972,43.0,32.33082706766917,82.0,42.159383033419026,0.0,0.0,3.5,77.77777777777779,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,249.5,305.0,900.0,-2.0,21,14,35.0,60.0,6.0,7.0,35.0,Orthodox
55,1,UFC Fight Night: Yusuff vs. Barboza,Oct 2023,"Las Vegas, Nevada, USA",Chris Gutierrez,Alatengheili,Bantamweight,Orthodox,19,5,7.0,2.0,9.0,77.77777777777779,46.22222222222222,26.56449553001277,41.111111111111114,22.142429682824655,53.22222222222222,25.766541151156535,0.0,0.0,0.6666666666666666,42.857142857142854,0.0,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.0,0.1111111111111111,0.0,0.1111111111111111,33.55555555555556,112.88888888888889,688.2222222222222,-1.0,4.0,1.0,32.0,24.0,79.16666666666666,4.0,1.0,5.0,80.0,35.4,17.151162790697676,62.6,21.54163799036476,74.8,23.36039975015615,0.0,0.0,0.4,40.0,0.0,0.0,0.2,0.0,0.6,0.2,0.0,0.2,0.0,0.0,74.4,17.8,729.4,2.0,16,8,24.0,66.66666666666666,-4.0,-1.0,32.0,Orthodox
56,1,UFC Fight Night: Barboza vs. Murphy,May 2024,"Las Vegas, Nevada, USA",Alatengheili,Kleydson Rodrigues,Bantamweight,Orthodox,16,9,4.0,2.0,6.0,66.66666666666666,35.833333333333336,16.189759036144576,70.5,23.526140155728587,81.5,24.43778110944528,0.0,0.0,0.3333333333333333,40.0,0.0,0.0,0.1666666666666666,0.0,0.5,0.1666666666666666,0.0,0.3333333333333333,0.0,0.0,70.5,16.166666666666668,757.8333333333334,-1.0,0.0,-1.0,33.0,25.0,64.0,1.0,2.0,3.0,33.33333333333333,26.333333333333332,21.703296703296704,33.0,28.205128205128204,44.666666666666664,34.62532299741602,0.0,0.0,1.3333333333333333,33.33333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,96.66666666666669,129.66666666666666,404.6666666666667,-1.0,8,3,11.0,72.72727272727273,0.0,1.0,29.0,Orthodox
57,1,UFC Fight Night: Sandhagen vs. Dillashaw,Jul 2021,"Las Vegas, Nevada, USA",Brendan Allen,Punahele Soriano,Middleweight,Orthodox,16,3,4.0,1.0,5.0,80.0,34.2,25.522388059701495,24.0,24.64065708418891,40.4,39.68565815324165,0.0,0.0,1.2,66.66666666666666,0.0,0.0,0.4,0.0,0.2,0.2,0.4,0.0,0.2,0.0,171.6,191.0,478.4,1.0,3.0,3.0,26.0,19.0,84.21052631578947,2.0,0.0,2.0,100.0,28.0,35.8974358974359,15.0,31.91489361702128,17.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,11.0,242.5,2.0,8,0,8.0,100.0,-3.0,-3.0,29.0,Southpaw
58,0,UFC Fight Night: Emmett vs. Topuria,Jun 2023,"Jacksonville, Florida, USA",Bruno Silva 185,Brendan Allen,Middleweight,Orthodox,23,8,4.0,2.0,6.0,66.66666666666666,29.0,20.27972027972028,44.666666666666664,25.621414913957935,62.833333333333336,34.3351548269581,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.1666666666666666,0.0,0.1666666666666666,165.83333333333334,33.833333333333336,490.3333333333333,1.0,-2.0,-1.0,34.0,31.0,74.19354838709677,9.0,2.0,11.0,81.81818181818183,37.54545454545455,25.306372549019606,33.72727272727273,25.463280713795474,47.09090909090909,32.66078184110971,0.0,0.0,1.3636363636363635,50.0,0.0,0.0,0.2727272727272727,0.0909090909090909,0.2727272727272727,0.0909090909090909,0.4545454545454545,0.0,0.1818181818181818,0.0,112.8181818181818,167.45454545454547,560.1818181818181,4.0,21,4,25.0,84.0,2.0,1.0,28.0,Orthodox
59,1,UFC Fight Night: Gane vs. Tuivasa,Sep 2022,"Paris, Ile-de-France, France",Abus Magomedov,Dustin Stoltzfus,Middleweight,Orthodox,24,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,32.0,28.0,85.71428571428571,1.0,3.0,4.0,25.0,40.5,21.715817694369974,43.5,24.786324786324787,79.5,36.34285714285714,0.0,0.0,2.75,55.00000000000001,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.5,81.0,338.5,823.0,1.0,14,4,18.0,77.77777777777779,-2.0,-3.0,31.0,Orthodox
60,1,UFC 261: Usman vs. Masvidal 2,Apr 2021,"Jacksonville, Florida, USA",Ariane Carnelossi,Liang Na,Women's Strawweight,Orthodox,12,2,0.0,1.0,1.0,0.0,92.0,50.0,72.0,38.70967741935484,83.0,21.671018276762403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,38.0,716.0,-1.0,-3.0,-6.0,29.0,14.0,85.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4,23.0,82.6086956521739,3.0,6.0,25.0,Orthodox
61,1,UFC 274: Oliveira vs. Gaethje,May 2022,"Phoenix, Arizona, USA",Loopy Godinez,Ariane Carnelossi,Women's Strawweight,Orthodox,7,2,2.0,2.0,4.0,50.0,29.75,23.799999999999997,20.0,17.937219730941703,52.5,38.60294117647059,0.0,0.0,2.0,23.52941176470588,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0,170.5,294.75,738.5,1.0,0.0,0.0,29.0,9.0,77.77777777777779,2.0,1.0,3.0,66.66666666666666,57.666666666666664,30.782918149466195,44.0,20.754716981132077,83.33333333333333,31.48614609571788,0.0,0.0,1.6666666666666667,62.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,75.66666666666667,206.0,627.0,2.0,14,2,16.0,87.5,0.0,0.0,30.0,Orthodox
62,0,UFC 188: Velasquez vs Werdum,Jun 2015,"Mexico City, Distrito Federal, Mexico",Angela Hill,Tecia Pennington,Women's Strawweight,Orthodox,6,0,1.0,0.0,1.0,100.0,41.0,45.05494505494506,107.0,67.29559748427673,140.0,39.10614525139665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,336.0,261.0,900.0,1.0,2.0,4.0,30.0,6.0,100.0,1.0,0.0,1.0,100.0,96.0,48.97959183673469,37.0,25.517241379310345,38.0,13.058419243986256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,900.0,1.0,5,-1,4.0,125.0,-2.0,-4.0,26.0,Orthodox
